path,directory,file,suffix,size_bytes,kind,calculation,nat,ntyp,prefix,num_of_images,job_done,has_error_hint,error_hints,final_total_energy_Ry,n_total_energy_lines,neb_first_activation_forward_eV,neb_activation_overflow,neb_initial_path_length_bohr,classification
/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc3/Bulk-NoSOC-NonREL-2K_68.in,/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc3,Bulk-NoSOC-NonREL-2K_68.in,.in,4512,scf,scf,60,2,sb2te3_convergence,,False,False,,,0,,False,,qe_input_template_candidate
/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc4/slurm-671445.out,/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc4,slurm-671445.out,.out,188,qe_output_unknown,,,,,,False,False,,-4475.79045851,1,,False,,partial_or_unknown_qe_output
/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc4/Bulk-NoSOC-NonREL-2K_8.out,/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc4,Bulk-NoSOC-NonREL-2K_8.out,.out,51280,qe_output_unknown,,,,,,True,False,,-4475.79045851,1,,False,,completed_qe_output_candidate
/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc4/Bulk-NoSOC-NonREL-2K_8.in,/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc4,Bulk-NoSOC-NonREL-2K_8.in,.in,4511,scf,scf,60,2,sb2te3_convergence,,False,False,,,0,,False,,qe_input_template_candidate
/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc4/Bulk-NoSOC-NonREL-2K_4.in,/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc4,Bulk-NoSOC-NonREL-2K_4.in,.in,4511,scf,scf,60,2,sb2te3_convergence,,False,False,,,0,,False,,qe_input_template_candidate
/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc4/Bulk-NoSOC-NonREL-2K_4.out,/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc4,Bulk-NoSOC-NonREL-2K_4.out,.out,50920,qe_output_unknown,,,,,,True,True,convergence NOT achieved;stopping,,0,,False,,quarantine_or_restart_review
/scratch16/pclancy3/victor/V-ST/convergence/energy/Bulk-NoSOC-NonRel-2K-36.in,/scratch16/pclancy3/victor/V-ST/convergence/energy,Bulk-NoSOC-NonRel-2K-36.in,.in,4776,vc-relax,vc-relax,60,2,sb2te3_60,,False,False,,,0,,False,,qe_input_template_candidate
/scratch16/pclancy3/victor/V-ST/convergence/energy/Bulk-NoSOC-NonRel-2K-40.in,/scratch16/pclancy3/victor/V-ST/convergence/energy,Bulk-NoSOC-NonRel-2K-40.in,.in,4776,vc-relax,vc-relax,60,2,sb2te3_60,,False,False,,,0,,False,,qe_input_template_candidate
/scratch16/pclancy3/victor/V-ST/convergence/energy/Bulk-NoSOC-NonRel-2K-24.out,/scratch16/pclancy3/victor/V-ST/convergence/energy,Bulk-NoSOC-NonRel-2K-24.out,.out,454762,qe_output_unknown,,,,,,False,False,,-5390.48173456,6,,False,,partial_or_unknown_qe_output
/scratch16/pclancy3/victor/V-ST/convergence/energy/Bulk-NoSOC-NonRel-2K.in,/scratch16/pclancy3/victor/V-ST/convergence/energy,Bulk-NoSOC-NonRel-2K.in,.in,4823,vc-relax,vc-relax,60,2,sb2te3_60,,False,False,,,0,,False,,qe_input_template_candidate
/scratch16/pclancy3/victor/V-ST/convergence/energy/Bulk-NoSOC-NonRel-2K-40.out,/scratch16/pclancy3/victor/V-ST/convergence/energy,Bulk-NoSOC-NonRel-2K-40.out,.out,26,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output
/scratch16/pclancy3/victor/V-ST/convergence/energy/Bulk-NoSOC-NonRel-2K-44.in,/scratch16/pclancy3/victor/V-ST/convergence/energy,Bulk-NoSOC-NonRel-2K-44.in,.in,4776,vc-relax,vc-relax,60,2,sb2te3_60,,False,False,,,0,,False,,qe_input_template_candidate
/scratch16/pclancy3/victor/V-ST/convergence/energy/Bulk-NoSOC-NonRel-2K-36.out,/scratch16/pclancy3/victor/V-ST/convergence/energy,Bulk-NoSOC-NonRel-2K-36.out,.out,26,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output
/scratch16/pclancy3/victor/V-ST/convergence/energy/Bulk-NoSOC-NonRel-2K-48.out,/scratch16/pclancy3/victor/V-ST/convergence/energy,Bulk-NoSOC-NonRel-2K-48.out,.out,26,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output
/scratch16/pclancy3/victor/V-ST/convergence/energy/slurm-605759.out,/scratch16/pclancy3/victor/V-ST/convergence/energy,slurm-605759.out,.out,27492,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output
/scratch16/pclancy3/victor/V-ST/convergence/energy/Bulk-NoSOC-NonRel-2K-52.out,/scratch16/pclancy3/victor/V-ST/convergence/energy,Bulk-NoSOC-NonRel-2K-52.out,.out,26,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output
/scratch16/pclancy3/victor/V-ST/convergence/energy/Bulk-NoSOC-NonRel-2K-44.out,/scratch16/pclancy3/victor/V-ST/convergence/energy,Bulk-NoSOC-NonRel-2K-44.out,.out,26,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output
/scratch16/pclancy3/victor/V-ST/convergence/energy/slurm-613847.out,/scratch16/pclancy3/victor/V-ST/convergence/energy,slurm-613847.out,.out,2621,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output
/scratch16/pclancy3/victor/V-ST/convergence/energy/Bulk-NoSOC-NonRel-2K-28.out,/scratch16/pclancy3/victor/V-ST/convergence/energy,Bulk-NoSOC-NonRel-2K-28.out,.out,26,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output
/scratch16/pclancy3/victor/V-ST/convergence/energy/slurm-608200.out,/scratch16/pclancy3/victor/V-ST/convergence/energy,slurm-608200.out,.out,166548,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output
/scratch16/pclancy3/victor/V-ST/convergence/energy/slurm-613791.out,/scratch16/pclancy3/victor/V-ST/convergence/energy,slurm-613791.out,.out,3378,qe_output_unknown,,,,,,False,True,%%%%%%%%;error in routine,,0,,False,,quarantine_or_restart_review
/scratch16/pclancy3/victor/V-ST/convergence/energy/slurm-606329.out,/scratch16/pclancy3/victor/V-ST/convergence/energy,slurm-606329.out,.out,44772,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output
/scratch16/pclancy3/victor/V-ST/convergence/energy/Bulk-NoSOC-NonRel-2K-32.out,/scratch16/pclancy3/victor/V-ST/convergence/energy,Bulk-NoSOC-NonRel-2K-32.out,.out,26,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output
/scratch16/pclancy3/victor/V-ST/convergence/energy/Bulk-NoSOC-NonRel-2K-52.in,/scratch16/pclancy3/victor/V-ST/convergence/energy,Bulk-NoSOC-NonRel-2K-52.in,.in,4776,vc-relax,vc-relax,60,2,sb2te3_60,,False,False,,,0,,False,,qe_input_template_candidate
/scratch16/pclancy3/victor/V-ST/convergence/energy/slurm-607236.out,/scratch16/pclancy3/victor/V-ST/convergence/energy,slurm-607236.out,.out,29425,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output
/scratch16/pclancy3/victor/V-ST/convergence/energy/Bulk-NoSOC-NonRel-2K-24.in,/scratch16/pclancy3/victor/V-ST/convergence/energy,Bulk-NoSOC-NonRel-2K-24.in,.in,4776,vc-relax,vc-relax,60,2,sb2te3_60,,False,False,,,0,,False,,qe_input_template_candidate
/scratch16/pclancy3/victor/V-ST/convergence/energy/Bulk-NoSOC-NonRel-2K-28.in,/scratch16/pclancy3/victor/V-ST/convergence/energy,Bulk-NoSOC-NonRel-2K-28.in,.in,4776,vc-relax,vc-relax,60,2,sb2te3_60,,False,False,,,0,,False,,qe_input_template_candidate
/scratch16/pclancy3/victor/V-ST/convergence/energy/Bulk-NoSOC-NonRel-2K-48.in,/scratch16/pclancy3/victor/V-ST/convergence/energy,Bulk-NoSOC-NonRel-2K-48.in,.in,4776,vc-relax,vc-relax,60,2,sb2te3_60,,False,False,,,0,,False,,qe_input_template_candidate
/scratch16/pclancy3/victor/V-ST/convergence/energy/Bulk-NoSOC-NonRel-2K-32.in,/scratch16/pclancy3/victor/V-ST/convergence/energy,Bulk-NoSOC-NonRel-2K-32.in,.in,4776,vc-relax,vc-relax,60,2,sb2te3_60,,False,False,,,0,,False,,qe_input_template_candidate
/scratch16/pclancy3/victor/V-ST/convergence/kpts/Bulk-NoSOC-NonREL-kPts_5.out,/scratch16/pclancy3/victor/V-ST/convergence/kpts,Bulk-NoSOC-NonREL-kPts_5.out,.out,131467,qe_output_unknown,,,,,,True,False,,-5391.57408553,1,,False,,completed_qe_output_candidate
/scratch16/pclancy3/victor/V-ST/convergence/kpts/Bulk-NoSOC-NonREL-kPts_2.cif,/scratch16/pclancy3/victor/V-ST/convergence/kpts,Bulk-NoSOC-NonREL-kPts_2.cif,.cif,3856,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate
/scratch16/pclancy3/victor/V-ST/convergence/kpts/Bulk-NoSOC-NonREL-kPts_1.out,/scratch16/pclancy3/victor/V-ST/convergence/kpts,Bulk-NoSOC-NonREL-kPts_1.out,.out,21972,qe_output_unknown,,,,,,True,False,,-5391.92069612,1,,False,,completed_qe_output_candidate
/scratch16/pclancy3/victor/V-ST/convergence/kpts/Bulk-NoSOC-NonREL-kPts_2.in,/scratch16/pclancy3/victor/V-ST/convergence/kpts,Bulk-NoSOC-NonREL-kPts_2.in,.in,4532,scf,scf,60,2,sb2te3_convergence,,False,False,,,0,,False,,qe_input_template_candidate
/scratch16/pclancy3/victor/V-ST/convergence/kpts/Bulk-NoSOC-NonREL-kPts_gamma.out,/scratch16/pclancy3/victor/V-ST/convergence/kpts,Bulk-NoSOC-NonREL-kPts_gamma.out,.out,23466,qe_output_unknown,,,,,,True,False,,-5390.67548221,1,,False,,completed_qe_output_candidate
/scratch16/pclancy3/victor/V-ST/convergence/kpts/Bulk-NoSOC-NonREL-kPts_3.cif,/scratch16/pclancy3/victor/V-ST/convergence/kpts,Bulk-NoSOC-NonREL-kPts_3.cif,.cif,3856,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate
/scratch16/pclancy3/victor/V-ST/convergence/kpts/Bulk-NoSOC-NonREL-kPts_4.out,/scratch16/pclancy3/victor/V-ST/convergence/kpts,Bulk-NoSOC-NonREL-kPts_4.out,.out,77822,qe_output_unknown,,,,,,True,False,,-5391.57687373,1,,False,,completed_qe_output_candidate
/scratch16/pclancy3/victor/V-ST/convergence/kpts/slurm-811404.out,/scratch16/pclancy3/victor/V-ST/convergence/kpts,slurm-811404.out,.out,706,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output
/scratch16/pclancy3/victor/V-ST/convergence/kpts/slurm-721343.out,/scratch16/pclancy3/victor/V-ST/convergence/kpts,slurm-721343.out,.out,564,qe_output_unknown,,,,,,False,False,,-5391.57408553,5,,False,,partial_or_unknown_qe_output
/scratch16/pclancy3/victor/V-ST/convergence/kpts/Bulk-NoSOC-NonREL-kPts_2.out,/scratch16/pclancy3/victor/V-ST/convergence/kpts,Bulk-NoSOC-NonREL-kPts_2.out,.out,27967,qe_output_unknown,,,,,,True,False,,-5391.55674547,1,,False,,completed_qe_output_candidate
/scratch16/pclancy3/victor/V-ST/convergence/kpts/slurm-720583.out,/scratch16/pclancy3/victor/V-ST/convergence/kpts,slurm-720583.out,.out,744,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output
/scratch16/pclancy3/victor/V-ST/convergence/kpts/Bulk-NoSOC-NonREL-kPts_4.in,/scratch16/pclancy3/victor/V-ST/convergence/kpts,Bulk-NoSOC-NonREL-kPts_4.in,.in,4532,scf,scf,60,2,sb2te3_convergence,,False,False,,,0,,False,,qe_input_template_candidate
/scratch16/pclancy3/victor/V-ST/convergence/kpts/Bulk-NoSOC-NonREL-kPts_3.out,/scratch16/pclancy3/victor/V-ST/convergence/kpts,Bulk-NoSOC-NonREL-kPts_3.out,.out,46587,qe_output_unknown,,,,,,True,False,,-5391.57582110,1,,False,,completed_qe_output_candidate
/scratch16/pclancy3/victor/V-ST/convergence/kpts/Bulk-NoSOC-NonREL-kPts_5.in,/scratch16/pclancy3/victor/V-ST/convergence/kpts,Bulk-NoSOC-NonREL-kPts_5.in,.in,4532,scf,scf,60,2,sb2te3_convergence,,False,False,,,0,,False,,qe_input_template_candidate
/scratch16/pclancy3/victor/V-ST/convergence/kpts/slurm-720534.out,/scratch16/pclancy3/victor/V-ST/convergence/kpts,slurm-720534.out,.out,774,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output
/scratch16/pclancy3/victor/V-ST/convergence/kpts/Bulk-NoSOC-NonREL-kPts_3.xyz,/scratch16/pclancy3/victor/V-ST/convergence/kpts,Bulk-NoSOC-NonREL-kPts_3.xyz,.xyz,3448,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate
/scratch16/pclancy3/victor/V-ST/convergence/kpts/Bulk-NoSOC-NonREL-kPts_3.in,/scratch16/pclancy3/victor/V-ST/convergence/kpts,Bulk-NoSOC-NonREL-kPts_3.in,.in,4532,scf,scf,60,2,sb2te3_convergence,,False,False,,,0,,False,,qe_input_template_candidate
/scratch16/pclancy3/victor/V-ST/convergence/kpts/Bulk-NoSOC-NonREL-kPts_gamma.in,/scratch16/pclancy3/victor/V-ST/convergence/kpts,Bulk-NoSOC-NonREL-kPts_gamma.in,.in,4516,scf,scf,60,2,sb2te3_convergence,,False,False,,,0,,False,,qe_input_template_candidate
/scratch16/pclancy3/victor/V-ST/convergence/kpts/Bulk-NoSOC-NonREL-kPts_2.xyz,/scratch16/pclancy3/victor/V-ST/convergence/kpts,Bulk-NoSOC-NonREL-kPts_2.xyz,.xyz,3448,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate
/scratch16/pclancy3/victor/V-ST/convergence/kpts/Bulk-NoSOC-NonREL-kPts_1.in,/scratch16/pclancy3/victor/V-ST/convergence/kpts,Bulk-NoSOC-NonREL-kPts_1.in,.in,4532,scf,scf,60,2,sb2te3_convergence,,False,False,,,0,,False,,qe_input_template_candidate
/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc_paramC_vcrelax/slurm-778209.out,/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc_paramC_vcrelax,slurm-778209.out,.out,2339,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output
/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc_paramC_vcrelax/slurm-771829.out,/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc_paramC_vcrelax,slurm-771829.out,.out,262,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output
/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc_paramC_vcrelax/Bulk-NoSOC-NonREL-2K-VCRelax_100.out,/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc_paramC_vcrelax,Bulk-NoSOC-NonREL-2K-VCRelax_100.out,.out,1172548,qe_output_unknown,,,,,,True,False,,-5393.41135364,21,,False,,completed_qe_output_candidate
/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc_paramC_vcrelax/Bulk-NoSOC-NonREL-2K-VCRelax_76.in,/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc_paramC_vcrelax,Bulk-NoSOC-NonREL-2K-VCRelax_76.in,.in,4683,vc-relax,vc-relax,60,2,sb2te3_vcr_convergence,,False,False,,,0,,False,,qe_input_template_candidate
/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc_paramC_vcrelax/Bulk-NoSOC-NonREL-2K-VCRelax_64.out,/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc_paramC_vcrelax,Bulk-NoSOC-NonREL-2K-VCRelax_64.out,.out,1162216,qe_output_unknown,,,,,,True,False,,-5393.38673104,21,,False,,completed_qe_output_candidate
/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc_paramC_vcrelax/Bulk-NoSOC-NonREL-2K-VCRelax_44.in,/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc_paramC_vcrelax,Bulk-NoSOC-NonREL-2K-VCRelax_44.in,.in,4683,vc-relax,vc-relax,60,2,sb2te3_vcr_convergence,,False,False,,,0,,False,,qe_input_template_candidate
/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc_paramC_vcrelax/Bulk-NoSOC-NonREL-2K-VCRelax_56.out,/scratch16/pclancy3/victor/V-ST/convergence/ecutwfc_paramC_vcrelax,Bulk-NoSOC-NonREL-2K-VCRelax_56.out,.out,1228189,qe_output_unknown,,,,,,True,False,,-5393.38349017,22,,False,,completed_qe_output_candidate
