path,directory,file,suffix,size_bytes,kind,calculation,nat,ntyp,prefix,num_of_images,job_done,has_error_hint,error_hints,final_total_energy_Ry,n_total_energy_lines,neb_first_activation_forward_eV,neb_activation_overflow,neb_initial_path_length_bohr,classification,content_scan_limited,content_skipped_large
/scratch16/pclancy3/victor/Ba-Cs/caesium/V-TMi3.in,/scratch16/pclancy3/victor/Ba-Cs/caesium,V-TMi3.in,.in,4418,relax,relax,61,3,interstitial_tmi2,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/V-TMi2.in,/scratch16/pclancy3/victor/Ba-Cs/caesium,V-TMi2.in,.in,4421,relax,relax,61,3,interstitial_tmi2,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/V-TMi1.out,/scratch16/pclancy3/victor/Ba-Cs/caesium,V-TMi1.out,.out,1592092,qe_output_unknown,,,,,,False,False,,-5538.29373660,1,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Bulk-NoSOC-NonREL-kPts_2.out,/scratch16/pclancy3/victor/Ba-Cs/caesium,Bulk-NoSOC-NonREL-kPts_2.out,.out,27967,qe_output_unknown,,,,,,True,False,,-5391.55674547,1,,False,,completed_qe_output_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/V-TMi1.in,/scratch16/pclancy3/victor/Ba-Cs/caesium,V-TMi1.in,.in,4424,relax,relax,61,3,interstitial_tmi1,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/V-TMi1+2TMi4-vdW3.in,/scratch16/pclancy3/victor/Ba-Cs/caesium,V-TMi1+2TMi4-vdW3.in,.in,4560,relax,relax,63,3,interstitial_tmi1,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/slurm-1308673.out,/scratch16/pclancy3/victor/Ba-Cs/caesium,slurm-1308673.out,.out,850,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/V-TMi3.out,/scratch16/pclancy3/victor/Ba-Cs/caesium,V-TMi3.out,.out,4284819,qe_output_unknown,,,,,,False,False,,-5536.41962102,1,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/slurm-948654.out,/scratch16/pclancy3/victor/Ba-Cs/caesium,slurm-948654.out,.out,2768,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/slurm-1118110.out,/scratch16/pclancy3/victor/Ba-Cs/caesium,slurm-1118110.out,.out,2254,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/slurm-1173142.out,/scratch16/pclancy3/victor/Ba-Cs/caesium,slurm-1173142.out,.out,2004,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/slurm-958840.out,/scratch16/pclancy3/victor/Ba-Cs/caesium,slurm-958840.out,.out,2985,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Bulk-NoSOC-NonREL-2K-VCRelax_60.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium,Bulk-NoSOC-NonREL-2K-VCRelax_60.xyz,.xyz,6624,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Bulk-NoSOC-NonREL-2K-VCRelax_60_2.out,/scratch16/pclancy3/victor/Ba-Cs/caesium,Bulk-NoSOC-NonREL-2K-VCRelax_60_2.out,.out,996693,qe_output_unknown,,,,,,False,False,,-5393.36763120,1,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/V-TMi1_Pos2.in,/scratch16/pclancy3/victor/Ba-Cs/caesium,V-TMi1_Pos2.in,.in,4447,relax,relax,61,3,interstitial_tmi1_pos2,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/V-TMi2.out,/scratch16/pclancy3/victor/Ba-Cs/caesium,V-TMi2.out,.out,1540704,qe_output_unknown,,,,,,False,False,,-5538.28184850,1,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/V-TMi1+2TMi4-vdW3.out,/scratch16/pclancy3/victor/Ba-Cs/caesium,V-TMi1+2TMi4-vdW3.out,.out,3532289,qe_output_unknown,,,,,,False,False,,-5827.99452069,1,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/slurm-960325.out,/scratch16/pclancy3/victor/Ba-Cs/caesium,slurm-960325.out,.out,2178,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/V-TMi1+TMi4-vdW2.in,/scratch16/pclancy3/victor/Ba-Cs/caesium,V-TMi1+TMi4-vdW2.in,.in,4494,relax,relax,62,3,interstitial_tmi1,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz/V-TMi1_Pos2.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz,V-TMi1_Pos2.out,.out,2013180,qe_output_unknown,,,,,,False,False,,-5538.29363754,1,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz/V-TMi4.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz,V-TMi4.out,.out,2096478,qe_output_unknown,,,,,,False,False,,-5538.18033962,1,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz/V-TMi1+TMi4-vdW2.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz,V-TMi1+TMi4-vdW2.out,.out,3570482,qe_output_unknown,,,,,,False,False,,-5683.16219833,1,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz/V-TMi2.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz,V-TMi2.xyz,.xyz,6621,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz/V-TMi1.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz,V-TMi1.out,.out,1592092,qe_output_unknown,,,,,,False,False,,-5538.29373660,1,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz/V-TMi3.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz,V-TMi3.out,.out,4284819,qe_output_unknown,,,,,,False,False,,-5536.41962102,1,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz/V-TMi1.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz,V-TMi1.xyz,.xyz,6623,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz/V-TMi4.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz,V-TMi4.xyz,.xyz,6623,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz/V-TMi1+TMi4-vdW2.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz,V-TMi1+TMi4-vdW2.xyz,.xyz,6728,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz/V-TMi3.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz,V-TMi3.xyz,.xyz,6623,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz/V-TMi1_Pos2.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz,V-TMi1_Pos2.xyz,.xyz,6623,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz/V-TMi2.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz,V-TMi2.out,.out,1540704,qe_output_unknown,,,,,,False,False,,-5538.28184850,1,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz/V-TMi1+2TMi4-vdW3.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz,V-TMi1+2TMi4-vdW3.xyz,.xyz,6833,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz/V-TMi1+2TMi4-vdW3.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/xyz,V-TMi1+2TMi4-vdW3.out,.out,3532289,qe_output_unknown,,,,,,False,False,,-5827.99452069,1,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/2_v2.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,2_v2.xyz,.xyz,8755,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/4.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,4.out,.out,4010196,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1_mod_vdwg+2-33.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1_mod_vdwg+2-33.out,.out,145613,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-11385923.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-11385923.out,.out,1975,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7129288.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7129288.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7101120.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7101120.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7077027.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7077027.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/5-2L_hetra_V1_v5_surface copy.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,5-2L_hetra_V1_v5_surface copy.xyz,.xyz,7184,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/2.in,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,2.in,.in,5921,relax,relax,81,3,cs-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/0_v3.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,0_v3.out,.out,6217899,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1_mod_vdwg+4.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1_mod_vdwg+4.out,.out,3854455,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7101136.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7101136.out,.out,2004,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1_mod_vdwg+4.in,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1_mod_vdwg+4.in,.in,3864,relax,relax,81,3,cs-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1_v2.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1_v2.xyz,.xyz,8755,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7077028.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7077028.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-11856603.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-11856603.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-11758543.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-11758543.out,.out,1042,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/4- 2L_hetra_V1_v4.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,4- 2L_hetra_V1_v4.xyz,.xyz,7185,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/5.2_v2.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,5.2_v2.out,.out,2901235,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-11889098.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-11889098.out,.out,754,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1.in,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1.in,.in,5923,relax,relax,81,3,cs-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1_mod_vdwg+4 copy.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1_mod_vdwg+4 copy.xyz,.xyz,8653,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-11889086.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-11889086.out,.out,853,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/0_v2.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,0_v2.xyz,.xyz,8757,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-12046505.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-12046505.out,.out,1042,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1_mod_vdwg+2.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1_mod_vdwg+2.out,.out,146174,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7101102.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7101102.out,.out,80,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-17785622.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-17785622.out,.out,2457,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7059067.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7059067.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1_mod_vdwg+3.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1_mod_vdwg+3.xyz,.xyz,8757,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-17415781.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-17415781.out,.out,2169,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7454176.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7454176.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/0-2L_octo_V1.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,0-2L_octo_V1.xyz,.xyz,7185,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/5.2.in,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,5.2.in,.in,5873,relax,relax,81,3,v-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7129287.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7129287.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7226936.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7226936.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1_mod_vdwg+2.in,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1_mod_vdwg+2.in,.in,3864,relax,relax,81,3,cs-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1_mod_vdwg+5.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1_mod_vdwg+5.out,.out,6018370,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7310104.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7310104.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/0.in,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,0.in,.in,5916,relax,relax,81,3,cs-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7042450.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7042450.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7042385.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7042385.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1_mod_vdwg+2-67.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1_mod_vdwg+2-67.out,.out,392769,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-20597565.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-20597565.out,.out,2268,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7129286.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7129286.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-11856672.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-11856672.out,.out,2196,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-20597566.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-20597566.out,.out,2268,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/5.1_v2.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,5.1_v2.out,.out,3009841,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-11987255.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-11987255.out,.out,2004,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7755185.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7755185.out,.out,2004,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-11879330.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-11879330.out,.out,907,qe_output_unknown,,,,,,False,True,out of memory,,0,,False,,quarantine_or_restart_review,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/3.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,3.out,.out,276875,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1_mod_vdwg+2-33.in,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1_mod_vdwg+2-33.in,.in,3864,relax,relax,81,3,cs-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-11869461.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-11869461.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
