path_id,image_index_qe,variant,job_id,ionic_step,energy_eV,energy_above_current_final_eV,max_atom_force_eV_A,total_force_eV_A
1-5,2,transformed,30850847,21,-133599.50230911962,2.11270155213424,0.10357818496587631,1.3811967324141132
1-5,2,transformed,30850847,22,-133599.58339197567,2.031618696084479,0.10301279933397413,1.5098547452398805
1-5,2,transformed,30850847,23,-133599.6096875627,2.005323109042365,0.08778543960254712,2.323788940288905
1-5,2,transformed,30850847,24,-133599.73000991804,1.8850007537112106,0.09469887946440175,1.7926504053259347
1-5,2,transformed,30850847,25,-133599.87431992666,1.7406907450931612,0.09134024712718553,1.8413213921922773
1-5,2,transformed,30850847,26,-133600.02110821227,1.593902459484525,0.08638675936719105,1.9644515327643397
1-5,2,transformed,30850847,27,-133600.19669281133,1.4183178604289424,0.071422187534874,2.053206021228478
1-5,2,transformed,30850847,28,-133600.35194383806,1.2630668336933013,0.06466247852046766,1.9177345844620977
1-5,2,transformed,30850847,29,-133600.46425230408,1.150758367672097,0.056670460793880335,1.9565068233392473
1-5,2,transformed,30850847,30,-133600.53405318334,1.0809574884187896,0.06269815554287202,1.5484727179146014
1-5,2,transformed,30850847,31,-133600.64597402312,0.9690366486320272,0.06681860580974999,1.0608629630703412
1-5,2,transformed,30850847,32,-133600.72125881308,0.8937518586753868,0.0668072929549052,1.0623542030271547
1-5,2,transformed,30850847,33,-133600.77319160767,0.8418190640804823,0.06464936589326119,1.338079328835214
1-5,2,transformed,30850847,34,-133600.83213718465,0.7828734871000051,0.06221761632283699,1.4349070818931355
1-5,2,transformed,30850847,35,-133600.90586153764,0.709149134112522,0.06301517258938809,1.4192747733803326
1-5,2,transformed,30850847,36,-133601.00271339202,0.6122972797311377,0.0640973499994185,1.3711694292562298
1-5,2,transformed,30850847,37,-133601.1025307433,0.5124799284676556,0.06544203706391383,1.3988859236259694
1-5,2,transformed,30850847,38,-133601.15062822902,0.4643824427330401,0.06566186640237343,1.3255580554047286
1-5,2,transformed,30850847,39,-133601.20959625542,0.4054144163383171,0.06641545680123329,1.1918863910000197
1-5,2,transformed,30850847,40,-133601.2914647042,0.3235459675488528,0.06797894476283951,1.0047614874536697
1-5,2,transformed,30850847,41,-133601.3363400897,0.27867058204719797,0.06880144073211752,1.030241121888189
1-5,2,transformed,30850847,42,-133601.36700718597,0.24800348578719422,0.06868522685962185,0.9841669494294011
1-5,2,transformed,30850847,43,-133601.40325588174,0.21175479001249187,0.0685445875050751,0.8549690048951323
1-5,2,transformed,30850847,44,-133601.44458045345,0.17043021830613725,0.06732022807847254,0.824475718881671
1-5,2,transformed,30850847,45,-133601.4661618039,0.14884886785876006,0.06705643287232092,0.8718611540611054
1-5,2,transformed,30850847,46,-133601.50538484027,0.10962583147920668,0.06532762296377989,1.0138631933969795
1-5,2,transformed,30850847,47,-133601.5407441319,0.07426653985748999,0.06492961616151623,0.9706172346493892
1-5,2,transformed,30850847,48,-133601.5833283187,0.031682353059295565,0.06506099954391721,0.9017630862985889
1-5,2,transformed,30850847,49,-133601.61501067175,0.0,0.06553999610245548,0.8962095030111457
