optimizer_iteration,image_index,base_energy_eV,restrained_energy_eV,tether_energy_eV,base_fmax_eV_A,restrained_fmax_eV_A,max_reference_displacement_A
12,3,-227.01201718001192,-227.01201718001192,0.0,0.3166934195850053,0.3166934195850053,0.0
12,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
13,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
13,1,-226.82960322961236,-226.82960322961236,0.0,0.4668048115349562,0.4668048115349562,0.0
13,2,-226.77367166138797,-226.77367166138797,0.0,0.2522950960062417,0.2522950960062417,0.0
13,3,-227.0672908525593,-227.0672908525593,0.0,0.29832681867755073,0.29832681867755073,0.0
13,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
14,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
14,1,-226.8685505497678,-226.8685505497678,0.0,0.48834310413417426,0.48834310413417426,0.0
14,2,-226.7852543729624,-226.7852543729624,0.0,0.2622516231117564,0.2622516231117564,0.0
14,3,-227.08397782503278,-227.08397782503278,0.0,0.27293406777463874,0.27293406777463874,0.0
14,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
15,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
15,1,-226.90261588632708,-226.90261588632708,0.0,0.5166962859460816,0.5166962859460816,0.0
15,2,-226.77615874908741,-226.77615874908741,0.0,0.2901190388515537,0.2901190388515537,0.0
15,3,-227.07688716708148,-227.07688716708148,0.0,0.28314238396720387,0.28314238396720387,0.0
15,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
16,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
16,1,-226.91751904422986,-226.91751904422986,0.0,0.5213138798148704,0.5213138798148704,0.0
16,2,-226.78672608769708,-226.78672608769708,0.0,0.2764870756114343,0.2764870756114343,0.0
16,3,-227.08759278003245,-227.08759278003245,0.0,0.25677611131430894,0.25677611131430894,0.0
16,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
17,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
17,1,-226.94143046425722,-226.94143046425722,0.0,0.5298316692158029,0.5298316692158029,0.0
17,2,-226.80253057976154,-226.80253057976154,0.0,0.2738467249546563,0.2738467249546563,0.0
17,3,-227.10412561214045,-227.10412561214045,0.0,0.2480261715167791,0.2480261715167791,0.0
17,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
18,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
18,1,-226.9659170508256,-226.9659170508256,0.0,0.5399169765004199,0.5399169765004199,0.0
18,2,-226.81588285428165,-226.81588285428165,0.0,0.2749552486455568,0.2749552486455568,0.0
18,3,-227.11937557391195,-227.11937557391195,0.0,0.25140441583704665,0.25140441583704665,0.0
18,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
19,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
19,1,-226.98508094920754,-226.98508094920754,0.0,0.546299580279775,0.546299580279775,0.0
19,2,-226.82129413452702,-226.82129413452702,0.0,0.2805638856520814,0.2805638856520814,0.0
19,3,-227.12804732154845,-227.12804732154845,0.0,0.2530241225650977,0.2530241225650977,0.0
19,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
20,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
20,1,-226.9994431131758,-226.9994431131758,0.0,0.5402887185932358,0.5402887185932358,0.0
20,2,-226.81968892894318,-226.81968892894318,0.0,0.28633028369428276,0.28633028369428276,0.0
20,3,-227.13036531448373,-227.13036531448373,0.0,0.2505830366095064,0.2505830366095064,0.0
20,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
21,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
21,1,-227.0140180390361,-227.0140180390361,0.0,0.514626050215666,0.514626050215666,0.0
21,2,-226.81719222087943,-226.81719222087943,0.0,0.2876100195706171,0.2876100195706171,0.0
21,3,-227.13147686842876,-227.13147686842876,0.0,0.24328819508682417,0.24328819508682417,0.0
21,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
22,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
22,1,-227.03280850232878,-227.03280850232878,0.0,0.4670754879637237,0.4670754879637237,0.0
22,2,-226.8186314007218,-226.8186314007218,0.0,0.28390906006995575,0.28390906006995575,0.0
22,3,-227.1361985084136,-227.1361985084136,0.0,0.23137940328878215,0.23137940328878215,0.0
22,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
23,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
23,1,-227.05826511130994,-227.05826511130994,0.0,0.3939987872183593,0.3939987872183593,0.0
23,2,-226.82530240733087,-226.82530240733087,0.0,0.2777543422744749,0.2777543422744749,0.0
23,3,-227.14717565902953,-227.14717565902953,0.0,0.2134544049501176,0.2134544049501176,0.0
23,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
24,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
24,1,-227.08545082379032,-227.08545082379032,0.0,0.306331599038492,0.306331599038492,0.0
24,2,-226.8332930589499,-226.8332930589499,0.0,0.2753165651185313,0.2753165651185313,0.0
24,3,-227.16222173168157,-227.16222173168157,0.0,0.18892159729550484,0.18892159729550484,0.0
24,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
25,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
25,1,-227.10486934426694,-227.10486934426694,0.0,0.27153785624237964,0.27153785624237964,0.0
25,2,-226.83501876692202,-226.83501876692202,0.0,0.2813107044989863,0.2813107044989863,0.0
25,3,-227.17421106810167,-227.17421106810167,0.0,0.15747876358613377,0.15747876358613377,0.0
25,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
26,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
26,1,-227.11387480822168,-227.11387480822168,0.0,0.3382863895976585,0.3382863895976585,0.0
26,2,-226.83008659006572,-226.83008659006572,0.0,0.2889520854158688,0.2889520854158688,0.0
26,3,-227.1787180614031,-227.1787180614031,0.0,0.13353764602684867,0.13353764602684867,0.0
26,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
27,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
27,1,-227.11605117904045,-227.11605117904045,0.0,0.3277152625160639,0.3277152625160639,0.0
27,2,-226.83115375289847,-226.83115375289847,0.0,0.2877437087320469,0.2877437087320469,0.0
27,3,-227.17972359702847,-227.17972359702847,0.0,0.1309355442745966,0.1309355442745966,0.0
27,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
28,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
28,1,-227.12002215073144,-227.12002215073144,0.0,0.3073541155980456,0.3073541155980456,0.0
28,2,-226.83298803590134,-226.83298803590134,0.0,0.2856388686706026,0.2856388686706026,0.0
28,3,-227.1815321260353,-227.1815321260353,0.0,0.1259373863706347,0.1259373863706347,0.0
28,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
29,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
29,1,-227.12512823730017,-227.12512823730017,0.0,0.27865075530360417,0.27865075530360417,0.0
29,2,-226.8350786949445,-226.8350786949445,0.0,0.2831914189722276,0.2831914189722276,0.0
29,3,-227.18379773331287,-227.18379773331287,0.0,0.12399673791952247,0.12399673791952247,0.0
29,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
30,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
30,1,-227.1306103639149,-227.1306103639149,0.0,0.24957273707275282,0.24957273707275282,0.0
30,2,-226.83686440988885,-226.83686440988885,0.0,0.2810549713985253,0.2810549713985253,0.0
30,3,-227.18613541473752,-227.18613541473752,0.0,0.12559073319154684,0.12559073319154684,0.0
30,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
31,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
31,1,-227.13581886911248,-227.13581886911248,0.0,0.25862915896668154,0.25862915896668154,0.0
31,2,-226.83792624051452,-226.83792624051452,0.0,0.2797826500947497,0.2797826500947497,0.0
31,3,-227.188247012731,-227.188247012731,0.0,0.12724790442888803,0.12724790442888803,0.0
31,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
32,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
32,1,-227.14039894621524,-227.14039894621524,0.0,0.2744736596698768,0.2744736596698768,0.0
32,2,-226.83817082787442,-226.83817082787442,0.0,0.27959746616633807,0.27959746616633807,0.0
32,3,-227.1900366136481,-227.1900366136481,0.0,0.12866718251509657,0.12866718251509657,0.0
32,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
33,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
33,1,-227.14437617114407,-227.14437617114407,0.0,0.29463797731606306,0.29463797731606306,0.0
33,2,-226.8379023306594,-226.8379023306594,0.0,0.2802375255134649,0.2802375255134649,0.0
33,3,-227.19164718633016,-227.19164718633016,0.0,0.12948283357426263,0.12948283357426263,0.0
33,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
34,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
34,1,-227.1484668151195,-227.1484668151195,0.0,0.31757601009992475,0.31757601009992475,0.0
34,2,-226.83758772061725,-226.83758772061725,0.0,0.28122483596327924,0.28122483596327924,0.0
34,3,-227.19354049245507,-227.19354049245507,0.0,0.12934638929626555,0.12934638929626555,0.0
34,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
35,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
35,1,-227.15320675686777,-227.15320675686777,0.0,0.33924578276684514,0.33924578276684514,0.0
35,2,-226.83768376899792,-226.83768376899792,0.0,0.28196757958704427,0.28196757958704427,0.0
35,3,-227.1960747209233,-227.1960747209233,0.0,0.12773168665711312,0.12773168665711312,0.0
35,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
36,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
36,1,-227.15920895470802,-227.15920895470802,0.0,0.35501950128178544,0.35501950128178544,0.0
36,2,-226.83833220522322,-226.83833220522322,0.0,0.2820852080038766,0.2820852080038766,0.0
36,3,-227.19947769117795,-227.19947769117795,0.0,0.12406510808344112,0.12406510808344112,0.0
36,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
37,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
37,1,-227.16684682011328,-227.16684682011328,0.0,0.359774339931974,0.359774339931974,0.0
37,2,-226.83908748809205,-226.83908748809205,0.0,0.28170323728315577,0.28170323728315577,0.0
37,3,-227.2036052573288,-227.2036052573288,0.0,0.11773504510040321,0.11773504510040321,0.0
37,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
38,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
38,1,-227.17603617838822,-227.17603617838822,0.0,0.3478943708240709,0.3478943708240709,0.0
38,2,-226.8390772566518,-226.8390772566518,0.0,0.28135938894242446,0.28135938894242446,0.0
38,3,-227.20788550433875,-227.20788550433875,0.0,0.10816670365371571,0.10816670365371571,0.0
38,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
39,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
39,1,-227.18632762669426,-227.18632762669426,0.0,0.3149270086216813,0.3149270086216813,0.0
39,2,-226.83798247608956,-226.83798247608956,0.0,0.28125016991159585,0.28125016991159585,0.0
39,3,-227.21180132184713,-227.21180132184713,0.0,0.09517683757220831,0.09517683757220831,0.0
39,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
40,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
40,1,-227.19722155258353,-227.19722155258353,0.0,0.2624724040269964,0.2624724040269964,0.0
40,2,-226.8368688318085,-226.8368688318085,0.0,0.28075992340298983,0.28075992340298983,0.0
40,3,-227.2157041885783,-227.2157041885783,0.0,0.07956185228837323,0.07956185228837323,0.0
40,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
41,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
41,1,-227.20817964612814,-227.20817964612814,0.0,0.20004557973393527,0.20004557973393527,0.0
41,2,-226.83657981166846,-226.83657981166846,0.0,0.2798477509271305,0.2798477509271305,0.0
41,3,-227.22035935220114,-227.22035935220114,0.0,0.06294838257071513,0.06294838257071513,0.0
41,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
42,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
42,1,-227.2179999362407,-227.2179999362407,0.0,0.14476734862411647,0.14476734862411647,0.0
42,2,-226.83574876609023,-226.83574876609023,0.0,0.2797856553289182,0.2797856553289182,0.0
42,3,-227.22515942226576,-227.22515942226576,0.0,0.05912106271931903,0.05912106271931903,0.0
42,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
43,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
43,1,-227.22598128506985,-227.22598128506985,0.0,0.11858396527623924,0.11858396527623924,0.0
43,2,-226.83318046852511,-226.83318046852511,0.0,0.27936267096481177,0.27936267096481177,0.0
43,3,-227.22837998019028,-227.22837998019028,0.0,0.06632908232525465,0.06632908232525465,0.0
43,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
44,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
44,1,-227.23332268224252,-227.23332268224252,0.0,0.12448773796993058,0.12448773796993058,0.0
44,2,-226.83065985110105,-226.83065985110105,0.0,0.27516437487655454,0.27516437487655454,0.0
44,3,-227.23073680596727,-227.23073680596727,0.0,0.0640378242304655,0.0640378242304655,0.0
44,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
45,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
45,1,-227.23975599347406,-227.23975599347406,0.0,0.11553426066431817,0.11553426066431817,0.0
45,2,-226.82707784102482,-226.82707784102482,0.0,0.26851073912539625,0.26851073912539625,0.0
45,3,-227.23288580760075,-227.23288580760075,0.0,0.050333889182194516,0.050333889182194516,0.0
45,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
46,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
46,1,-227.24261363084392,-227.24261363084392,0.0,0.09892864128244891,0.09892864128244891,0.0
46,2,-226.821522405253,-226.821522405253,0.0,0.2611323258482272,0.2611323258482272,0.0
46,3,-227.23305719935277,-227.23305719935277,0.0,0.05483671516698217,0.05483671516698217,0.0
46,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
47,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
47,1,-227.2439772932677,-227.2439772932677,0.0,0.09976733779537905,0.09976733779537905,0.0
47,2,-226.81615364278602,-226.81615364278602,0.0,0.25495546004004493,0.25495546004004493,0.0
47,3,-227.23347445655313,-227.23347445655313,0.0,0.04309994408243782,0.04309994408243782,0.0
47,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
48,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
48,1,-227.24272238609916,-227.24272238609916,0.0,0.11456600806416843,0.11456600806416843,0.0
48,2,-226.80889305370124,-226.80889305370124,0.0,0.2451204536505792,0.2451204536505792,0.0
48,3,-227.23261503814564,-227.23261503814564,0.0,0.05559016061952767,0.05559016061952767,0.0
48,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
49,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
49,1,-227.24389454380199,-227.24389454380199,0.0,0.10969352290324177,0.10969352290324177,0.0
49,2,-226.80932967457628,-226.80932967457628,0.0,0.24189252724446692,0.24189252724446692,0.0
49,3,-227.23301990340656,-227.23301990340656,0.0,0.05141171744596204,0.05141171744596204,0.0
49,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
50,0,-224.3901119772853,-224.3901119772853,0.0,1.15319853973375,1.15319853973375,0.0
50,1,-227.24575667548385,-227.24575667548385,0.0,0.10117762733063733,0.10117762733063733,0.0
50,2,-226.80974940858076,-226.80974940858076,0.0,0.23654681411422965,0.23654681411422965,0.0
50,3,-227.23348158208097,-227.23348158208097,0.0,0.044484687669651156,0.044484687669651156,0.0
50,4,-225.13940075212975,-225.13940075212975,0.0,1.0805300261113435,1.0805300261113435,0.0
