iteration_record_id,configuration_id,structure_hash,run_id,pathway_id,path_iteration,image_index,pw_block_index,frozen_endpoint_force_reused,energy_eV,path_energy_eV,energy_residual_eV,max_atomic_force_eV_A,neb_residual_eV_A,neb_iteration_complete,neb_source_file,reaction_coordinate_A,reaction_coordinate_normalized,scf_iterations,gradient_force_rms_eV_A,gradient_force_max_eV_A
adca1e3b05886f3f167adef09f8a9a1cc11db493003d100477e446b99f6bb18d,a63545b180a569788648b6acf373680f4acd9cb1c0d314f1922c92792dd43b8f,4cf127242f90d292319e86c0b7a491fe82999ade1d20ae1069c6bb74d007d9d9,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,3,3,2,False,-133596.31255613753,-133596.3125561321,5.4424162954092026e-09,0.4565451911232451,0.442927,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.21300546897368916,0.5117817690729691,34,7.64743636916049e-08,1.2824663628285826e-07
c7b8fed329e2835161208d3d99808cf74a28ef3327ee23eba4d142f31996ce19,88718cbb289a4f4042f66f9cc7ff15c75ce6213d3c58dd4bd0f0f93f451c48c9,2946361b2e87ab9dc69a68d8d4e66ec78a9fcdc5a8f7ff3a34eb7f7bd652c286,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,3,4,2,False,-133596.57698482423,-133596.5769848188,5.4424162954092026e-09,0.8696442902850535,1.449612,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.3061706191851171,0.7356268450744827,31,7.189675512168808e-08,1.2819521422180458e-07
133aac2fbd40a08b9ca8fb7a42fc338c7a78f81073e7dacc3d6ab6c0a32199b3,8fa8965bd4d5e95b4c7c5183ec096eddff7acda8f70a63541392b438402e56f9,3964c5f125dd97a12324dae72ba37fbf556e38c0bb69add29adeb1a2beba7b1b,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,3,5,0,True,-133596.32962311897,-133596.32962306184,5.713081918656826e-08,0.43780568272107695,0.437806,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.4162037060435405,1.0,30,6.099201161710495e-08,1.1945346274806756e-07
382e850e9ac4832b53256c2943c75fea614185f16e4004ae5965127f85bdde44,d971077bcfc1b30436b3bdf1b51f31ecf22690b192ba66b23ef069f02881225e,44c91d7b780b981d70e477a9477f082c2ef0c1806ae5c1275ea7da4781448ad3,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,4,1,0,True,-133597.1500230125,-133597.1500230125,0.0,0.3127942658103932,0.312794,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.0,0.0,31,6.833693910353517e-08,1.2654970801828647e-07
97d80e818fbf697c364e786ad86ee164114562a648b338bfc4472c7f11b67b4a,c6b54d7787a9e416a041653365b69c9bc6d56224c7da3772a594f3f05bcdea3a,69f3010b33bac613f429711d4f9b4772c83f0dd3b7dac6df5c437d9abafab628,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,4,2,3,False,-133596.67621930758,-133596.67621928582,2.176966518163681e-08,1.3552641973926103,1.898022,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.14488021918294033,0.3482344661366487,30,7.440980683568775e-08,1.281952142192025e-07
ba0eea866994e49109c49511d24d018e22b8dd59bb6a1ac8c45c6382766ad817,4e3540cc9c6a3aaa803c2284ee1c4fd8d788a9e8325d106f51ec80cf4174c7bf,751724f7a42aff2be1185c722f38fe43883151f5b0f3f8edb3fc360045e37b4e,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,4,3,3,False,-133596.38205878,-133596.38205880174,2.1740561351180077e-08,0.40660782697184716,2.280708,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.21299189885657094,0.5119478739612696,30,7.753623287366425e-08,1.2732103906940018e-07
2d955e3e3252f05a1a1bd2b31f503e9d14a05a0941440c8ef12dc579bbc4b5c5,969117cf367840ace28283860e1bbcb6c898ebc768dfa4377e1b5547264d952a,1a1022622b6d01a49071f9f254ee789c22a064a1282d1348a991e9e942fe4012,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,4,4,3,False,-133596.65365208863,-133596.65365212128,3.2654497772455215e-08,0.8473678979831024,1.757692,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.30619424836717307,0.7359692801100506,23,7.366377066350434e-08,1.275781494336492e-07
e76da613584b422a435deb39591e6da533ad0f33c361351973ab92b4fa981e7a,dd1220ac691b157c57a0fd8fc098a40760d1cd12f7cfb9278030af995275dfd1,3964c5f125dd97a12324dae72ba37fbf556e38c0bb69add29adeb1a2beba7b1b,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,4,5,0,True,-133596.32962311897,-133596.32962306184,5.713081918656826e-08,0.43780568272107695,1.512456,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.4160421591528758,1.0,30,6.099201161710495e-08,1.1945346274806756e-07
69f48beee3c23265784466ea8f892e2939c26ba4436784fc6379f7375b9fa563,cee4ec9dff87d3b1f571ec6e5c5ffc74a0e88a98cb811a498f033bce2087725c,44c91d7b780b981d70e477a9477f082c2ef0c1806ae5c1275ea7da4781448ad3,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,5,1,0,True,-133597.1500230125,-133597.1500230125,0.0,0.3127942658103932,0.312794,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.0,0.0,31,6.833693910353517e-08,1.2654970801828647e-07
36175a9fa28b4226fce86d4ba8f63d166c0b97d0bb0b84bbfb17dad1f87504b4,c04bae2224a7751560679399e6b49ea1d5e92747f5c7f109c060c8cdbe1604d8,eb39042bd9f7322138babec3bf6b531fdc06f51f6a3516c7e4fc8a2b628bab9f,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,5,2,4,False,-133596.68124674726,-133596.68124680713,5.986657924950123e-08,1.3546277085709915,1.803642,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.14507235760071147,0.3485507032379858,17,7.319041554832553e-08,1.2850374664363784e-07
8cf60f277c1fe84e75748e106b6a95342625d79d6aa13616d9eca6f056f8e88b,f9bd19138a124647e0ac9f47f1f1789028a3ce80cf453f53b64ea4eb76248784,f22785d00e8ac0ccd185cf0467aab49d776204dc34ecba0e59e460f5ffaf5db9,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,5,3,4,False,-133596.3802792914,-133596.38027924238,4.901085048913956e-08,0.40570088850780683,2.266497,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.21318523844061477,0.5121986435413769,16,7.827833642637775e-08,1.2809237008321733e-07
e04eed6582048001851b85b9986f3dad69bd1ae9a6570e7310909c51774c0259,86a94665d000c21237f72f29e16220eb3524578dbbee3aa873f707354a26f384,6c0156e3269bc9671835ca3f5dbc512cc97b0045145e873e832b6fc88a45a839,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,5,4,4,False,-133596.65208321615,-133596.65208327875,6.26023393124342e-08,0.8465521795503859,1.742575,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.30634709720425635,0.73602923349014,14,7.641962368168279e-08,1.277324156111724e-07
c63c4f852e6fabe9ec89b8410e5c84ff0b4e0171b0c1f5823597dcbb4abe5049,5c3de48d62bb468163a8f3ed90e622160ad7c8fc447412a5fd474ffccfb0a6ff,3964c5f125dd97a12324dae72ba37fbf556e38c0bb69add29adeb1a2beba7b1b,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,5,5,0,True,-133596.32962311897,-133596.32962306184,5.713081918656826e-08,0.43780568272107695,1.50468,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.4162159371735881,1.0,30,6.099201161710495e-08,1.1945346274806756e-07
a2fdb424e2058db322c7bfc744d340a8a90ec3b243da7fa0b209a64d8496b412,57392fa09a09ddf9333f2d935525e132215be1fd768670d9891a5972fdac766a,44c91d7b780b981d70e477a9477f082c2ef0c1806ae5c1275ea7da4781448ad3,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,6,1,0,True,-133597.1500230125,-133597.1500230125,0.0,0.3127942658103932,0.312794,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.0,0.0,31,6.833693910353517e-08,1.2654970801828647e-07
58cd38b3b2360aea1f080adb2733dca32886ac64855a9252423fb94742a6538f,1a7b2ada76996a8a843a93b003b0d9006f97ff04e8d15ee44ca59316bb961de9,b96435597793f23b48b82fb807b2829d2b3a91c38f6de6ffb642e0bb5a6de3c6,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,6,2,5,False,-133596.6812523256,-133596.6812523147,1.0884832590818405e-08,1.3537850091350627,1.812779,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.14494039295347602,0.34808492316862555,14,7.745214875826873e-08,1.2660113016260688e-07
ab1e16ad03f48d14ad8bffdd30a93b00f0d5b9d47cec440e95e362e9dcb3ee0d,7a4d7a49c6e3fab72ae979f0ac6b172c1034b93e2357415be22ade1925643f3f,9818e4da7a36b3b7d00a6c9a9557802868678a8c98ffd528336e1bacd8ff3a7f,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,6,3,5,False,-133596.38218027883,-133596.38218024347,3.536115400493145e-08,0.4055174778301019,2.251572,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.21352763682617082,0.5128021909177067,14,7.600452505853095e-08,1.2742388320885478e-07
1d9d8745bfac2108d159d333e32168ee272649edc54accee22c259efbef7ffa5,0f5b3a388359c0ad636063dfc14bfa3d14f14e7740b6f467f17129bc75a6df2b,195793156e1ae264ab27763621f19b0296decf4b296163db3c2f095918a5a8db,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,6,4,5,False,-133596.65443713713,-133596.65443719426,5.713081918656826e-08,0.8471038967108558,1.705765,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.30664456615865504,0.7364292870771613,11,7.443249342097237e-08,1.278352597462902e-07
4e5f7979a347e256f4124dca421011a07285e74ac085fb6cb8c8b52a87d60825,b0ee97e8f429b1787ee042f14f8144ee63f79723cc02c3f20c31033eb0b700fb,3964c5f125dd97a12324dae72ba37fbf556e38c0bb69add29adeb1a2beba7b1b,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,6,5,0,True,-133596.32962311897,-133596.32962306184,5.713081918656826e-08,0.43780568272107695,1.508062,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.41639376860704014,1.0,30,6.099201161710495e-08,1.1945346274806756e-07
67d35b429f88b7a4213694f195ec9bcc5b99487a319da36db106ea18e0828f26,c965002d8cbec32d99294956cfbcf7e2fa9fc3e661ba63f59caae6c956a6fac4,44c91d7b780b981d70e477a9477f082c2ef0c1806ae5c1275ea7da4781448ad3,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,7,1,0,True,-133597.1500230125,-133597.1500230125,0.0,0.3127942658103932,0.312794,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.0,0.0,31,6.833693910353517e-08,1.2654970801828647e-07
b35e74f70107b173a8b5f28d508c7c53f92e9c68afb00c5e58581aee8d61f0de,0ce8ec6c71a2a6669e867afc9470cd8449402436fcf6f975528a702977e82fab,ad94d587b89958dc54f757a49e4da4ec43796783ed2df8241b35c0f310603dab,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,7,2,6,False,-133596.68543308295,-133596.68543314282,5.986657924950123e-08,1.3522806346084797,1.752011,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.14481038313875835,0.3476207643635929,14,7.782374230572629e-08,1.275781494336492e-07
c7c0276f55225e0be5d773b4f770117859e82d87f094194a8fcc86d216a91312,b892b8ed5f0eca1dfcc1f22598821d88aef5c7269d90e45c06e01a4738604e64,08505ca7ed049f043d714ecb496baf7fbd87c774adfbea8d646745983c8683fc,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,7,3,6,False,-133596.3842094319,-133596.38420947272,4.080357030034065e-08,0.40627399388063545,2.213383,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.2138680420050666,0.5133953147786948,14,7.827022709573673e-08,1.281952142079268e-07
ee96b4d79dd4adb6dedec2409f67693d15e95f000c36901d9ce4837a4f1e99e1,3388cd2d69a4e88f4168505663e9214b0d2b5822f2ad076ae5baa192873a0551,c935f5bb28564c7363d14a43cf30ddbccb01ec170d1979b895f978effb48f050,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,7,4,6,False,-133596.65738508262,-133596.65738513708,5.445326678454876e-08,0.840838403740602,1.740043,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.3069447276363815,0.736828109460167,16,7.18162333258061e-08,1.2721819493688447e-07
3e82f9da5461c8bfe77b8cdb8c48617fd313e5bc89ab585d1aba0463762f44bb,dca58586648d22f897e189af62b6de1be1744836c8b59ceb6c3d371a08079413,3964c5f125dd97a12324dae72ba37fbf556e38c0bb69add29adeb1a2beba7b1b,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,7,5,0,True,-133596.32962311897,-133596.32962306184,5.713081918656826e-08,0.43780568272107695,1.507258,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.41657575721597107,1.0,30,6.099201161710495e-08,1.1945346274806756e-07
dbb51615608d0e544c79b35970a73c559b5be4c92c816ccae925ff73b0c88ceb,f9b8e3780e93bdcee621d5ab2e2006b7fa677fa487645b74a41dfdd54478b3f9,44c91d7b780b981d70e477a9477f082c2ef0c1806ae5c1275ea7da4781448ad3,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,8,1,0,True,-133597.1500230125,-133597.1500230125,0.0,0.3127942658103932,0.312794,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.0,0.0,31,6.833693910353517e-08,1.2654970801828647e-07
0ee4c1b6aecfb2eb92f140e2c3a45f794100d1c63f84d89d15faa3d65deaccc0,d9bca44f7b15fa7099c2d1b88667c07b61b94a866909d66d525ae1682a789aca,9fa91cf8062e2b056678be0ff2b060470de7554b0a6a9f454c1dbd4dbe2b26dc,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,8,2,7,False,-133596.68958091456,-133596.68958097717,6.26023393124342e-08,1.3505222154567804,1.691955,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.1445563840889936,0.3467083915786277,14,7.737652028778447e-08,1.2855516869081374e-07
584dea8c735da7c180dacb580df5da9b56a0f0db39f4c6fab6c73312e3c4ec2a,1760769baf31f09b8287c0d1501b2b7a20689228a9abce638face200a9895ee0,42cd5a0be514073a48457f708a10e2e6068ab4df12e66c30a90bf3cb7d863f2e,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,8,3,7,False,-133596.38623082972,-133596.38623080796,2.176966518163681e-08,0.4052903205344707,2.175493,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.21454139349012022,0.514562548951171,15,7.333328958690374e-08,1.276809935141232e-07
ab59de615bc1e4f8d6128c9100bd1e6d1e38984c2b19dfe235c45dfe443559cc,863420a891dff7f78b1e0bd0daa17c0c23c09f18cff273e9364b697bb44a81bb,f317d4b50ef15bc03eada67738b1cd5e33f76b3a5b329bda8691c61a9a23b5e8,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,8,4,7,False,-133596.66037656637,-133596.6603765147,5.168840289115906e-08,0.837143925795382,1.732374,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.30754112431616487,0.7376159083385568,12,7.663371271199015e-08,1.281437921512099e-07
3b2efe48a8721904f9693cf42588e799e0d3969b6329469ea4c3181a1509808b,8fd4c9f0e6ef7ac8c3c0a4f6c655ff79d8274b237b42d4563f6ab9564832e62b,3964c5f125dd97a12324dae72ba37fbf556e38c0bb69add29adeb1a2beba7b1b,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,8,5,0,True,-133596.32962311897,-133596.32962306184,5.713081918656826e-08,0.43780568272107695,1.506663,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.41693938652826235,1.0,30,6.099201161710495e-08,1.1945346274806756e-07
7ac954112dd447641b9f887b82e14573e5581d4fa30af52f163faceac73fccc7,bef9d5d1cccd5b9b6667af7ef554750e92111721b51b415d094de984fca334f7,44c91d7b780b981d70e477a9477f082c2ef0c1806ae5c1275ea7da4781448ad3,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,9,1,0,True,-133597.1500230125,-133597.1500230125,0.0,0.3127942658103932,0.312794,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.0,0.0,31,6.833693910353517e-08,1.2654970801828647e-07
c3d07114fd412fcd67499a1aceac4232f47cab7a4e860fdde0ac59849319ee54,7ae898d3496eb42b63f70c13ca1361b4112081587a0c4ed2871614e6c0a40377,3815add88226e5939fb6325979b80d3bb725d3cb23758a44d50c6fbf24e81b8b,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,9,2,8,False,-133596.6977251464,-133596.6977251464,0.0,1.3463629493170726,1.574295,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.14393073727817685,0.344483232177911,18,7.14077263361098e-08,1.2845232455482858e-07
869dbe007372f5856d6876519fbfbf9f0ba92544194a1e2916f0979dd20fcc4a,443d06b5467c07f87273a3fcdb32409eaf976250f291441ee00e6af858bcf770,1d321af176d2dd6536976573670aa42da582dd739be1ff7b4e597f9d79f70741,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,9,3,8,False,-133596.39028831953,-133596.3902883413,2.176966518163681e-08,0.40489871706089503,2.10134,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.21614711903390194,0.5173256220235585,19,7.159176427934047e-08,1.278866818138491e-07
606254d9fb24b8b7af916ffd9799dedddbb5b5b2e7fe0b2c8891270792312055,1cc0b61f60d7561955985575d0c3192db4588a30bc5d891043aa48624aa686f1,491b37c1844288c38c7cf366f65ade00d9b34f4e9d5af3d9caeb892d36577146,mb_qe16_direct_r3_s42_30812496,Sb2Te3Cr_1-6_qe_r3,9,4,8,False,-133596.66626769546,-133596.66626773085,3.5390257835388184e-08,0.8286421584018123,1.719835,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe16_direct_pf_s42_30791500/neb.out,0.30897444436008364,0.7394981590890101,17,7.456481170868245e-08,1.2798952594983426e-07
