r_A,g_r_FT - 600K,g_r_FT - Multi-T,g_r_Foundation,g_r_Scratch
2.975,6.529257955112099,6.541603052961403,5.346520424287246,6.794536104625939
3.0250000000000004,6.29397951604015,6.299949700134269,5.480815566654097,6.633745180413163
3.075,5.716343498147679,5.731858788979863,5.365967547151531,6.080633860471992
3.125,4.979239400983623,4.991301907198058,5.067336487432817,5.301920183166299
3.1750000000000003,4.134221398105404,4.140577899977845,4.548206929467338,4.370507137335299
3.225,3.3371771446941096,3.36431587258488,4.012537519898454,3.512221939589577
3.2750000000000004,2.6551221454912675,2.6715274435250604,3.4422156618939694,2.756429636001373
3.325,2.0916268722553935,2.0901238451932587,2.891896130489159,2.1434504217813375
3.375,1.6550644531247412,1.6512875009194699,2.3742441143062574,1.6697326167155835
3.4250000000000003,1.3318680995642422,1.3358557576537493,1.916753726351966,1.3438310738327635
3.475,1.1186976678509934,1.1214026818844516,1.5338277831947542,1.1080189887572376
3.5250000000000004,0.9765105605412492,0.9808888744699493,1.2181971532665226,0.9665540181971132
3.575,0.9044329915310089,0.900968856975707,0.9871803907286038,0.8780913205423642
3.625,0.8795599101183021,0.8762080013708178,0.8415369659284926,0.8438148780747158
3.6750000000000003,0.9019785247990573,0.8981694369261858,0.7753263530260825,0.8290328065964576
3.725,0.9588770312154224,0.9627814072845625,0.7752155090219038,0.8586182314400047
3.7750000000000004,1.0710224806121589,1.0727475917649547,0.8583146781472916,0.9292199411774832
3.825,1.2414030995987964,1.2342851409815956,1.0042933961536822,1.0724624358941524
3.875,1.4586056589696572,1.4604930121490864,1.2359813608451071,1.2779275957646286
3.9250000000000003,1.757110871067506,1.746457594988497,1.5167546408632906,1.5717128383332961
3.975,2.1160863104186514,2.1096322803064043,1.8733830843002806,1.9515517615079898
4.025,2.5272357345939898,2.520898905243878,2.279986984984416,2.4158143227394735
4.075,2.964059772329014,2.951044088743627,2.696796177948512,2.915602224699375
4.125,3.3976717350288106,3.3907621866910675,3.103651390128372,3.4317311930498997
4.175000000000001,3.794650471692244,3.77158151671428,3.4556484890865473,3.89643333899949
4.225,4.073826557915863,4.069612065500665,3.707089206584807,4.2659462030819375
4.275,4.263737373990943,4.27312246001743,3.8943872200036136,4.493382395375625
4.325,4.252579960270465,4.244968248586297,3.8884955447970717,4.502020193846908
4.375,4.13750028301704,4.1365488874761205,3.803096642828037,4.37194198296604
4.425000000000001,3.884900001042555,3.889962778627185,3.592072665613755,4.076146278986863
4.475,3.5585486098670054,3.5479262633235917,3.3187472895319314,3.6795603822599237
4.525,3.1686298042306746,3.1681684461103914,3.005820414554864,3.235309948940508
4.575,2.794514328769211,2.7854877508608857,2.6941507453632134,2.797320180697341
4.625,2.454882170156523,2.447720425554417,2.3937625860224987,2.4076550935678926
4.675000000000001,2.1505751351765654,2.1433939143882106,2.120178626299388,2.0775808119058112
4.725,1.9178605542488882,1.9085619352789944,1.896790821681689,1.8390109163062627
4.775,1.757231313779578,1.7525790277905189,1.7250995917714504,1.6940760323057813
4.825000000000001,1.6634057154150732,1.6619586294902098,1.6065098167881873,1.6370208413053204
4.875,1.6283293405140333,1.6301252286082557,1.53756755074949,1.6509240072568105
4.925000000000001,1.6420947700181252,1.6475284409472735,1.5276404511029413,1.716256401309306
4.975,1.6991027367338427,1.697157594153731,1.5610481964498781,1.8106656306725961
5.025,1.7732071224347166,1.765305668226206,1.632107794115712,1.926918127237128
5.075000000000001,1.8540361258579663,1.8483930479291872,1.719287202379297,2.037226255487987
5.125,1.9264964692663293,1.9193813422556851,1.8222611585226953,2.126616999554139
5.175000000000001,1.9813019533733116,1.9842428694391678,1.9217951517055085,2.2031286224100666
5.225,2.017849904927071,2.0104167018625656,2.0085782035162687,2.2187506652627493
5.275,1.997088156518833,1.9964214419886355,2.046441392846221,2.191781070156107
5.325000000000001,1.9595916482214562,1.9573318669015993,2.0634011051938543,2.1242466203407666
5.375,1.8664883344800185,1.8650976935363253,2.018225777052908,1.997957086811261
5.425000000000001,1.7501484350373462,1.750643437920239,1.9359756110432649,1.8515969555601812
5.475,1.6132148776094655,1.61761168616411,1.8277244597365854,1.6686192216762832
5.525,1.4670777623635838,1.47031781790797,1.6894447504731203,1.4772416189964912
5.575000000000001,1.3138488626668166,1.320367059974271,1.5414438059549644,1.291123057897119
5.625,1.1736141572926464,1.1784054909473336,1.3831882424198096,1.1046542042190677
5.675000000000001,1.0555184727900853,1.0614520446733786,1.2337977466414876,0.9492654815791854
5.725,0.9675689652019274,0.9774899892426325,1.0954414850741465,0.838366465558063
5.775,0.9326122497077597,0.9409732714136438,0.9789800872252484,0.7806498270378357
5.825000000000001,0.9509919264019648,0.9547152292544232,0.8771766087702538,0.787136411951749
5.875,1.013630602162364,1.0232031718707446,0.8170483370108608,0.8514014307834783
5.925000000000001,1.1163469255994731,1.1266858427109225,0.7925627763613246,0.966476395241689
5.975,1.2310709605273216,1.2343546240545142,0.8111382157419896,1.0950507779533325
6.025,1.3293043145692405,1.3424507497235625,0.8759733424506835,1.2218220957461277
6.075000000000001,1.4111945761670943,1.4180840784423705,0.9721322089185053,1.3195093019307642
6.125,1.4688837245688215,1.470057800060964,1.0945235346362168,1.3837071263326586
6.175000000000001,1.483971683335663,1.48504324648108,1.2001029651780388,1.4010792596271011
6.225,1.4973182009774841,1.4986163985761898,1.2965205153822417,1.4153349666501869
6.275,1.5227157759892767,1.5207733742583391,1.3826287225817089,1.4345619545753903
6.325000000000001,1.5609272029918644,1.5586910643322263,1.4419111410487413,1.4729638808323906
6.375,1.637367591659622,1.6302122929316425,1.5038729616144837,1.5559148075096085
6.425000000000001,1.7487837350939848,1.7409425704732817,1.5744501626144918,1.682191734712887
6.475,1.895344730805451,1.8855203252671124,1.6713461127920577,1.860830364401904
6.525,2.070105993804764,2.0628775817930904,1.786479038913274,2.068673142903042
6.575000000000001,2.258213176288786,2.248827506652553,1.9240938681445314,2.298646588427147
6.625,2.455713798126729,2.445188254643224,2.089469486858862,2.539264675445902
6.675000000000001,2.633951081980953,2.6258433081386814,2.2474626477939594,2.749406394559083
6.725,2.790917209902135,2.786148269658508,2.4017943353425535,2.930429473905288
6.775,2.8914888110813264,2.8881984044827673,2.501822347657413,3.057010892528351
6.825000000000001,2.9684515298696463,2.9632129120818735,2.5907872588878957,3.1261207310017283
6.875,2.977944164550314,2.9741106695422532,2.627148067647462,3.1299547630860416
6.925000000000001,2.969263029513826,2.9641461352269465,2.6319324856495867,3.0992786616213497
6.975,2.929788525737479,2.930403794077741,2.6318161740295505,3.0417650242418364
7.025,2.8960291669722125,2.898307732544091,2.6340494759771502,2.9923769745596336
7.075000000000001,2.8415843389036115,2.8430145330648866,2.6278146500857376,2.92080663614868
7.125,2.8124513359690253,2.809097366539414,2.6403765621310815,2.8920206735534855
7.175000000000001,2.7878177990063944,2.7874972300708802,2.66948806703732,2.884494757496682
7.225,2.787250954023706,2.785968922019546,2.711898868881243,2.907698732945149
7.275,2.7935564386738365,2.792795176044971,2.7594738075865726,2.949473347270657
7.325000000000001,2.801706661827972,2.8029836253075464,2.803034534150586,2.999294487673315
7.375,2.8049582750787763,2.80519891686064,2.8112400718540473,3.035951367758794
7.425000000000001,2.803578573870787,2.79983779082608,2.8088780165174545,3.061108364661037
7.475,2.750876201158282,2.754316565987554,2.7561701669316854,3.030340152733963
7.525,2.667633551144167,2.6607977272303374,2.650715841681449,2.939428402290189
7.575000000000001,2.564418155437726,2.5590190713653933,2.5288599702192425,2.816215409900024
7.625,2.433953873196355,2.423637473432696,2.380944805036938,2.650921267466787
7.675000000000001,2.274855471402492,2.2708114848412078,2.215638987823787,2.4466099374283936
7.725,2.101738642354583,2.093762657953311,2.050331496598511,2.2187540768250904
7.775,1.930012580101207,1.922357251759912,1.9040247549426,1.9828655995790314
7.825000000000001,1.7534303292894275,1.7440323254849077,1.7592910701904663,1.7511161452038606
7.875,1.5889333275455204,1.583422060552114,1.6495554292192447,1.5304933425734812
7.925000000000001,1.4429812628816094,1.438604874695825,1.5615007411949304,1.3371977084480784
7.975,1.3235698184003688,1.3154615162804104,1.5073729124288484,1.174277562240659
8.025,1.2189033665599103,1.216796760074308,1.4649981258888787,1.0481710404235105
8.075,1.1463665485932852,1.1419609844150462,1.4440423513211873,0.957916969946864
8.125,1.0964129562325047,1.0974387675119244,1.4401631779923854,0.9079515975985158
8.175,1.0765519528660343,1.0771446065180692,1.4391401820254004,0.8944829606665929
8.225000000000001,1.0780640024537782,1.0843157457306736,1.4442115804436666,0.9136764654977141
8.275,1.102574389269776,1.107680408547263,1.4464145917158973,0.9585620408717958
8.325,1.1421523043886883,1.1494896997994646,1.4463684693518668,1.022346497585248
8.375,1.195666981868714,1.202472419188838,1.4394408621833463,1.0980769457917217
8.425,1.254480926597412,1.260120286251335,1.425148121219132,1.1745405582305297
8.475000000000001,1.3135280605013164,1.3169444437710232,1.401583913143988,1.2466693131456887
8.525,1.3733330515472504,1.3796082549973918,1.3751011335774999,1.3161765503444018
8.575,1.4292633976527567,1.4381418675980842,1.3452770344670049,1.3780512190246
8.625,1.4744357494035747,1.4769479377053796,1.3035289171077669,1.4178977430059516
8.675,1.5230299651186152,1.5248387605665799,1.285297378114892,1.4580282691708568
8.725000000000001,1.5754191827792017,1.5742829169021304,1.2765737816760543,1.5052173877030415
8.775,1.629800224596603,1.626007427189381,1.2860243785437169,1.5597073774228394
8.825,1.685779819893282,1.6825501354677055,1.314487406792381,1.624081156199426
8.875,1.745614359881613,1.7454005034895668,1.367756124697274,1.6969201263980795
8.925,1.810397168954232,1.8044560906142546,1.4362221111664533,1.7796301559925356
8.975000000000001,1.873349425108935,1.8717697414241472,1.5095629672342386,1.8683404996504618
9.025,1.9315435395367162,1.928114461403041,1.584000741585078,1.9489823720991726
9.075,1.98187447336983,1.9828321904015949,1.6600580569168208,2.02533658438278
9.125,2.017554201099292,2.0135724694973187,1.7176326260546912,2.0793851757011628
9.175,2.0237519793817653,2.0232111689139347,1.7480048900703675,2.1017882258374105
9.225000000000001,2.024913298527085,2.0276055044097836,1.7642053234928874,2.1142067997512535
9.275,2.026035214570202,2.027617557412044,1.7764629682018545,2.1178547593583916
9.325,2.0035746725825745,2.009494733156625,1.7638796266117946,2.105376678182505
9.375,1.9901542459116814,1.9967429771643972,1.753282364619326,2.0965568168318645
9.425,1.979577763925481,1.9866361806991348,1.7344422421938928,2.095060842353461
9.475000000000001,1.9765624906856858,1.9793642516493848,1.722057370675037,2.0991452377906548
9.525,1.97763857584464,1.9824921984506143,1.7092466687794647,2.106876156839075
9.575000000000001,1.9842763696573205,1.98892798047115,1.7107015689460274,2.1211978436633254
9.625,1.9935889109292328,1.9961995972986213,1.717334064949457,2.136824065015936
9.675,1.993271473578779,1.9960814019011612,1.7246406237090868,2.1348913746697096
9.725000000000001,1.9930681569028244,1.9923436967303565,1.7442389526821853,2.1315591886433034
9.775,1.9915997477081582,1.9862646205616465,1.7669812465859638,2.1163338054282788
9.825000000000001,1.9745451613345704,1.9727518266853394,1.788046611162707,2.0896381013639456
9.875,1.960136134607762,1.954571210040982,1.8212009300136136,2.062474490477928
9.925,1.9359106570344207,1.9318228155999582,1.847008771411672,2.030117031075942
9.975000000000001,1.9137961224518263,1.9090536945982404,1.873284167003092,2.0003551535575683
