time_ps,vacf_FT - 600K,vacf_FT - Multi-T,vacf_Foundation,vacf_Scratch
6.6,0.0003634202290636092,-0.0014427255923323227,0.0003221633871457858,-0.0004326177319927638
6.8,-0.000606740478224583,-0.0005011429842258231,0.001308845324870771,0.0004708438389040448
7.0,-0.00024815467973044207,-5.582570124055963e-06,-0.0006758461577209342,-0.00018254378744822562
7.2,0.0002683509770539679,-0.00039196027186992935,-0.0018144202522457815,0.0001246002063032308
7.4,-0.0006043154321111649,-0.0005642222200885997,0.0008119683701268915,-0.0007446160784191908
7.6,-0.00024146763417893973,-2.1037520318834143e-05,3.8440326189606804e-05,-0.0004964139664436501
7.8,-0.00043593615903199406,0.00026067926570711065,-8.132864195753977e-05,-7.194696687442103e-05
8.0,-0.000804864781373394,-0.001258571802027433,-0.0005090366636422882,0.0006469136754643874
8.2,-0.000416615552599153,0.00028421089414020206,0.0001155161279599564,-0.0006171875964307447
8.4,3.176363213552214e-07,0.00023709933418920195,-0.0011736518021089328,-0.0008254160096961902
8.6,0.00017315847781059087,2.6755729492271762e-06,0.000867205453799896,-0.00033459751075413875
8.8,3.3756479286630296e-06,0.0004503487657061607,-0.0012417154587296881,0.0009155866329729837
9.0,-0.0003604197421356982,-0.0007867037875919197,0.00034156278962930916,-0.0014865649423874607
9.2,-0.0007300834903123452,-0.0009541034251245059,6.280353278169085e-05,0.000859734577165797
9.4,-0.0003714748105205005,0.00021327465573455157,0.00012775619749148663,0.0003006258046455398
9.6,-0.0006356558370247189,-2.9467056273945825e-05,-0.001009199571201059,-0.0014347735846925497
9.8,-0.0003573040427145094,-0.00024221747819533668,0.00020467831414300213,-0.0010612219140517856
10.0,0.0004865386114585122,0.00037063111825239964,-0.0004977461164891536,0.00032487694546347534
10.2,-0.0005369254086372298,-0.000788558031182132,-0.0008149239979569452,0.0006238852225175872
10.4,-0.0001584116877938536,-0.0008161646174794498,-0.00028648762546413506,-0.001129343006061398
10.6,-0.0008025551287901204,0.0003999462351916745,-0.0004093465972780724,9.373186426856008e-05
10.8,9.000937471510543e-06,0.00030077712583954013,0.000333574885588258,0.0007043169795550664
11.0,3.8256039752064475e-05,-0.0003033122419563011,-0.0013244019923450796,-0.0011356934939472788
11.2,-0.0012066781764848158,8.261790343657566e-06,0.0006662095790761269,0.0007303594065899911
11.4,0.0001659043094710056,-0.0003192069775309922,-4.122222864208287e-05,-0.0012526935118238683
11.6,0.0002664670377408233,-0.0007488988002025402,4.239075845664273e-05,0.00012019506371621981
11.8,0.000580383100748892,-0.000989959154777875,-0.0007938498431399707,-0.00047724476222959925
12.0,-0.0001604599033193622,9.891486319904433e-05,0.00027492100931627433,-0.001343752838728664
12.2,-0.0010882774115373584,-0.00016715661168745322,-0.0008832234658518145,0.0013213855294604848
12.4,-0.0003410797382847246,-0.0006688112382086256,0.0003816932829694771,0.0006477772011714071
12.6,-0.0016793677741863183,0.0005303169396909283,-0.00040910243750491945,-0.001250054893058597
12.8,9.991100924304785e-07,-0.00033467893068207826,0.0003330406678219294,-0.00030214175639745267
13.0,0.0010045468739953475,-0.00010875388195552304,-0.0011588603926361912,-0.0009325397363886141
13.2,-0.0006768623947127593,0.0007494941060193742,-0.00016319725357189017,0.00022917147379170443
13.4,-0.0006068169651316664,-0.00022926345913307876,0.00024832328265044266,-0.00010981883547111922
13.6,0.0008675960035673963,-0.0001463146856304277,-0.0005856450894538431,-0.0006202473325775657
13.8,-0.00022420825375234926,-0.0009448171341760389,-0.00036207270755780197,-0.0014982446517775878
14.0,-0.0002148436536313042,-0.0007382283157212074,0.00023822383406929052,0.001334108705204974
14.2,-0.0011357399497749496,0.0005037591475744084,0.00040901100808324466,0.0005948516098568593
14.4,-0.0014259693330232494,0.0009169283394656616,-0.000601114000354433,-0.0006016858023600282
14.6,0.0013266785297335595,-0.0011035700034511028,-0.00047592665120103645,-0.00019927907192432738
14.8,8.510352588198993e-05,6.700783068100192e-05,0.0005977745834183358,-0.0014088896781615904
15.0,-0.0005323511755469025,-0.00025426309260398835,-0.0007757472905198468,-0.00042680558215002024
15.2,-0.0006922760754519202,-0.0010938501097004013,-0.0005286265387392846,0.001290609858131366
15.4,6.6303270176793026e-06,-0.0003768550309557793,0.0003675980952701946,-0.0012077287861089728
15.6,-0.0003461762560571841,0.0005864945984810477,-0.0003699751126995962,-0.0001605145740510107
15.8,0.0006990590439517377,-0.0008145781958309089,-0.000707500472529796,-0.00031840871396511175
16.0,-0.0005212443686995765,-7.011050322481958e-05,-0.0006737745918844271,0.0002579252176720837
16.2,-0.0007002677869921603,4.1292179611506e-05,-0.0014950083597793878,-0.00025170650305838947
16.4,-0.0005257572469726399,-1.938495932384445e-05,0.0013500188458212745,-0.0008085708165734997
16.6,-0.0003240394318482637,-0.0004924168183397035,-0.001079750756508737,0.0003394411673083399
16.8,-0.0012050021231847635,-0.00042234579777683566,0.000958285935284955,-0.0007929520298470389
17.0,0.0006874996994851263,-0.001603793222963076,-0.0011458077608485957,-0.0005770174692637786
17.2,-0.0003075865870868193,0.00018944261978534607,-0.0007672206408790495,-0.0003801497123839203
17.4,-0.00012354910274536238,-0.00018266753967503412,-0.00024317638041115205,0.0001765432122565856
17.6,-8.336181976657375e-05,5.383237416771457e-05,0.0003537999153092303,-4.475235426192482e-05
17.8,-0.00015745499608018062,0.0002486248693602596,-0.0002731003196670548,7.638973972857343e-05
18.0,-0.00108691657871865,-0.0007297456840821716,3.631816813194517e-06,0.0005469455661891828
18.2,-0.000813675167406834,0.00023108525830103246,-0.0002907773887350663,-0.0018719269166016753
18.4,0.0007058299813473471,-0.0006534003446608781,0.0005414330679562552,-0.0005954714223706983
18.6,-0.0009771591659448846,-0.0002976281731692847,0.0002650850701199486,0.0003042012732306649
18.8,-0.000773265229344272,0.00013395364046808498,-0.0005122776180526274,-3.4823573681781097e-06
19.0,0.000793091444851374,-0.00018748716042600545,-0.0008547743128767886,0.00030372619124971386
19.2,-0.0006925817957261533,-0.0003503692838598081,0.00027578052358576436,-0.0005908671077364068
19.4,-0.00027167068938608224,0.00035186125840037263,-0.001180732457122583,-0.0006531635479777668
19.6,-0.0013920574237287371,-0.000730757426782473,-0.0009297881955898712,9.879539695350476e-06
19.8,-2.9432639230715844e-06,-0.000594428494414989,0.00017755743884858893,-0.0005629296516068104
20.0,0.00012213069690224105,0.0001978777730621416,0.0008249233483528716,-6.754400197255104e-05
20.2,-0.0004608006116206412,-0.0005243097928809362,-0.0010943902529420514,-4.177387234334702e-05
20.4,8.798197910685943e-05,-0.0005938451069981306,-0.000487571332900042,-0.000637214274982993
20.6,0.00026855822180726387,0.000365536891885551,0.0007104762603042343,-0.0002510058928143905
20.8,-0.00014907531404136635,-0.0008290435160987899,-0.00019548302665370806,-0.0005377669659601436
21.0,-0.00035290458730910914,-0.0004481289434424599,4.384908255140172e-05,0.00022629962522918178
21.2,-0.0006814764553590614,-7.282024641694993e-05,-0.0008216995069919294,-0.0013138733606136157
21.4,0.0001734425141627197,0.00035519036371780215,-0.0005659861115401453,-0.0006325857988989215
21.6,-0.00024690355656918763,-0.0006306011469133662,-0.000682328449826727,0.0014922204682772154
21.8,-0.0001878570844688389,-0.0001275219359779446,0.0005433868836744866,-0.00031906056573896313
22.0,-0.00038839549322751236,-0.0003430954586143404,-0.00026768594809259834,-0.0005271584215255741
22.2,0.00011695242558722527,-0.0006564500361509186,-0.0004236124659714152,-0.0003049305441757834
22.4,-0.0004801383358761382,-0.0006887026022854504,-0.0002384724451489969,-0.0005165366494375287
22.6,-0.0007508713850532853,0.0004847222573209354,0.0008307610758970105,-0.00044388212020107006
22.8,0.00031384954150096743,-0.00036055516988931895,-0.00047863614000159897,0.0005070642655670922
23.0,-0.0007872360337671812,-0.00036560710856604705,-0.0007873940079260959,-0.0017345102681960729
23.2,-0.0005876637740829586,-0.0003236430549789822,-0.0005607113725871799,-2.574187448534538e-05
23.4,0.00021940870086897173,-0.000553028784351906,0.0007125965628689499,0.0002956562661721761
23.6,-0.001282243604503656,4.412213174925971e-05,-0.00032030737490132,0.00037447600637689196
23.8,0.00018021336581518024,8.763802811820932e-05,0.0007828882105667755,-0.0008377419321805381
24.0,0.00045204885049245454,-0.0001538532094207606,-0.0016869038194344476,-0.0007015921404332641
24.2,-0.00023498451801860646,-0.00016832133881472685,0.0001757195711396122,-0.00019740138423910694
24.4,-0.0003120077072894766,0.000573030590617571,-0.0010800747257738161,0.00019485396751998824
24.6,-0.001081480934526071,-0.001011536072885597,0.0010507063072032379,-0.0007137428786713148
24.8,0.00031981571145668815,-0.0008538062001678444,-0.0008967556550404905,0.00044823472959462434
25.0,-0.0005969687630066515,0.0004641805340001671,-0.00043265360235823384,-0.0001146241633113881
25.2,1.7648019116407792e-05,-0.0006592431419890376,-4.462659563974678e-05,0.00020942523441101814
25.4,0.00017948192139636602,-0.00012085876605054235,-8.124346192889368e-05,-0.0003534210788142069
25.6,0.0004883674029742736,0.000530735602430436,-0.0012469654710435274,-0.001274160279051541
25.8,-0.0008196716578936291,-0.0011187508041826967,0.0003126729800330302,-0.0014137350401405699
26.0,0.00023991074521356943,-0.00012230033170308329,-0.0011427146358030705,0.0017820717251282618
26.2,-0.00021164363013876242,-0.0005073289668118447,-0.00039196087599628013,-0.0007892242974641008
26.4,-0.0006496038015096148,0.0004466102304470695,0.001427501472882144,0.000785526555211955
26.6,0.0006016935228781443,-0.00035005141236326326,7.734260573373828e-05,-0.0009707869794530257
26.8,-0.00025977050538689947,-0.0010552473369531933,0.0003619931065437649,4.6707747748766875e-05
27.0,-0.00019522652577383558,0.0004347353695686547,-0.0015355830548396583,-0.0009271507718445305
27.2,-0.0006885310998547791,-0.0004101076904029425,0.00045990533555091624,-4.0793575007474314e-05
27.4,-0.00041578359355658076,-0.00039358187154791435,-0.0002169242609579879,-0.00039066992379535045
27.6,-0.00036173387181472945,3.588990136385591e-05,-0.0004252053985283549,-0.0001512868863396185
27.8,-0.00023740962169596053,7.440138357193952e-07,-0.0009860250334546381,7.970773280398544e-05
28.0,-0.0006908434638218818,9.020720212018939e-05,-0.0004123330910711798,-0.00011582927728432838
28.2,-0.0008200413683230535,0.00026318457157190576,0.00040285539802618203,-0.00021767432728595884
28.4,-0.00026834268961127794,-0.00025801337445764525,-0.0004724734420387692,5.939302542062108e-05
28.6,0.0009320114753822282,-0.0010272847790392693,-0.001235887636357,-0.0008457555783002753
28.8,-0.00012610025320951407,-0.00063426568397648,0.0006758060783234224,0.0007882077526101062
29.0,-0.001322052517211958,0.00045751312318821977,-0.0007746677646983126,-0.0002562744073689253
29.2,4.541647355668047e-05,-0.0007325765480439587,0.0003982088140798011,-0.00048602141440039865
29.4,-0.00022779089425883906,0.00029580951131687335,-0.00037932123886524487,-0.000575323861309578
29.6,0.001015586854751778,-0.0005600069252548132,0.0004798919412099028,5.275863714500226e-05
29.8,4.32598765210807e-05,-0.0001928544528397185,-0.00037886212592028336,0.0005749437080556936
30.0,-0.0006904281916399986,-0.0001902183036840748,0.0005264705796777324,-0.00034159523204150053
30.2,-0.0010207067339497863,-0.0007475072470931937,-0.0009979132790317745,-0.0004545732432940446
30.4,-0.0006322698093298223,-0.0008199808331648166,2.1628096011040562e-05,-0.0007819223412672728
30.6,0.0004958909542512657,-0.0002660087637963745,0.0011259585769736898,-0.00011441955328350575
30.8,-0.00010953070421511873,-7.963257981240554e-05,-0.0010059716195750716,-0.0006987458909716067
31.0,0.00013991032290548589,-0.0010969731753352494,6.017834691157101e-05,0.00022269667981622367
31.2,-0.0002933677018135022,0.0004504497207397694,-0.0009644448128792105,-0.0001767735017867063
31.4,-0.0006285883989546563,0.0006254088302440567,-7.000351821458851e-05,0.0003434409573068138
31.6,-3.0385302668264236e-05,-0.0013560585350791707,-0.0007099786518466015,-0.00012454352692831884
31.8,-0.00018327815523705912,0.00017327441909140932,0.0008242823462488737,-0.00024636738583246363
32.0,0.00036976183752927307,-0.0007070547614151697,-0.0005258948618110313,7.638067953437774e-06
32.2,-0.0002711099407559613,0.0004879929448322613,-0.00018069887410986302,-0.00020753271954253183
32.4,-0.0006821495613610456,-0.00021508504400724753,-0.0010747145242909872,-0.0004884187173801029
32.6,-0.0003608670411193039,0.00015707050317309993,0.0011632054372349688,-5.977205830141188e-05
32.8,-2.6190386146939628e-05,-0.0014364374818143222,-0.0001015618065583036,-0.00010787120792330334
33.0,-0.0008472603987651116,0.0009111702138309268,0.0004073162502407464,-0.0006458795291920137
33.2,0.0005318345792784805,-0.0002514261202882641,-0.001089973890321403,0.00013954556929626915
33.4,1.4690284546457018e-05,-0.0006149550098988308,-1.2891898590282162e-05,6.128470469336287e-05
33.6,-0.0003054283683839616,-0.0004919671253993939,-0.000706138238424354,0.00010442005432632403
33.8,-0.0006530658355042426,-0.00020456620698906022,0.0003256633362225953,0.00021372170015794144
34.0,-7.061416019660967e-05,-0.0006194305532106927,-0.0011845006933762909,-0.0008698838533185825
34.2,-0.0006306355219865481,0.0001794112160519513,0.0002014784922689318,-0.0011464393499831971
34.4,-0.00016324828008816558,-0.00023731875683793402,-0.0001810789976098319,0.0007614452661456033
34.6,-9.802079810786548e-05,-0.0006410475753376418,-0.0006910879732622998,0.0002770439520858535
34.8,-0.0007280883556156016,0.0005921597993993554,0.00027202561226902315,0.00019664886718356606
35.0,0.0003761843750255437,-0.00028877085199996276,-0.00023422486030015015,-0.0002741960910709645
35.2,0.00019760424069298823,-0.0006225158029157602,0.0003406839502966004,-0.0004107859440855061
35.4,-0.00040909950220862924,-0.0002798770286649421,6.567910530725422e-05,-0.0002473013116609432
35.6,-0.0005259759979879625,-0.0007744360439563376,-0.0008514975878104383,6.179871106755203e-06
35.8,9.891918623044073e-05,-0.0006468646159843113,9.410934155243e-05,-0.0008225333246991434
36.0,-0.0001428174808731919,-0.00040248219354780047,-0.0005848817398844277,-0.00010119074265290528
36.2,-0.00010833401890855388,0.00028069465886500043,-0.0005872432930545056,-0.0008023792479107363
36.4,-0.0003775624245304821,0.0004666059321408532,6.5872268491949655e-06,-5.0092570374160655e-06
36.6,-0.00017479575210432107,-0.000867527483758371,0.00011208016245903517,0.00020945226800871803
36.8,-0.0014278820030919372,0.00011332677686140353,0.0007268766263607505,-0.0005484765130043139
37.0,0.00011868949971406127,-6.018989264259902e-05,-9.714665912063831e-05,-0.0007293003103014304
37.2,0.0004029267151821251,-0.0012713840503820232,-0.0007332346419160757,0.0002666628582899659
37.4,0.0003901710955163614,0.0002612997892971343,-0.000710691792825491,-0.00012652548418709013
37.6,-0.0007663157123021603,0.0007199851152871785,-0.0006775842408099237,-9.61958177868721e-05
37.8,0.0003164421867127133,-0.000987592363047874,0.0010693827071951996,0.00010485882712389016
38.0,0.0006781666025365325,-0.00015094765374970058,-0.0012477126131394862,-0.00032148614802212803
38.2,-0.0015041824378807334,0.00016361424711945508,-9.574953774194733e-05,-0.0006578318774321029
38.4,-0.00011067636157619015,0.0002176134603692186,-0.00020808685585748193,-0.0003287338639457147
38.6,-0.00015016256797881363,-0.001080455756963505,0.0003094702711356504,9.574787511289669e-05
38.8,0.000502638238433162,-0.0006732425708946547,-0.00015364753153792316,-7.340791035371308e-05
39.0,7.682994415186339e-05,0.0002472806163519556,-0.0005479827937466525,-7.626854368990066e-05
39.2,-0.0007084417420933868,0.00041143654319942695,-8.611185092244258e-05,-0.00044865002684652054
39.4,2.3876283905162884e-05,-0.00034197956121538256,-0.00022480534215372607,-0.0005815544566837088
39.6,0.00023576128430287122,-0.0005165096629897888,1.1645611192054013e-05,0.00037708507446377286
39.8,-0.001416843909890428,-7.111327423082125e-05,-0.00043526800514548657,-0.00014164653759880195
40.0,-0.00013212286669437155,-0.0007252350853714254,0.0003550935405256823,-0.00042632056288056784
40.2,-0.0003261560515134716,-0.0003164246180229259,-3.971308582579211e-05,0.00023576605194052812
40.4,0.00044382260929999394,-0.000770434904129319,0.0002503479135694102,8.481514503418406e-05
40.6,-0.00018704715233409667,0.00021408660358935766,-0.000784024749606212,-0.0004825687153439742
40.8,-0.00037626142240144013,4.4152899132763334e-05,-0.0002970356346028691,-0.0004662583470273205
41.0,-0.0009032431269516459,9.347570179915096e-05,-0.0005504577594334469,0.00024296200910676712
41.2,0.0004084174634842927,-0.0005848591432366642,0.0001353581816498013,-0.00012160891467636551
41.4,-1.758004911476127e-05,-0.00017088697568049538,0.0002715513447233024,-0.0004427419091049515
41.6,-0.0007146415991435027,4.072017738407735e-05,0.00044909227252154364,0.0002564222489211898
41.8,0.0003003444975785209,0.0005927184580707531,-0.0016215131101093275,-6.99549404967031e-05
42.0,-0.0009408251017667371,0.00019045865320460866,0.0003220168005933054,-0.0006284651919491619
42.2,0.0004202804467994457,-0.0005282431726555829,-0.0002719943287896221,-0.0005936995394821517
42.4,-0.0006269506805625064,-0.00031734895364722695,-9.138177628339828e-05,0.000894786979559329
42.6,-0.0003895013764209628,-0.00011770867581897551,-0.0003141792226078217,-0.00016335475676579748
42.8,-0.0008538640187123439,-0.000131895909133545,0.0006999231963227519,-0.0013618119942313083
43.0,7.018765468449695e-05,-0.0005827224416827012,-0.0005793787861987746,-0.00015479833878517235
43.2,0.0004995125153668968,-0.0005841602069307762,0.0004652953438264989,0.00040559326623598393
43.4,-0.0004356149262344197,-0.00019193087489819587,-0.00015519157874340327,-0.00017677801832316717
43.6,0.00031704271625149384,-0.00016675684488144928,0.0003488873689834391,-0.0006861585972678786
43.8,-0.0009080764717637307,-0.0007375647548233118,-0.000222534433994695,-0.0005098883497375818
44.0,-0.0005009529599964905,-0.0003330794041846744,-0.00027456153555610965,-1.4250302644107596e-05
44.2,0.0006824582651588524,-0.0008672081915018781,-0.0003823733807621447,0.0002679031661778066
44.4,-0.001916203985793256,-1.8481591479947416e-05,-0.00018657544748374097,-0.0004904905483683118
44.6,-0.00020050586431343657,0.0003163733561251214,0.0005925451504400167,0.00018066298371975146
44.8,0.00037057777102783676,0.00045508103611750826,-0.0006926259201450203,-0.0006512542745806613
45.0,-0.001100157468784654,-0.0004491785112082178,0.00045375043877854664,-0.00036282234812816746
45.2,0.001086018801921177,0.0003830490970231937,-0.0011449011223558835,0.0006953535110651507
45.4,-0.00028299694742637405,-0.00021094655368912859,-0.00011471240485840352,-6.650895731858578e-05
45.6,-0.00011391702423508257,-0.000540655997505754,-0.0007268630810160335,0.00038618108897199615
45.8,-0.000644565733423543,-0.0007126909741605188,0.00040122738703117787,-0.0016853857791069623
46.0,0.00031135222063724164,-0.000609090860111348,-0.0005037312821938429,-0.0003993920376460043
46.2,0.00031516828989874276,9.242735650024081e-05,-8.819761772154351e-05,0.00038133434640201194
46.4,0.00013104275104101572,0.0003254189490403945,-0.0003423214527685061,-0.00030953904253452246
46.6,-0.0004359034517324195,-0.00014117197582011728,0.0006566080700297195,-9.7574698539512e-05
46.8,-0.0007760359563290615,-0.0002874340699858455,-0.0008478973812563363,-0.00044425500347807477
47.0,0.0007250517108879804,-0.0007332540593643621,0.0002986237945304745,-0.00028337656411255317
47.2,-0.0007695799427234616,0.00031831024317395426,-0.00033323228019608767,-0.0001575342744599639
47.4,-0.0002632021944973057,-2.100053611209407e-05,-0.00022118336316605624,0.000629102221426322
47.6,-0.0001586970390899042,-0.0008483115557304249,-5.963739016640928e-05,-0.0013486211419970631
47.8,-0.0007107518839393881,-0.0007797045138585012,-0.00022563952830301695,5.169449167252265e-05
48.0,-0.0003406751523014149,0.00036166915006992476,-0.0002029076624055765,0.0005825477273515814
48.2,0.00013170696350967056,0.0003943184669267257,8.263900590496527e-05,-0.0013697124232861218
48.4,8.889505500795114e-05,-0.0004214454787379057,-0.0006747952403728183,0.0006157023844711165
48.6,-0.0008161522349659675,-3.2523589220075814e-05,-0.0009384105506034891,-0.00031389584780709364
48.8,-0.0004396198252720936,-0.00042420954057734536,0.0004830662028806251,8.791804853311968e-05
49.0,-1.3661047715728963e-05,-0.0008625699075014037,-0.00043495880396305655,0.00043757059363710304
49.2,-0.00025652461535022596,-0.000663301482141798,0.0006157711368537877,-0.0008762513213086408
49.4,8.705184864071889e-05,0.00036076016583572683,-0.0006036142005087958,0.0001747609179046206
49.6,-0.0006205670284209334,0.00012797555322744978,0.00047785025068888235,5.372070242226063e-05
49.8,0.00045241508763282126,0.0002466188698646056,-0.000987136335797152,-0.00043099479426398046
50.0,-0.0009787834223181984,-0.0010849670284587064,-0.0008865267582198183,-0.00037563057874932256
50.2,-0.0004689811594322164,0.0004193751335921714,0.0012506400835212235,-2.4520475126535435e-05
50.4,1.750119491757686e-05,-0.0007047061369380853,7.601811365492575e-05,-0.0005881169187652783
50.6,-0.0001902341074204425,0.0008876762677877916,-0.0004976439372572014,0.0003198019928036461
50.8,-0.0003639082983150014,-0.0003643844880961507,-0.0005369059654385842,-0.000810207339417676
51.0,-0.0002097415422845955,-6.548689681468529e-05,-0.0001565874829803956,0.00045316164424743025
51.2,-0.00010905821947622131,-0.00033763410070525497,1.4263274816523017e-05,-0.000491001920055549
51.4,0.0005552404224879231,7.347826936372072e-05,0.0004425130086187002,-0.00013173404853209698
51.6,-1.630923009663503e-05,-3.598202856714132e-05,-0.0002304821194368691,0.0005852080692313313
51.8,-0.0004971654477024835,-0.0011735507282680383,-0.00022358057404999626,-0.0004086394616972201
52.0,-0.0006141464608923334,-0.00024335027781482817,-0.0008674741149881874,-0.0005136026771970095
52.2,-0.00019308249462463193,4.651996908588215e-05,5.891464582422032e-07,0.00044566428621646174
52.4,-0.00047277918010065807,-0.00013447625395549015,0.00026889878285336617,-0.0005220908275452195
52.6,-0.00015816238186637296,9.164696989539975e-05,-0.0008565495503704482,-0.000871869381160525
52.8,-0.00032874645512830076,-8.497047196638021e-05,-0.0002572594336494692,-0.0004170296736019547
53.0,-0.0001081428493918541,-0.00028510000080052565,-0.0005263137047008907,-0.000556448033467182
53.2,0.0005081981446737595,0.0005229345375836861,0.0005846054416329084,0.0007262306132182253
53.4,-0.0002060474536763213,-0.0006227839149446188,-0.0002754685957503415,0.0007446391471320673
53.6,-0.0003909614347185868,-0.0003883895123246082,-0.000473672439025813,-0.0012777952807052557
53.8,-0.00013838150966034854,-2.110733665900123e-05,-0.0006579959185680021,3.0500119138531976e-05
54.0,-0.0006521094785481148,-0.00035383279849045566,0.0002456179298435677,-0.0007057411508520923
54.2,0.0002786913971579169,-0.00019586357356970768,0.0002758123306459539,0.00030277271648937156
54.4,-0.00033508220385463614,0.0003428070549081671,-0.0004363306318167466,0.00014621610600969328
54.6,-0.0004316359182160957,2.357529367495898e-05,0.0006688290332864784,-0.0003996967188038439
54.8,0.0006452716464598454,-0.0003438108602942797,-0.0009325708311477527,0.00010808762468372318
55.0,-0.0005258225560476549,2.872092397945993e-05,0.0001449300924645013,-0.0009649822252613847
55.2,-0.0007933650543388189,-0.0002480170386149386,-0.0005578204260727465,0.0002647941307173924
55.4,0.00048615843685406306,5.6620325596430016e-05,0.0003877617533899996,-0.0008967419493130622
55.6,-0.0007553476352572119,0.00020408040533989244,-0.0006811001213410739,0.00022733742704871834
55.8,9.458341511987161e-05,-0.0007157918866189998,-0.0009542796881293029,0.0003127642462277516
56.0,0.00017638877159677042,0.0004896357590045578,0.0001305279745077314,-0.0005138501281434941
56.2,-0.0007304356122321986,0.00011430362863313764,7.166178920120004e-05,-0.0008622491461713826
56.4,6.584726655082551e-05,-0.000728296693702087,0.00011642733988113853,5.46270125597085e-05
56.6,-6.805054792718817e-05,-0.00041167161713861615,-9.33718007300814e-05,-0.0009124033429361972
56.8,-0.0005594122335623905,0.00018656229354343962,7.021009478280072e-05,-5.525169279470098e-05
57.0,-0.0003001761620304747,-0.0002494792130915838,0.0004859992820594919,0.00035265061629898177
57.2,0.00015738949175035663,5.39580474299657e-05,-0.00036822614427075364,0.00024398991537398704
57.4,-0.0010738661130170384,-0.0004169445820956586,-0.000970189105640756,-0.0002990272859006766
57.6,0.0005329221460175122,-0.00024881327824343834,-0.0005220573683586471,0.00033757461757979226
57.8,0.0007215421135280507,-0.0003102554262570546,7.646880532525581e-05,-0.0007852665005648067
58.0,-0.0007470406652658928,-0.0007705988048143991,-0.00045607980415841674,-0.0007286655850881287
58.2,-0.0009184519049034997,-0.0004888565901723477,0.00036660557518825693,-2.883903117540443e-05
58.4,-8.085000421357244e-05,0.0002659001044460108,-0.0010418483989526452,-0.00038551050594157345
58.6,9.84823348837904e-06,-0.0010198802435266857,0.0006721581051089353,0.0001660056273801093
58.8,0.0002935826359164124,0.0006101920880324092,-0.0001381018316327715,0.0002029685472235562
59.0,-0.0004452768385216453,-0.00024148976198984872,-0.00023207801577944585,-0.000925765867984992
59.2,-0.0001577648124659634,1.7253884057104638e-05,-2.9135427994072198e-05,-0.0005725802784483934
59.4,-0.0007475003217967732,-0.0003324587520931907,-0.00029907463775817264,-0.0005643382423579031
