time_fs,d_sq,time_ps,label
68800.0,0.2762379688697325,68.8,FT - 600K
69000.0,0.2862033733557903,69.0,FT - 600K
69200.0,0.28833387730962073,69.2,FT - 600K
69400.0,0.2862726495547238,69.4,FT - 600K
69600.0,0.28563486068197824,69.6,FT - 600K
69800.0,0.2897600769942822,69.8,FT - 600K
70000.0,0.28585475698471435,70.0,FT - 600K
70200.0,0.27980714441137317,70.2,FT - 600K
70400.0,0.2766760680905911,70.4,FT - 600K
70600.0,0.28201631169322017,70.6,FT - 600K
70800.0,0.27099414209433575,70.8,FT - 600K
71000.0,0.28042513210481,71.0,FT - 600K
71200.0,0.27943346507196093,71.2,FT - 600K
71400.0,0.2842609451449737,71.4,FT - 600K
71600.0,0.27701707184281904,71.6,FT - 600K
71800.0,0.28763153739296843,71.8,FT - 600K
72000.0,0.292756058720531,72.0,FT - 600K
72200.0,0.29415288271981976,72.2,FT - 600K
72400.0,0.30543639908533066,72.4,FT - 600K
72600.0,0.3090178555853033,72.6,FT - 600K
72800.0,0.3170037652493024,72.8,FT - 600K
73000.0,0.3174459709801377,73.0,FT - 600K
73200.0,0.3186672900410076,73.2,FT - 600K
73400.0,0.3199648142459524,73.4,FT - 600K
73600.0,0.33417409302776957,73.6,FT - 600K
73800.0,0.33818502944132817,73.8,FT - 600K
74000.0,0.3367373385235706,74.0,FT - 600K
74200.0,0.3339220153406818,74.2,FT - 600K
74400.0,0.34408939831178975,74.4,FT - 600K
74600.0,0.3305958039806285,74.6,FT - 600K
74800.0,0.33318877753758647,74.8,FT - 600K
75000.0,0.3381500637669114,75.0,FT - 600K
75200.0,0.33439349112025996,75.2,FT - 600K
75400.0,0.33763293880642425,75.4,FT - 600K
75600.0,0.3260116405208041,75.6,FT - 600K
75800.0,0.31711275500020947,75.8,FT - 600K
76000.0,0.30629151250781655,76.0,FT - 600K
76200.0,0.29776566087098894,76.2,FT - 600K
76400.0,0.28736158845897153,76.4,FT - 600K
76600.0,0.2793792938791652,76.6,FT - 600K
76800.0,0.2827831491868186,76.8,FT - 600K
77000.0,0.28946213951450456,77.0,FT - 600K
77200.0,0.2993441710675642,77.2,FT - 600K
77400.0,0.301280743120387,77.4,FT - 600K
77600.0,0.30011280704409943,77.6,FT - 600K
77800.0,0.28745653723523745,77.8,FT - 600K
78000.0,0.2703266037212822,78.0,FT - 600K
78200.0,0.2705384916801295,78.2,FT - 600K
78400.0,0.27074106276873555,78.4,FT - 600K
78600.0,0.2676308287265036,78.6,FT - 600K
78800.0,0.2808845610341029,78.8,FT - 600K
79000.0,0.2867398352406775,79.0,FT - 600K
79200.0,0.2708833112205368,79.2,FT - 600K
79400.0,0.25464310785454203,79.4,FT - 600K
79600.0,0.2561311830768333,79.6,FT - 600K
79800.0,0.2671771176579723,79.8,FT - 600K
80000.0,0.2701007303967027,80.0,FT - 600K
80200.0,0.27980856637867985,80.2,FT - 600K
80400.0,0.28133083117689445,80.4,FT - 600K
80600.0,0.2837697827534093,80.6,FT - 600K
80800.0,0.3051762522975326,80.8,FT - 600K
81000.0,0.32796913353371,81.0,FT - 600K
81200.0,0.32929598894746415,81.2,FT - 600K
81400.0,0.34217080133391176,81.4,FT - 600K
81600.0,0.346272080324887,81.6,FT - 600K
81800.0,0.34854191418033015,81.8,FT - 600K
82000.0,0.3568129766763249,82.0,FT - 600K
82200.0,0.36354645822505144,82.2,FT - 600K
82400.0,0.3668552918971682,82.4,FT - 600K
82600.0,0.36516287229040345,82.6,FT - 600K
82800.0,0.36665519439173627,82.8,FT - 600K
83000.0,0.33701109783028366,83.0,FT - 600K
83200.0,0.3334726123022221,83.2,FT - 600K
83400.0,0.33383917960079323,83.4,FT - 600K
83600.0,0.3295661081432766,83.6,FT - 600K
83800.0,0.31117394190538933,83.8,FT - 600K
84000.0,0.3028450224295241,84.0,FT - 600K
84200.0,0.2938484326174279,84.2,FT - 600K
84400.0,0.3067314534508638,84.4,FT - 600K
84600.0,0.31529813141765983,84.6,FT - 600K
84800.0,0.31343334861507577,84.8,FT - 600K
85000.0,0.3160343676284735,85.0,FT - 600K
85200.0,0.32181571305506046,85.2,FT - 600K
85400.0,0.334259573515658,85.4,FT - 600K
85600.0,0.33730220246713877,85.6,FT - 600K
85800.0,0.3339863702788834,85.8,FT - 600K
86000.0,0.322500452574792,86.0,FT - 600K
86200.0,0.32235124030585544,86.2,FT - 600K
86400.0,0.3234746035068766,86.4,FT - 600K
86600.0,0.29731471800427917,86.6,FT - 600K
86800.0,0.291972216145732,86.8,FT - 600K
87000.0,0.29596181773786356,87.0,FT - 600K
87200.0,0.29763055578725284,87.2,FT - 600K
87400.0,0.30314814402452805,87.4,FT - 600K
87600.0,0.2974359589066853,87.6,FT - 600K
87800.0,0.3050331347484843,87.8,FT - 600K
88000.0,0.3072015455394188,88.0,FT - 600K
88200.0,0.311351482390334,88.2,FT - 600K
88400.0,0.3071756409774772,88.4,FT - 600K
88600.0,0.30965823954789756,88.6,FT - 600K
88800.0,0.30291378972398597,88.8,FT - 600K
89000.0,0.30307299473804294,89.0,FT - 600K
89200.0,0.29934314967353626,89.2,FT - 600K
89400.0,0.2933761288980905,89.4,FT - 600K
89600.0,0.28992610616464154,89.6,FT - 600K
89800.0,0.2959350271622473,89.8,FT - 600K
90000.0,0.2915749529806416,90.0,FT - 600K
90200.0,0.30056486789038855,90.2,FT - 600K
90400.0,0.2907625925397208,90.4,FT - 600K
90600.0,0.28237240665422025,90.6,FT - 600K
90800.0,0.27767305730085184,90.8,FT - 600K
91000.0,0.2670923882259099,91.0,FT - 600K
91200.0,0.27403533520749646,91.2,FT - 600K
91400.0,0.2750563443466227,91.4,FT - 600K
91600.0,0.2822643951457702,91.6,FT - 600K
91800.0,0.27873916164512097,91.8,FT - 600K
92000.0,0.2665371687946971,92.0,FT - 600K
92200.0,0.25476962661695574,92.2,FT - 600K
92400.0,0.2596833989734637,92.4,FT - 600K
92600.0,0.2601565892887304,92.6,FT - 600K
92800.0,0.2789862756936947,92.8,FT - 600K
93000.0,0.2870565792032469,93.0,FT - 600K
93200.0,0.2851611080704393,93.2,FT - 600K
93400.0,0.28637046316795334,93.4,FT - 600K
93600.0,0.2906130766811021,93.6,FT - 600K
93800.0,0.29180900848946045,93.8,FT - 600K
94000.0,0.28686515151967673,94.0,FT - 600K
94200.0,0.29086881113189583,94.2,FT - 600K
94400.0,0.29749415863858064,94.4,FT - 600K
94600.0,0.30025756504654205,94.6,FT - 600K
94800.0,0.2990175648157672,94.8,FT - 600K
95000.0,0.2967257512682057,95.0,FT - 600K
95200.0,0.2910290859918595,95.2,FT - 600K
95400.0,0.2870920408018399,95.4,FT - 600K
95600.0,0.27500332906555913,95.6,FT - 600K
95800.0,0.27562212930087115,95.8,FT - 600K
96000.0,0.26803559267310617,96.0,FT - 600K
96200.0,0.27370689166067774,96.2,FT - 600K
96400.0,0.2937676363390841,96.4,FT - 600K
96600.0,0.28907340506332935,96.6,FT - 600K
96800.0,0.2766297489356245,96.8,FT - 600K
97000.0,0.28762404227896327,97.0,FT - 600K
97200.0,0.2871070266947448,97.2,FT - 600K
97400.0,0.29214934559522115,97.4,FT - 600K
97600.0,0.3041325601324046,97.6,FT - 600K
97800.0,0.3056202324834698,97.8,FT - 600K
98000.0,0.31502702205422106,98.0,FT - 600K
98200.0,0.3216931095399246,98.2,FT - 600K
98400.0,0.3207671182327085,98.4,FT - 600K
98600.0,0.3249828056290344,98.6,FT - 600K
98800.0,0.3425249625572147,98.8,FT - 600K
99000.0,0.32660361459488707,99.0,FT - 600K
99200.0,0.3164616419111056,99.2,FT - 600K
99400.0,0.31528927402028384,99.4,FT - 600K
99600.0,0.3046782633699916,99.6,FT - 600K
99800.0,0.3042435231590521,99.8,FT - 600K
100000.0,0.310132527042331,100.0,FT - 600K
100200.0,0.31435872071257936,100.2,FT - 600K
100400.0,0.32503718729328346,100.4,FT - 600K
100600.0,0.3140367959082817,100.6,FT - 600K
100800.0,0.3207359024089448,100.8,FT - 600K
101000.0,0.32399043023034196,101.0,FT - 600K
101200.0,0.31447601663788355,101.2,FT - 600K
101400.0,0.3024217476200038,101.4,FT - 600K
101600.0,0.3019223985609615,101.6,FT - 600K
101800.0,0.3037393707815008,101.8,FT - 600K
102000.0,0.3107762350123745,102.0,FT - 600K
102200.0,0.31023587292791105,102.2,FT - 600K
102400.0,0.3071257802630869,102.4,FT - 600K
102600.0,0.29873430110831395,102.6,FT - 600K
102800.0,0.2895795813170326,102.8,FT - 600K
103000.0,0.2896493333746254,103.0,FT - 600K
103200.0,0.28669109607561144,103.2,FT - 600K
103400.0,0.2942660066502724,103.4,FT - 600K
103600.0,0.29451541168031226,103.6,FT - 600K
103800.0,0.28533436063852835,103.8,FT - 600K
104000.0,0.27556964907484344,104.0,FT - 600K
104200.0,0.26349954172243695,104.2,FT - 600K
104400.0,0.25873038167900236,104.4,FT - 600K
104600.0,0.2639070915678179,104.6,FT - 600K
104800.0,0.2804612375352108,104.8,FT - 600K
105000.0,0.283475834260671,105.0,FT - 600K
105200.0,0.28791112601023366,105.2,FT - 600K
105400.0,0.29612153255965223,105.4,FT - 600K
105600.0,0.2916456211728153,105.6,FT - 600K
105800.0,0.2871114863219956,105.8,FT - 600K
106000.0,0.2737392134901514,106.0,FT - 600K
106200.0,0.26523662209134,106.2,FT - 600K
106400.0,0.2657562560491955,106.4,FT - 600K
106600.0,0.2652327481641821,106.6,FT - 600K
106800.0,0.26705465897213915,106.8,FT - 600K
107000.0,0.26016007436574157,107.0,FT - 600K
107200.0,0.26490386689323864,107.2,FT - 600K
107400.0,0.2634877941647929,107.4,FT - 600K
107600.0,0.2617468772429831,107.6,FT - 600K
107800.0,0.26244177129585194,107.8,FT - 600K
108000.0,0.27117440948500776,108.0,FT - 600K
108200.0,0.2836212265682774,108.2,FT - 600K
108400.0,0.28469795131991227,108.4,FT - 600K
108600.0,0.2832583331472931,108.6,FT - 600K
108800.0,0.28566276301328,108.8,FT - 600K
109000.0,0.27702791380566866,109.0,FT - 600K
109200.0,0.2634912328007064,109.2,FT - 600K
109400.0,0.2636507669762963,109.4,FT - 600K
109600.0,0.2734207647037459,109.6,FT - 600K
109800.0,0.28198795216974054,109.8,FT - 600K
110000.0,0.27786972044244407,110.0,FT - 600K
110200.0,0.29340310646545287,110.2,FT - 600K
110400.0,0.2856654553926609,110.4,FT - 600K
110600.0,0.2895304730305302,110.6,FT - 600K
110800.0,0.3021519712676658,110.8,FT - 600K
111000.0,0.3048102895596776,111.0,FT - 600K
111200.0,0.3089570903915552,111.2,FT - 600K
111400.0,0.31399983469340353,111.4,FT - 600K
111600.0,0.32389433526688644,111.6,FT - 600K
111800.0,0.34082291545593046,111.8,FT - 600K
