time_fs,temperature_K,pot_energy_eV,kin_energy_eV,total_energy_eV,volume_A3,pressure_GPa,time_ps,total_energy_per_atom,label
2400.0,557.2942324054845,-4491371.129386055,147.67344624166682,-4491223.4559398135,150190.66347414991,-0.010789971886321255,2.4,-2190.8407102145434,FT - 600K
2600.0,560.6731397539479,-4491373.9967001965,148.56879893628403,-4491225.427901261,150190.66347414991,0.016462202221381558,2.6,-2190.841672146956,FT - 600K
2800.0,575.8342154105952,-4491377.180689666,152.58622485021087,-4491224.594464816,150190.66347414991,-0.006510931884983756,2.8,-2190.841265592593,FT - 600K
3000.0,554.2510643417194,-4491366.784885342,146.86705871899494,-4491219.917826624,150190.66347414991,-0.008877273343184895,3.0,-2190.8389843056702,FT - 600K
3200.0,563.5372310344695,-4491365.283475386,149.32773417220014,-4491215.955741214,150190.66347414991,-0.019976146496443487,3.2,-2190.83705158108,FT - 600K
3400.0,558.0050087752523,-4491366.042704719,147.86178983097278,-4491218.180914888,150190.66347414991,-0.036896725008331216,3.4,-2190.838137031653,FT - 600K
3600.0,568.6493512646812,-4491366.126739661,150.68235865617976,-4491215.444381005,150190.66347414991,-0.040402990313563786,3.6,-2190.8368021370757,FT - 600K
3800.0,574.1676981664766,-4491362.779260634,152.14462626484976,-4491210.63463437,150190.66347414991,-0.08176792201188753,3.8,-2190.834455919205,FT - 600K
4000.0,584.3706775327967,-4491362.912695588,154.84824140626904,-4491208.064454181,150190.66347414991,-0.04646475495637306,4.0,-2190.833202172771,FT - 600K
4200.0,577.9015957835339,-4491363.144774685,153.13404531310434,-4491210.010729372,150190.66347414991,-0.04505849151201836,4.2,-2190.834151575303,FT - 600K
4400.0,600.4742359764718,-4491368.403870296,159.1154091497194,-4491209.288461146,150190.66347414991,-0.028442250416433414,4.4,-2190.8337992493393,FT - 600K
4600.0,575.3765651748487,-4491363.0122083975,152.4649553599556,-4491210.547253038,150190.66347414991,-0.010929037468551861,4.6,-2190.8344132941647,FT - 600K
4800.0,572.6764402211662,-4491364.082438589,151.749468398118,-4491212.332970191,150190.66347414991,-0.025975460980419154,4.8,-2190.835284375703,FT - 600K
5000.0,580.6654793412841,-4491365.11177625,153.8664272152495,-4491211.245349036,150190.66347414991,-0.04718614041963,5.0,-2190.834753828798,FT - 600K
5200.0,584.0193588233046,-4491361.412251516,154.7551479530389,-4491206.657103564,150190.66347414991,-0.03519193837504143,5.2,-2190.832515660275,FT - 600K
5400.0,566.5050312483355,-4491358.385096713,150.11415050284586,-4491208.27094621,150190.66347414991,-0.02345074165544216,5.4,-2190.8333029005903,FT - 600K
5600.0,580.789673580964,-4491360.99346259,153.89933656602048,-4491207.094126023,150190.66347414991,-0.0588369595446564,5.6,-2190.8327288419628,FT - 600K
5800.0,589.5122021168452,-4491359.761273924,156.21065754143237,-4491203.550616383,150190.66347414991,-0.05954493992992244,5.8,-2190.8310003006745,FT - 600K
6000.0,589.691308158694,-4491358.61715577,156.25811758121847,-4491202.359038189,150190.66347414991,-0.02098898092479453,6.0,-2190.830419043019,FT - 600K
6200.0,590.0738610828961,-4491359.6320125,156.35948756748746,-4491203.272524933,150190.66347414991,-0.06480323821267113,6.2,-2190.830864646309,FT - 600K
6400.0,586.868490258175,-4491357.702639383,155.51011908555304,-4491202.192520298,150190.66347414991,-0.007448499336761477,6.4,-2190.8303378147793,FT - 600K
6600.0,599.5411651080664,-4491354.251609881,158.86816131776104,-4491195.3834485635,150190.66347414991,-0.052349998274962214,6.6,-2190.8270163163725,FT - 600K
6800.0,603.2316732117037,-4491359.019609109,159.84608288657856,-4491199.173526222,150190.66347414991,-0.05058216525113412,6.8,-2190.8288651347425,FT - 600K
7000.0,584.3003554677043,-4491355.189715558,154.8296072609735,-4491200.360108296,150190.66347414991,-0.031786031044348545,7.0,-2190.8294439552665,FT - 600K
7200.0,587.7965990137556,-4491354.550777697,155.75605204242586,-4491198.794725655,150190.66347414991,-0.02883236648178894,7.2,-2190.8286803539777,FT - 600K
7400.0,591.8545793306641,-4491353.372290066,156.83134746687722,-4491196.5409426,150190.66347414991,-0.07658394055339568,7.4,-2190.82758094761,FT - 600K
7600.0,607.3714428143363,-4491358.23212477,160.9430510737936,-4491197.289073696,150190.66347414991,-0.026357406944951742,7.6,-2190.827945889608,FT - 600K
7800.0,600.8692845265895,-4491356.236059675,159.22009026327916,-4491197.0159694115,150190.66347414991,-0.08206348601985612,7.8,-2190.8278126680057,FT - 600K
8000.0,595.5800693624547,-4491351.124425367,157.81853864873963,-4491193.305886718,150190.66347414991,-0.06490530427044908,8.0,-2190.82600287157,FT - 600K
8200.0,601.7043965057181,-4491353.350048447,159.44138066390525,-4491193.908667783,150190.66347414991,-0.05602136242662494,8.2,-2190.826296911114,FT - 600K
8400.0,603.7106901148594,-4491350.320220722,159.97301417849536,-4491190.347206543,150190.66347414991,-0.028776463622369002,8.4,-2190.8245596129477,FT - 600K
8600.0,599.3891951486172,-4491350.851683026,158.8278918759974,-4491192.02379115,150190.66347414991,0.003238507464744131,8.6,-2190.8253774590976,FT - 600K
8800.0,614.8917245086286,-4491356.05198913,162.93579718514442,-4491193.116191945,150190.66347414991,0.027780855216110137,8.8,-2190.825910337534,FT - 600K
9000.0,598.6089787807017,-4491354.26152735,158.62114787405983,-4491195.640379476,150190.66347414991,-0.05846392698978064,9.0,-2190.827141648525,FT - 600K
9200.0,600.8112195337676,-4491355.802137632,159.2047040326358,-4491196.5974336,150190.66347414991,-0.06762016400095987,9.2,-2190.827608504195,FT - 600K
9400.0,588.1274877307881,-4491350.68798511,155.84373189684632,-4491194.844253213,150190.66347414991,-0.05964467481690119,9.4,-2190.8267532942505,FT - 600K
9600.0,615.3389976421005,-4491352.420387408,163.0543169206637,-4491189.366070488,150190.66347414991,-0.07390420631921649,9.6,-2190.8240810099937,FT - 600K
9800.0,595.057672336582,-4491350.483719999,157.68011236576154,-4491192.803607633,150190.66347414991,-0.01851919458997669,9.8,-2190.825757857382,FT - 600K
10000.0,598.4118575284965,-4491351.86773333,158.56891411144764,-4491193.298819218,150190.66347414991,-0.06754611925399664,10.0,-2190.825999424009,FT - 600K
10200.0,597.7090025272948,-4491356.62415329,158.38266954941867,-4491198.2414837405,150190.66347414991,-0.023331769770910726,10.2,-2190.8284104798736,FT - 600K
10400.0,594.0567379652173,-4491350.682061825,157.41488186545087,-4491193.267179959,150190.66347414991,-0.009628412376637066,10.4,-2190.825983990224,FT - 600K
10600.0,609.2357068818693,-4491354.835954462,161.437049187445,-4491193.398905274,150190.66347414991,-0.01660788853087328,10.6,-2190.8260482464752,FT - 600K
10800.0,607.0890575928187,-4491355.605616448,160.86822381665652,-4491194.737392631,150190.66347414991,-0.012740930021325446,10.8,-2190.8267011671373,FT - 600K
11000.0,612.5754447643562,-4491356.574571701,162.3220226430681,-4491194.252549058,150190.66347414991,-0.024437602828822378,11.0,-2190.826464658077,FT - 600K
11200.0,596.666293567761,-4491350.919585807,158.1063694972599,-4491192.81321631,150190.66347414991,-0.04275327786072217,11.2,-2190.8257625445412,FT - 600K
11400.0,605.0762882015075,-4491353.352846168,160.3348743304763,-4491193.017971838,150190.66347414991,-0.05359241333499625,11.4,-2190.8258624252867,FT - 600K
11600.0,592.25667002088,-4491351.392070732,156.93789462719784,-4491194.454176105,150190.66347414991,-0.06788792184577783,11.6,-2190.826563012734,FT - 600K
11800.0,610.4028120505151,-4491350.678224596,161.7463121088222,-4491188.931912487,150190.66347414991,-0.01731244273690583,11.8,-2190.8238692256036,FT - 600K
12000.0,612.3811839373384,-4491351.662818899,162.2705468442398,-4491189.392272055,150190.66347414991,-0.048106451592548886,12.0,-2190.8240937912465,FT - 600K
12200.0,589.8339962235837,-4491346.600922439,156.29592747957116,-4491190.304994959,150190.66347414991,-0.04138605155481088,12.2,-2190.8245390219313,FT - 600K
12400.0,596.6457754436728,-4491347.597520909,158.10093254507495,-4491189.496588364,150190.66347414991,0.00912023786791653,12.4,-2190.824144677251,FT - 600K
12600.0,609.3105343257728,-4491352.501367267,161.45687718111898,-4491191.044490086,150190.66347414991,-0.03412767151567581,12.6,-2190.8248997512615,FT - 600K
12800.0,598.6584650250313,-4491347.292133251,158.63426088298183,-4491188.657872369,150190.66347414991,-0.03981542131101653,12.8,-2190.8237355474967,FT - 600K
13000.0,610.1167474267446,-4491357.273064049,161.67050987297694,-4491195.602554176,150190.66347414991,-0.036325475148411376,13.0,-2190.827123197159,FT - 600K
13200.0,611.9435545142715,-4491353.881896947,162.1545825271463,-4491191.727314419,150190.66347414991,-0.021362711869784473,13.2,-2190.825232836302,FT - 600K
13400.0,598.3477289130619,-4491350.33292191,158.55192112445215,-4491191.7810007855,150190.66347414991,0.003940239992103722,13.4,-2190.8252590247735,FT - 600K
13600.0,617.7682591553286,-4491351.813831881,163.69802970041414,-4491188.11580218,150190.66347414991,-0.022805329424969826,13.6,-2190.8234711230148,FT - 600K
13800.0,598.3627872214946,-4491349.338172192,158.55591131880823,-4491190.782260873,150190.66347414991,-0.0686580199796978,13.8,-2190.8247718345724,FT - 600K
14000.0,600.3048411454048,-4491348.640502732,159.0705224148052,-4491189.569980318,150190.66347414991,-0.047431310199110975,14.0,-2190.8241804782037,FT - 600K
14200.0,612.2867739442183,-4491351.3074123,162.2455298097309,-4491189.06188249,150190.66347414991,-0.07054239035192617,14.2,-2190.823932625605,FT - 600K
14400.0,600.6455048836284,-4491347.592465693,159.16079248276534,-4491188.43167321,150190.66347414991,-0.08317002423187406,14.4,-2190.823625206444,FT - 600K
14600.0,601.6820671949748,-4491347.4386921115,159.43546377821377,-4491188.003228333,150190.66347414991,-0.06658494186361678,14.6,-2190.823416208943,FT - 600K
14800.0,610.743464037204,-4491350.06899752,161.83657906282653,-4491188.232418457,150190.66347414991,-0.058067829918074715,14.8,-2190.8235280090034,FT - 600K
15000.0,612.9636212011928,-4491353.096874036,162.42488276406743,-4491190.671991272,150190.66347414991,-0.014639501446994534,15.0,-2190.824718044523,FT - 600K
15200.0,595.4703409451572,-4491350.578411119,157.78946249364824,-4491192.788948625,150190.66347414991,-0.008845440503417573,15.2,-2190.8257507066464,FT - 600K
15400.0,603.9322952158452,-4491347.9092165185,160.03173574255328,-4491187.877480776,150190.66347414991,-0.00927345984307245,15.4,-2190.8233548686712,FT - 600K
15600.0,591.8940109013215,-4491347.933234935,156.84179615913186,-4491191.091438776,150190.66347414991,-0.021295670210849875,15.6,-2190.8249226530615,FT - 600K
15800.0,615.9429032089704,-4491352.937718685,163.2143415738514,-4491189.723377111,150190.66347414991,-0.052810227043983006,15.8,-2190.824255305908,FT - 600K
16000.0,606.7776147440289,-4491349.110361927,160.7856967849491,-4491188.324665142,150190.66347414991,-0.03804893126426893,16.0,-2190.8235730073866,FT - 600K
16200.0,593.7844635232746,-4491344.842526831,157.34273379208636,-4491187.499793039,150190.66347414991,-0.07623124870054829,16.2,-2190.8231706307506,FT - 600K
16400.0,609.0636742354603,-4491345.818352426,161.39146347655108,-4491184.42688895,150190.66347414991,-0.02694605746791902,16.4,-2190.8216716531465,FT - 600K
16600.0,610.1815955155965,-4491351.591747126,161.68769350813068,-4491189.904053617,150190.66347414991,-0.049213011400544654,16.6,-2190.824343440789,FT - 600K
16800.0,584.114005238807,-4491344.852703319,154.7802276354381,-4491190.072475684,150190.66347414991,-0.010191362047522759,16.8,-2190.824425597895,FT - 600K
17000.0,607.4604106040382,-4491351.105251619,160.96662601741554,-4491190.138625601,150190.66347414991,-0.04843758247509767,17.0,-2190.824457866147,FT - 600K
17200.0,600.3335037495142,-4491348.60237138,159.0781175149892,-4491189.524253865,150190.66347414991,-0.0785440739057568,17.2,-2190.824158172617,FT - 600K
17400.0,588.1703308377271,-4491347.726685478,155.8550845879052,-4491191.8716008905,150190.66347414991,-0.0251701538790996,17.4,-2190.825303219947,FT - 600K
17600.0,607.6681443383768,-4491353.388069639,161.02167190640316,-4491192.366397733,150190.66347414991,-0.06582282432886567,17.6,-2190.82554458426,FT - 600K
17800.0,580.0657403637973,-4491350.008847221,153.7075066370324,-4491196.301340584,150190.66347414991,-0.08607002681705461,17.8,-2190.8274640685772,FT - 600K
18000.0,593.7231363320986,-4491352.203446322,157.3264831346371,-4491194.876963188,150190.66347414991,-0.05823350761049672,18.0,-2190.8267692503355,FT - 600K
18200.0,598.4483604079285,-4491355.541430929,158.57858675058512,-4491196.962844178,150190.66347414991,-0.0695408053042564,18.2,-2190.8277867532574,FT - 600K
18400.0,595.8577983438532,-4491352.998978537,157.89213208183025,-4491195.106846455,150190.66347414991,0.002090386987436908,18.4,-2190.8268813885143,FT - 600K
18600.0,603.7147875923265,-4491352.848350248,159.97409993998954,-4491192.874250309,150190.66347414991,-0.020916638286892848,18.6,-2190.8257923172237,FT - 600K
18800.0,596.2610896867246,-4491351.463719175,157.99899739458286,-4491193.46472178,150190.66347414991,-0.0188050004125939,18.8,-2190.826080352088,FT - 600K
19000.0,597.1101741667846,-4491352.881571475,158.22399026913598,-4491194.657581206,150190.66347414991,-0.023820141270447723,19.0,-2190.8266622347346,FT - 600K
19200.0,604.9656210596492,-4491352.534726746,160.3055494294211,-4491192.229177317,150190.66347414991,-0.034044960847939586,19.2,-2190.8254776474714,FT - 600K
19400.0,597.7213140916716,-4491350.03033824,158.38593190354763,-4491191.644406336,150190.66347414991,-0.03479323396872191,19.4,-2190.825192393335,FT - 600K
19600.0,609.8924047067044,-4491352.604810229,161.61106288666133,-4491190.993747341,150190.66347414991,-0.08009434369398309,19.6,-2190.8248749987033,FT - 600K
19800.0,600.9372146292427,-4491353.003887357,159.23809057941207,-4491193.765796778,150190.66347414991,-0.0451237535323665,19.8,-2190.8262272179404,FT - 600K
20000.0,607.7314280799853,-4491354.317429192,161.03844101627544,-4491193.278988176,150190.66347414991,-0.022592598320830035,20.0,-2190.82598975033,FT - 600K
20200.0,607.9532889252376,-4491353.9187187245,161.09723034819277,-4491192.821488377,150190.66347414991,-0.023483178709893037,20.2,-2190.825766579696,FT - 600K
20400.0,594.598636211867,-4491349.935531923,157.55847563861744,-4491192.377056284,150190.66347414991,-0.06310402487480173,20.4,-2190.825549783553,FT - 600K
20600.0,585.9636477756378,-4491350.096478283,155.27035129336656,-4491194.82612699,150190.66347414991,-0.05839558486153644,20.6,-2190.8267444521903,FT - 600K
20800.0,592.8795912260999,-4491349.969942672,157.10295809953053,-4491192.866984572,150190.66347414991,-0.05528010771433182,20.8,-2190.825788772962,FT - 600K
21000.0,592.255129229148,-4491353.563795134,156.93748634372426,-4491196.62630879,150190.66347414991,-0.055284309028617355,21.0,-2190.827622589654,FT - 600K
21200.0,593.7001388862794,-4491350.048662825,157.32038920457035,-4491192.72827362,150190.66347414991,-0.001824296917143475,21.2,-2190.8257211090827,FT - 600K
21400.0,591.4119941761874,-4491349.306384423,156.71406996566412,-4491192.5923144575,150190.66347414991,-0.038435814371545696,21.4,-2190.8256547875403,FT - 600K
21600.0,603.178630504288,-4491352.387288537,159.83202747572628,-4491192.5552610615,150190.66347414991,0.001652368176703165,21.6,-2190.825636712713,FT - 600K
21800.0,588.4205802055411,-4491348.8245954225,155.92139639308104,-4491192.903199029,150190.66347414991,-0.01944557505358795,21.8,-2190.825806438551,FT - 600K
22000.0,588.799478941945,-4491347.17788789,156.02179808204139,-4491191.156089808,150190.66347414991,-0.018067192796071156,22.0,-2190.82495419015,FT - 600K
22200.0,599.3717023662998,-4491348.339990782,158.82325658767223,-4491189.516734194,150190.66347414991,-0.05503980041951585,22.2,-2190.824154504485,FT - 600K
22400.0,609.3024816380511,-4491351.186600173,161.45474335651033,-4491189.731856816,150190.66347414991,-0.0671090637123564,22.4,-2190.8242594423496,FT - 600K
22600.0,597.0457878151514,-4491347.587883479,158.20692898645308,-4491189.380954493,150190.66347414991,-0.0014060815990925256,22.6,-2190.8240882704845,FT - 600K
22800.0,602.8504829668535,-4491348.6860440215,159.7450739870467,-4491188.940970034,150190.66347414991,-0.011456559231411489,22.8,-2190.8238736439193,FT - 600K
23000.0,588.3260211703625,-4491346.3767626155,155.8963398649741,-4491190.48042275,150190.66347414991,-0.0025138529583749185,23.0,-2190.8246245964633,FT - 600K
23200.0,617.8876140683518,-4491352.772260228,163.72965671233555,-4491189.042603516,150190.66347414991,-0.010123903758291558,23.2,-2190.8239232212272,FT - 600K
23400.0,596.9057095504589,-4491346.824856326,158.1698106405456,-4491188.655045685,150190.66347414991,-0.04406113795949206,23.4,-2190.823734168627,FT - 600K
23600.0,610.2326949494119,-4491354.708754098,161.70123398469357,-4491193.007520113,150190.66347414991,-0.06379324137465103,23.6,-2190.8258573268845,FT - 600K
23800.0,591.217650691832,-4491349.968210668,156.66257226405415,-4491193.305638405,150190.66347414991,-0.06683639015695468,23.8,-2190.826002750441,FT - 600K
24000.0,588.3459580235323,-4491345.837276944,155.90162279030076,-4491189.935654154,150190.66347414991,-0.0963520037886655,24.0,-2190.8243588556847,FT - 600K
24200.0,607.8288379004138,-4491350.478489532,161.06425295374763,-4491189.414236578,150190.66347414991,-0.05161563621861646,24.2,-2190.824104505648,FT - 600K
24400.0,596.7577520098306,-4491348.850374915,158.13060442118868,-4491190.719770494,150190.66347414991,-0.0652598145722087,24.4,-2190.8247413514605,FT - 600K
24600.0,604.2330079746293,-4491351.508067741,160.11141948380936,-4491191.396648257,150190.66347414991,0.0003540683493838925,24.6,-2190.8250715357353,FT - 600K
24800.0,610.5754385659199,-4491351.200777653,161.79205518484952,-4491189.408722468,150190.66347414991,-0.0021206345693309888,24.8,-2190.824101815838,FT - 600K
25000.0,593.5787823949785,-4491343.551066983,157.2882318086166,-4491186.262835174,150190.66347414991,-0.011226400138954078,25.0,-2190.8225672366702,FT - 600K
25200.0,594.9148226191609,-4491344.932412789,157.64225963225098,-4491187.290153157,150190.66347414991,-0.00553281691306003,25.2,-2190.8230683673937,FT - 600K
25400.0,608.5787492438334,-4491352.162493732,161.26296664217122,-4491190.89952709,150190.66347414991,-0.04927687669546555,25.4,-2190.8248290376046,FT - 600K
25600.0,597.0765767681854,-4491351.754632581,158.2150875327583,-4491193.539545048,150190.66347414991,-0.04844429437239946,25.6,-2190.826116851243,FT - 600K
25800.0,599.1177829359543,-4491350.7992869755,158.75597227865472,-4491192.043314697,150190.66347414991,0.0008812493701279574,25.8,-2190.825386982779,FT - 600K
26000.0,587.8112157169315,-4491347.764081016,155.7599252189369,-4491192.004155797,150190.66347414991,-0.07549424672308029,26.0,-2190.8253678808765,FT - 600K
26200.0,606.2948184544537,-4491351.754183336,160.65776402022885,-4491191.096419316,150190.66347414991,-0.041981817172806475,26.2,-2190.824925082593,FT - 600K
26400.0,593.5001727240071,-4491346.572047406,157.26740158941595,-4491189.304645817,150190.66347414991,-0.022278257303955325,26.4,-2190.82405104674,FT - 600K
26600.0,586.8714257074164,-4491343.146090094,155.51089692942892,-4491187.635193164,150190.66347414991,-0.03753102756044828,26.6,-2190.8232366795924,FT - 600K
26800.0,608.4678826392037,-4491349.090967605,161.23358888689083,-4491187.857378718,150190.66347414991,-0.01836624486662421,26.8,-2190.8233450627895,FT - 600K
27000.0,611.9276861722904,-4491351.368847279,162.15037768774505,-4491189.218469591,150190.66347414991,-0.0669210970733079,27.0,-2190.8240090095564,FT - 600K
27200.0,593.9814013780409,-4491344.512940556,157.39491895751192,-4491187.118021598,150190.66347414991,0.01581301656787904,27.2,-2190.8229844007797,FT - 600K
27400.0,603.03641357732,-4491349.286465322,159.79434242087004,-4491189.492122901,150190.66347414991,-0.06367538226646476,27.4,-2190.824142498976,FT - 600K
27600.0,598.683372684302,-4491349.046303798,158.6408609869636,-4491190.405442812,150190.66347414991,-0.03895087493279151,27.6,-2190.8245880208838,FT - 600K
27800.0,595.4704679850743,-4491347.232330344,157.78949615705488,-4491189.442834186,150190.66347414991,-0.04281541954077306,27.8,-2190.8241184557005,FT - 600K
28000.0,609.9008073244142,-4491349.753871736,161.6132894367358,-4491188.1405823,150190.66347414991,-0.037389588214154536,28.0,-2190.823483210878,FT - 600K
28200.0,614.0920919973736,-4491347.937810911,162.72390823708514,-4491185.213902674,150190.66347414991,-0.07295033334846347,28.2,-2190.8220555622797,FT - 600K
28400.0,605.041099526225,-4491346.291603729,160.3255499329759,-4491185.966053796,150190.66347414991,-0.05168971105604212,28.4,-2190.8224224652663,FT - 600K
28600.0,610.1290482156437,-4491342.944480886,161.6737693717885,-4491181.270711514,150190.66347414991,-0.018486916680771206,28.6,-2190.820132054397,FT - 600K
28800.0,626.9723991854934,-4491347.919447265,166.13696949004463,-4491181.782477775,150190.66347414991,-0.043785410534038186,28.8,-2190.8203816964756,FT - 600K
29000.0,613.7904420553069,-4491345.290774685,162.64397615827767,-4491182.646798527,150190.66347414991,-0.04442074536825641,29.0,-2190.8208033163546,FT - 600K
29200.0,610.7265440015863,-4491344.463789341,161.8320955425873,-4491182.631693798,150190.66347414991,-0.027714015689481102,29.2,-2190.8207959481942,FT - 600K
29400.0,623.0560000110318,-4491348.927277077,165.09919064841836,-4491183.828086428,150190.66347414991,-0.04255110490272633,29.4,-2190.821379554355,FT - 600K
29600.0,593.8767428371094,-4491342.177530116,157.3671862330025,-4491184.810343883,150190.66347414991,-0.05603339906190094,29.6,-2190.821858704333,FT - 600K
29800.0,621.2441500987318,-4491348.47109585,164.61908139003415,-4491183.85201446,150190.66347414991,-0.04821681415872935,29.8,-2190.8213912265655,FT - 600K
30000.0,614.8030515591586,-4491348.195333889,162.9123003691445,-4491185.28303352,150190.66347414991,-0.01818985968137726,30.0,-2190.822089284644,FT - 600K
30200.0,611.1953107723152,-4491345.51962065,161.95631072460762,-4491183.563309926,150190.66347414991,-0.06324714242017873,30.2,-2190.821250395086,FT - 600K
30400.0,610.739779668583,-4491346.156113473,161.83560276811568,-4491184.320510705,150190.66347414991,-0.011978397422792903,30.4,-2190.8216197613197,FT - 600K
30600.0,595.3789231517945,-4491344.360315881,157.765238340932,-4491186.59507754,150190.66347414991,-0.01975439838658698,30.6,-2190.822729306117,FT - 600K
30800.0,593.2757508324246,-4491346.023110011,157.20793362399485,-4491188.815176386,150190.66347414991,-0.049933591677358245,30.8,-2190.823812281164,FT - 600K
31000.0,596.2525832232113,-4491347.693744875,157.99674332714542,-4491189.697001548,150190.66347414991,-0.05660680848992871,31.0,-2190.8242424397795,FT - 600K
31200.0,597.3651839746401,-4491348.279538538,158.29156350955674,-4491189.987975028,150190.66347414991,-0.09249386749475011,31.2,-2190.8243843780624,FT - 600K
31400.0,607.1796543538525,-4491351.695185233,160.89223040983882,-4491190.802954823,150190.66347414991,-0.06200856173005504,31.4,-2190.824781929182,FT - 600K
31600.0,600.1645548743363,-4491349.697796598,159.0333489507633,-4491190.6644476475,150190.66347414991,-0.022667762289025683,31.6,-2190.8247143647063,FT - 600K
31800.0,615.0287916162725,-4491352.269983219,162.97211762590118,-4491189.297865593,150190.66347414991,-0.012517264168589993,31.8,-2190.8240477393138,FT - 600K
32000.0,588.4178808888853,-4491343.962745202,155.92068112030432,-4491188.042064082,150190.66347414991,-0.009252605512974887,32.0,-2190.8234351532105,FT - 600K
32200.0,602.1893959307856,-4491344.241517349,159.56989722187464,-4491184.671620127,150190.66347414991,-0.05363862079448902,32.2,-2190.821791034208,FT - 600K
32400.0,610.2899256440746,-4491345.338969438,161.71639914058468,-4491183.622570298,150190.66347414991,-0.05119217553736063,32.4,-2190.821279302584,FT - 600K
32600.0,603.7905882905153,-4491346.789653099,159.99418582941414,-4491186.79546727,150190.66347414991,-0.06153026949729257,32.6,-2190.822827057205,FT - 600K
32800.0,611.4310913317805,-4491344.710728449,162.0187885428738,-4491182.691939906,150190.66347414991,-0.04760546081516239,32.8,-2190.8208253365397,FT - 600K
33000.0,612.9167260365269,-4491349.115270016,162.41245634696926,-4491186.702813669,150190.66347414991,-0.04629154293827169,33.0,-2190.8227818603264,FT - 600K
33200.0,606.9176672827602,-4491348.636671934,160.8228083139166,-4491187.81386362,150190.66347414991,-0.043224183716279715,33.2,-2190.823323835912,FT - 600K
33400.0,603.9838688830284,-4491349.996823599,160.04540188285299,-4491189.951421715,150190.66347414991,-0.03501504172252461,33.4,-2190.824366547178,FT - 600K
33600.0,590.7594931909782,-4491348.042248255,156.54116835721572,-4491191.501079897,150190.66347414991,-0.03346842205445668,33.6,-2190.825122477999,FT - 600K
33800.0,597.701286594514,-4491351.458125415,158.38062495911348,-4491193.077500456,150190.66347414991,-0.01989416125980113,33.8,-2190.825891463637,FT - 600K
34000.0,598.6013749487835,-4491352.501049,158.6191329885672,-4491193.881916012,150190.66347414991,-0.07393136524902122,34.0,-2190.826283861469,FT - 600K
34200.0,577.4386724727963,-4491346.455935679,153.01137854810455,-4491193.444557131,150190.66347414991,-0.039228788169434856,34.2,-2190.8260705156736,FT - 600K
34400.0,592.8896761884034,-4491348.075598673,157.10563044216747,-4491190.96996823,150190.66347414991,-0.06679616705895902,34.4,-2190.824863399137,FT - 600K
34600.0,605.7183842563194,-4491344.536142202,160.50501881021185,-4491184.031123392,150190.66347414991,-0.046244609609189434,34.6,-2190.8214785967766,FT - 600K
34800.0,601.650566897329,-4491344.777593437,159.42711673774483,-4491185.350476699,150190.66347414991,-0.050002691169672785,34.8,-2190.8221221837557,FT - 600K
35000.0,606.0809946487193,-4491344.879481378,160.60110436641367,-4491184.278377011,150190.66347414991,-0.03445010235679405,35.0,-2190.8215992082983,FT - 600K
35200.0,607.6175182450867,-4491345.122477774,161.00825685698908,-4491184.114220916,150190.66347414991,0.0023668204469537353,35.2,-2190.821519132154,FT - 600K
35400.0,601.7803741296162,-4491344.995149897,159.4615134356188,-4491185.533636462,150190.66347414991,-0.016680407754171248,35.4,-2190.8222115299814,FT - 600K
35600.0,603.60960699286,-4491348.273598671,159.94622887889145,-4491188.327369792,150190.66347414991,-0.06166782788017631,35.6,-2190.823574326728,FT - 600K
