time_ps,kappa_FT - 600K,kappa_FT - Multi-T,kappa_Foundation,kappa_Scratch
9.0,0.077562906309005,0.06381784587094516,0.036213740620766516,0.060843945909489654
9.2,0.07833098636296898,0.06311190352221287,0.03230805293886313,0.058394881503632895
9.4,0.07785255103308782,0.06551596662516856,0.02916695853728269,0.05728937811441518
9.6,0.07725958330089282,0.0668557638151619,0.02979788068831027,0.0569980566016991
9.8,0.07555596232761982,0.06560683559129149,0.031708023163925875,0.05447254473616615
10.0,0.07296244715528166,0.06099424575730618,0.03135276774389911,0.05452068934287437
10.2,0.07170501038188178,0.05900131307107198,0.03446669684841823,0.0571243138161462
10.4,0.07071510030586123,0.061954252732037925,0.037095388019392946,0.058435225324658176
10.6,0.0684347875556987,0.06283612281976574,0.03429582088117853,0.05762975625085741
10.8,0.06544071792359779,0.062143397174445794,0.03146594233225603,0.05656295395903051
11.0,0.06401166950316999,0.06115331424995472,0.0328205167244243,0.05717191252179978
11.2,0.06297759855892127,0.06150835034541381,0.03564525091792674,0.05887331728879381
11.4,0.06427600155685373,0.06470689903210504,0.03554285201614219,0.059868475241432295
11.6,0.06697058906452835,0.06702248215378469,0.03465371716922978,0.06220937775546962
11.8,0.06929142381184027,0.0664279778134696,0.034786679573022665,0.06368813803562937
12.0,0.07306628416137527,0.06643791952584567,0.03700607661449343,0.06406653026207537
12.2,0.07372744774638282,0.06711803815413923,0.03887436660645875,0.06674067746320814
12.4,0.07157065613817255,0.06726474799289354,0.03706461033789651,0.06984583187595936
12.6,0.0697865952346612,0.06716996311210864,0.03429659323482487,0.07038632903993647
12.8,0.06787196855332839,0.0665721876879272,0.03511451011094467,0.06891756599007168
13.0,0.06743341541334309,0.06623691282533195,0.035991172124300065,0.0675718190790186
13.2,0.06657266104460445,0.06621150103337099,0.03482427836432146,0.06757617822719465
13.4,0.06391307384749555,0.06602297680881841,0.03341879897977594,0.06901424338124963
13.6,0.0624335410974947,0.06565265369338621,0.031195096672315594,0.06904557213443023
13.8,0.06317755461040882,0.06590207331595738,0.028401440045056958,0.06850397368829912
14.0,0.06473258993154045,0.06753536974641429,0.028576971228986146,0.06929293190996598
14.2,0.06335950576099765,0.0673264129005629,0.030525002174724848,0.06869430453263116
14.4,0.06113733229683645,0.06721604234593143,0.03142081807461385,0.06563586383762705
14.6,0.06183971346074839,0.06999448754441394,0.031735060457305064,0.06292939208140588
14.8,0.06264916407312329,0.07028544949586436,0.03228723849270874,0.061626424205336205
15.0,0.06255460441727648,0.0710925868299046,0.03538710317017292,0.058968177361049014
15.2,0.06323936206313908,0.07060741421757462,0.03818978459054876,0.055375617218262764
15.4,0.06344464062210257,0.07176811689449178,0.03947327632646918,0.05674502029329697
15.6,0.0665036559335233,0.07464676668085037,0.03970465093917507,0.06000657432513542
15.8,0.06911861101851347,0.07346128517319345,0.03658064296615295,0.06058629723444806
16.0,0.06886308459812655,0.07376038782312701,0.03532343377411662,0.05949034816787237
16.2,0.06727302174079595,0.07451378484182966,0.03751213398460382,0.05816604139061915
16.4,0.06345632944663707,0.07315728842003676,0.03981559077679028,0.05755897887478667
16.6,0.060943784244626625,0.07248198268266676,0.04159434623828642,0.057142496633934864
16.8,0.059057462486536504,0.06965472764236166,0.041016890156955296,0.05637861179891115
17.0,0.05754781092585867,0.06434371423622713,0.038893331086064374,0.056337863057128124
17.2,0.05701240289366215,0.06277245748288855,0.03789238879765861,0.056776619095494245
17.4,0.05705084889300737,0.06213944818022493,0.03574217969437899,0.05913537760858031
17.6,0.05932265269141905,0.06481269329473414,0.03357015650100722,0.060954645164944726
17.8,0.062299874885807315,0.06983906444994661,0.03464606657323811,0.059760321174636075
18.0,0.06251621808266591,0.07182997113231655,0.03582096472513714,0.05889450603821627
18.2,0.061789432912604705,0.07347468099139193,0.036345158013455815,0.05896866610097377
18.4,0.06351534337862744,0.07517033305395426,0.03660860902447251,0.0606463040301573
18.6,0.06783016019508192,0.07506098034222732,0.03524130392563365,0.06338946489453998
18.8,0.07241863537299513,0.07197647160035513,0.035172971380552455,0.0643847718734383
19.0,0.07473215107824727,0.0703360006738832,0.04053382187054532,0.06257607097248542
19.2,0.07393775189069972,0.07040239719066685,0.04570151792355876,0.06321199842759546
19.4,0.07057239654946851,0.07025586892574315,0.04494837420376896,0.0643447680896408
19.6,0.06665266203236615,0.07097911819768854,0.04386671432430122,0.0655793311499322
19.8,0.06507139298124437,0.06964583971324471,0.04077695833721763,0.06674412283150083
20.0,0.06587109119798047,0.06943982683099989,0.03727431765978868,0.06526538640431889
20.2,0.06836715824174674,0.07123406124485775,0.034979848639629656,0.06264507229108425
20.4,0.06959974716369495,0.07110349578200019,0.0326103840493887,0.06060075093591536
20.6,0.06913642908526446,0.06961063500971358,0.033253759856942205,0.06090827207129633
20.8,0.06839109013567304,0.06740805619239523,0.03556726323336302,0.06236154433414116
21.0,0.06933323776603119,0.0675578177091804,0.036922755665498824,0.06413628635950416
21.2,0.07138526599113529,0.06836102402206366,0.03603094876819763,0.06437764117223338
21.4,0.07220821600870363,0.06685405908778125,0.03682412629296293,0.06430593172702377
21.6,0.07402987681588881,0.06805928192441317,0.039086330215177364,0.06621938612030415
21.8,0.07454205549103296,0.06951665485528505,0.04216569954673247,0.06883666409499391
22.0,0.07340396115520594,0.06970369624141835,0.04469640392119722,0.06882340996328237
22.2,0.07248988299301116,0.07253628282300992,0.04609473926286538,0.06853201072771302
22.4,0.07381196863894128,0.07474286633120591,0.049890278352101136,0.06727555158978274
22.6,0.07583749325177672,0.07550132281273784,0.05309360113267554,0.06656211082066113
22.8,0.07733110448903972,0.07807225583638225,0.05364694940220837,0.06628654322580223
23.0,0.0790357400389769,0.07992255011290574,0.05337038172731192,0.06465545042650088
23.2,0.07792596619195348,0.07844514996935016,0.0514269236457901,0.064565945557657
23.4,0.07752338461937919,0.07571424062178461,0.05249043786164889,0.065372478292621
23.6,0.07849926324733912,0.07548951659300106,0.054529164469372254,0.06588189662390838
23.8,0.07680020962214495,0.07566682055243054,0.05488131953231583,0.06370846538703792
24.0,0.07393303322916353,0.0759651490761842,0.0529539280947267,0.06268746086848802
24.2,0.0727945666062066,0.07931025306732026,0.04820055491505884,0.06189396665007836
24.4,0.07059136392109021,0.08220604636743012,0.04813007118591224,0.06033382809935259
24.6,0.06705756441775876,0.08240746063315746,0.049766775768222915,0.06085965601032131
24.8,0.0654445768653114,0.08125100170002078,0.05051980520993674,0.06091481737161886
25.0,0.06627946988931124,0.0811753282898308,0.05354495622562501,0.060629618611037245
25.2,0.06741928729244992,0.08163342477774042,0.05496631367750681,0.060539975781430985
25.4,0.06670931502263773,0.08074104824545304,0.054428348129087416,0.05846058901478143
25.6,0.06579640372019098,0.07913418368041872,0.056303349585256075,0.05751032471430683
25.8,0.06620817915878494,0.07729094224179667,0.056963622166932466,0.05913629999187624
26.0,0.06927820065082081,0.0774469722900667,0.05460398351339961,0.0607120484257397
26.2,0.07112643800812775,0.07782168018264737,0.05608087358786599,0.059280325903812756
26.4,0.06854763942387013,0.07806543405973561,0.05949183712637246,0.05465972373909038
26.6,0.0666732985303856,0.07872651033025141,0.06038368709596275,0.05361055139863621
26.8,0.06585838317656352,0.07761965246310006,0.06079471487696103,0.053474819673870855
27.0,0.065609685103725,0.07762213260458004,0.060256305742340886,0.05293393455483198
27.2,0.06664740143751087,0.07727258265943313,0.058625906428119975,0.05421134194248825
27.4,0.06700075378095205,0.07765945827102042,0.058706107233086176,0.05450689519352903
27.6,0.06816850271429899,0.0783852340662722,0.06059596519049858,0.05443004644903348
27.8,0.06671752336174994,0.07748189656416858,0.059724176197841636,0.0550570843549036
28.0,0.06413795308455883,0.07582671787784953,0.05621895840074352,0.05504562967246104
28.2,0.0637839524739927,0.07397335015337536,0.057129516126847184,0.054382114786925666
28.4,0.061211438500911985,0.07320832533895448,0.06183851440173112,0.054376519623888654
28.6,0.05860899680744062,0.0715757965351127,0.06291629955851491,0.054408055278324666
28.8,0.05808364069095147,0.06911108335805974,0.0641589087445109,0.053791469433761105
29.0,0.05714788469059333,0.06825441708941732,0.06625969669280096,0.05219259318162937
29.2,0.05665934920481547,0.06878626467013152,0.06472149365200162,0.05117580205190431
29.4,0.05739997557396299,0.06921788577439358,0.06435954608077477,0.051372894354218844
29.6,0.06108788757546451,0.06923588637943297,0.06112303058164975,0.053930260368802115
29.8,0.06487210304240922,0.06746399693397472,0.057021158371785244,0.053823490741456786
30.0,0.06593641761390853,0.06545847272731914,0.0564143136370683,0.05129560613621259
30.2,0.06886420442147824,0.06356894683062815,0.05424687096721351,0.050421721542434315
30.4,0.07130634703952396,0.061674469040945576,0.05404783232802874,0.05048684754823451
30.6,0.07250211209696482,0.060573021636398015,0.05471309389733314,0.050182177492515405
30.8,0.07530466859099558,0.06023540933076671,0.054853584388012834,0.04928201310780979
31.0,0.0749248088549617,0.05903266402846022,0.053431348238944874,0.050829024481026025
31.2,0.07205487992755655,0.056095913465084975,0.05061650905409272,0.053326338886467824
31.4,0.0715385277086973,0.053748014980098985,0.05037862687775736,0.0518174694874489
31.6,0.07150203640726437,0.05416276914413056,0.053241057738426155,0.05071541365624089
31.8,0.07054565943197878,0.053087500897214965,0.0540021431486293,0.051132367386445284
32.0,0.07264952889959445,0.05136940701671527,0.04942359927269513,0.05042805473696126
32.2,0.07466712984872759,0.053262397531689376,0.047258366761472374,0.049506372725624186
32.4,0.0754165275936905,0.05396280019351025,0.049259427969752974,0.04803413942833029
32.6,0.07567890461474426,0.05313932554456497,0.05137724828952431,0.04623809577353747
32.8,0.07508867524520936,0.051945165954292896,0.05170020832986601,0.04543719032507414
33.0,0.07740304824190175,0.052047679209273556,0.05096607017338998,0.04634298960637342
33.2,0.07801649833131753,0.05332441350445515,0.05131667900794266,0.04827634620499702
33.4,0.07850753951835235,0.053315359221901004,0.05090934238934385,0.049300429658093815
33.6,0.08012808489301089,0.055215665709466115,0.04823799009023902,0.04876918437290085
33.8,0.08013531875181733,0.05680635428791299,0.04556117600396637,0.04835873365925949
34.0,0.08060199160165257,0.05548688960699651,0.04500053879241677,0.0478774857470353
34.2,0.08208404887131036,0.05596592599240149,0.0463614135813892,0.048434413492979264
34.4,0.08400102533309899,0.05456996050308086,0.048053592889238085,0.04797213409271178
34.6,0.08598561738695552,0.05403195707693404,0.04843809234472064,0.04596720064291098
34.8,0.08821917124139003,0.05656163262454681,0.0486338564580183,0.04442636775289714
35.0,0.08892320395991839,0.05690810318622998,0.04911445485458397,0.046610667974534704
35.2,0.08727103131063518,0.057288976932769846,0.04880313849770706,0.04916122497326164
35.4,0.08746254215270373,0.05824576598932446,0.04874543425316109,0.049492521843286626
35.6,0.09087936169982086,0.05949429837679246,0.047953441090748734,0.049092752809644924
35.8,0.09152435327693803,0.060156570867055996,0.04731887439087109,0.04818305855876279
36.0,0.09047453876172447,0.05971636706252324,0.04517943096116876,0.047285535305248906
36.2,0.09112218484972259,0.06044399304884147,0.040590932293330786,0.04884489801816957
36.4,0.09044317994704124,0.06219702533385042,0.039152749746716065,0.05146305518794771
36.6,0.08887836507322408,0.061896389524617734,0.037804806254789644,0.050721744139442394
36.8,0.08888326742235193,0.06184448968941208,0.037088159596026356,0.05060082354907999
37.0,0.09202960428755055,0.0644699969588226,0.03868606915883558,0.055209775889971134
37.2,0.095316254718964,0.0652845768354094,0.04089987582058237,0.05922600033712268
37.4,0.09791647609477656,0.06156121652117333,0.04114239423847082,0.059067065146536334
37.6,0.10167019619905536,0.06025287684699877,0.0385112231790883,0.05681836966271025
37.8,0.10520754226918227,0.06235136459630344,0.03785324492613073,0.05282424266198267
38.0,0.1087546487828265,0.06217311443406361,0.0376063765443258,0.051195966401556756
38.2,0.10984361648529063,0.06195185845089601,0.03797752967907056,0.05150460521660756
38.4,0.1101844619240544,0.06178611303724722,0.03840688289105337,0.05025365564997298
38.6,0.11132799782494184,0.06105255136492073,0.037115772013692816,0.049347605069595415
38.8,0.1114126421906574,0.061008923836800615,0.032737663752054225,0.049952264577003726
39.0,0.1123720369222933,0.061662603359347985,0.02941760826067732,0.04990450931080561
39.2,0.11319948089409673,0.06077150248763181,0.029451090449230777,0.048724815222782096
39.4,0.11275968719201429,0.05799769702315846,0.02727667721694116,0.04852051702484365
39.6,0.11220169496316401,0.05630120095521429,0.026305639917629173,0.050414250374945783
39.8,0.11261367747827292,0.05754769886583086,0.026948555640431165,0.05165030924197677
40.0,0.11364114663044428,0.061102010235082924,0.02731986124262966,0.05093135799639464
40.2,0.11301875681066542,0.061874307395866024,0.026412179676611927,0.05019453940963046
40.4,0.11002084259333174,0.06097000322908958,0.026990854132979854,0.05058167184292478
40.6,0.10954762901210492,0.05879604764117314,0.03109166763076416,0.05010008271404149
40.8,0.1099156814913002,0.05624868767902633,0.034879346008686425,0.05021496494331177
41.0,0.1109111290691468,0.05746072235170245,0.03447695639422071,0.05122155773384426
41.2,0.11386873499112733,0.05776846608429592,0.03328686931289493,0.05170544022708804
41.4,0.11389945740225743,0.056541519771810635,0.03388116349661754,0.05164485878735283
41.6,0.1131785703303235,0.05660107367350241,0.0345716665632988,0.04933757206315568
41.8,0.11348308896561478,0.05581323892539712,0.03584326568766884,0.04847209958924289
42.0,0.11319984443781916,0.053732639771672086,0.032013988040970984,0.04656313039668326
42.2,0.11245473627806717,0.0535189489905324,0.027150001680511078,0.045514247477620035
42.4,0.11384822556925298,0.05372105680905223,0.026964230307160292,0.04565723025164134
42.6,0.11343269602146645,0.053050470388357265,0.029184337871430696,0.044455179779687694
42.8,0.11053078315084061,0.05301815420144393,0.03392105545614004,0.04243474596336491
43.0,0.10696566250220339,0.05228561105177701,0.03722950345367356,0.04166675749375335
43.2,0.10461212131338418,0.0503727316874341,0.03703526571933181,0.04230318467096538
43.4,0.1057961950702849,0.04874640897577867,0.03806799662476924,0.043381047715107916
43.6,0.10708251774177699,0.05028359563782718,0.03832998215197113,0.04521352479837281
43.8,0.10912556233499633,0.05093693367664312,0.03570520683087223,0.04390014774164793
44.0,0.11155162810189158,0.04808874351659396,0.034946319128160215,0.041555501834613824
44.2,0.11089456486623675,0.04336735720436293,0.03806078574055422,0.042871165799747986
44.4,0.10914527435774524,0.04146813787291588,0.040759331665705445,0.04329583394721783
44.6,0.1091846205917115,0.04435853313369244,0.04020154034839457,0.040684972556034156
44.8,0.10910924242149796,0.04589504628435319,0.041361964910916024,0.0412216078329226
45.0,0.10733283797721267,0.04546462587389402,0.04178500711862687,0.040963494094073946
45.2,0.10476585063286453,0.045495011657257604,0.03889344851801407,0.041313209651419054
45.4,0.10221153092209738,0.04836286120024361,0.03822340830653217,0.04192487359550039
45.6,0.1013839556848018,0.05152875990162566,0.038096236630356016,0.04046644611029453
45.8,0.10056765452707457,0.0525601843640332,0.03724478398750551,0.03926867917627201
46.0,0.09770386221256169,0.05174138559800702,0.0362044591205048,0.0377709746275571
46.2,0.09544302309881449,0.05224956337312735,0.033833295973029726,0.036616796865775535
46.4,0.0929714378790041,0.05220235933042066,0.03219438876296736,0.03545199116366022
46.6,0.0920138219192431,0.04972555056567681,0.034989482280437745,0.03385847758510324
46.8,0.09257934168241282,0.04844124691325297,0.03539222435483886,0.034790876282794696
47.0,0.09258898471276741,0.04970383285897605,0.03375222929645113,0.03961955173289031
47.2,0.09389271978879184,0.05274007606488637,0.03423289128993095,0.04100836992806421
47.4,0.0966478441146051,0.05427833327074079,0.035895669271950245,0.039338737246860704
47.6,0.09847780874692762,0.05475500983782589,0.03950990633102677,0.039247465457336386
47.8,0.09933472400988755,0.05296743360167554,0.04233137191422457,0.03908172248628318
48.0,0.10079924183086196,0.05094696773184605,0.04288289553632723,0.03760088177581242
48.2,0.10006446731643083,0.050916444249239634,0.042697610946299154,0.03618215349198307
48.4,0.10089510525745422,0.051853570269540475,0.04220763907619539,0.03695170954721095
48.6,0.10142913550208697,0.052890532246529516,0.041159892831802554,0.03915577509663647
48.8,0.0985102312575397,0.05147938774568735,0.039279189385533174,0.04107638815990044
49.0,0.09809433145851391,0.04988625792475844,0.03797634200696529,0.041098079686599856
49.2,0.09899114365935675,0.050702171318951376,0.04002082939138804,0.03928821145418795
49.4,0.09722467767735572,0.04926134178060184,0.041536933063050945,0.04008471952234786
49.6,0.0967556806876276,0.04766845960093835,0.041920309824676524,0.042325844536946954
49.8,0.09612512406180011,0.04751539827449092,0.04285117628045357,0.04007824500549196
50.0,0.0940168563373907,0.04629587046059112,0.04411593939995111,0.037098371653192984
50.2,0.09401833596122394,0.046406383039716934,0.04347267898648846,0.03683126273272594
50.4,0.09417411892458184,0.045327301498567486,0.04200411328859282,0.036489023642123954
50.6,0.09380861554659418,0.0433530783585399,0.043894145620281204,0.03444380510967557
50.8,0.09334195514361504,0.04394522249490728,0.04600403942514186,0.034822495891019774
51.0,0.09419295230130798,0.04541379168223109,0.04258401531018228,0.036028692616612464
51.2,0.0955997837360583,0.046292350770883534,0.0384340494673646,0.03585276208164134
51.4,0.09430708721145764,0.046778784228575954,0.0380188253597696,0.03477434210053013
51.6,0.09160580107188505,0.04305677686943948,0.0381915788701911,0.03379286111965854
51.8,0.08878735197195813,0.04047087939573668,0.036398906605950326,0.03700266538193155
52.0,0.08751794975950286,0.041060545545452395,0.03413363167767508,0.03907008898612615
52.2,0.08799048185729307,0.03946103352160726,0.034483367818648025,0.03880577497496686
52.4,0.08856020720805133,0.039753222585186564,0.03520588622352571,0.039154428921748884
52.6,0.08930055958114279,0.04091388579176991,0.03751536870476226,0.03807345408592979
52.8,0.0880538518954889,0.04242382572594405,0.0400051335772682,0.03748685785608367
53.0,0.08759591865726181,0.043800997428601045,0.0398232649996723,0.037151997903850036
53.2,0.0888262128846828,0.04484221062524806,0.04192465912227669,0.03457399501114994
53.4,0.08753591035837893,0.0460419500496049,0.042887795103070246,0.0329434596240078
53.6,0.08579716916998224,0.04430109938084848,0.042403609264317445,0.032174838388834
53.8,0.08497373373163854,0.0423620339999386,0.045016526096186525,0.033636023186025245
54.0,0.08272316795157464,0.04109450293032555,0.04497889840312934,0.035167404017318805
54.2,0.08313118490793005,0.04130722968137256,0.0447252032651783,0.034389792771239255
54.4,0.08475933124747519,0.04160453357338,0.04676586558069337,0.03377861954172319
54.6,0.0839129755747561,0.03947988869540748,0.0463839890681251,0.035584200039141596
54.8,0.08336170355159102,0.03944422460758856,0.04545655080749508,0.0371772470256097
55.0,0.08370768211659281,0.042523740531005425,0.045607677093044564,0.037131718808410895
55.2,0.08267356895678077,0.04408930365533273,0.043356174864735475,0.038320732825836645
55.4,0.08379902000993966,0.04403373386203162,0.040237234430301444,0.039946742935496014
55.6,0.08729228510197791,0.043234293032277805,0.04075449085473485,0.042685159809372694
55.8,0.08928411236544294,0.04342676553989445,0.044417347431297396,0.044559565289375755
56.0,0.09113205408482296,0.04495345117053349,0.04822080460247228,0.04389936908673608
56.2,0.09324919941123734,0.04532648233134271,0.04886108320328298,0.04266386112407938
56.4,0.09349744135688497,0.04848141117462477,0.04802243674612947,0.04128621639674736
56.6,0.09122451798488827,0.050850100658123676,0.046044604408113636,0.0420926223818603
56.8,0.08916390601423067,0.05050834329822648,0.044763081432697485,0.043815916568047085
57.0,0.08793391599587862,0.050573090916846954,0.04627882556934729,0.04335827246585659
57.2,0.08735163335869901,0.05067680807808574,0.05002346598689404,0.043668916453545384
57.4,0.08479780056212848,0.052404633378880634,0.05025497029247358,0.04514290508018312
57.6,0.08251889840456947,0.053257795934123504,0.04662991598947304,0.04346566557001081
57.8,0.0825444697063191,0.053972159641512085,0.04501330546230975,0.04112404723108875
58.0,0.08304005713628025,0.05537537786659268,0.04170608348962706,0.042018293580025345
58.2,0.08263310857744949,0.05689602743917779,0.040808867910676914,0.04296395237461154
58.4,0.08086777364048106,0.05839294330841064,0.04137485370320744,0.042121990279354066
58.6,0.07998110500681321,0.05776074706741292,0.0396641448182539,0.0403993291218871
58.8,0.07950741904032434,0.05552827904711314,0.03883516951651905,0.03898132094254693
59.0,0.07952651989172022,0.05308755081071981,0.035598309763289884,0.04003703296586812
59.2,0.0801664924782664,0.05269345829867922,0.03320039196195101,0.04067510953271814
59.4,0.08163299296426933,0.0542843312947567,0.033577870292311775,0.038866666742302707
59.6,0.08460061214359366,0.05551502681759047,0.03488034877543131,0.03838163642840274
59.8,0.08586724132037774,0.056998413589936854,0.038300020397954326,0.03645270743551034
60.0,0.085206935848003,0.05996720822762256,0.039726277272471515,0.034573447914698734
60.2,0.085021021805847,0.06045765583110654,0.038964851387638666,0.034439791816969725
60.4,0.08417175848999918,0.058942347236148815,0.03982746781481847,0.035687813876137384
60.6,0.08424704901082242,0.058327224371347,0.04213374940693398,0.037199427609118214
60.8,0.08468421539786514,0.05755331049216424,0.04397012671023342,0.037454366965184234
61.0,0.08510476972706794,0.059315771193771724,0.044570109698032365,0.03645963377918589
61.2,0.08727023854698596,0.060743417794545916,0.0443501192710268,0.035489686111284696
61.4,0.08550133846055082,0.06049810023526781,0.04400052123742734,0.03466685366621488
61.6,0.0818470056363189,0.06029985541443915,0.04142111829596767,0.03281820185240055
61.8,0.08066452570455891,0.05829974265075032,0.03808454028318225,0.03210151300026537
62.0,0.07959995697194681,0.058075735404584605,0.03654470594336558,0.03129422276178402
62.2,0.07988188183201247,0.059757871622934826,0.03380390455805164,0.030707858731426802
62.4,0.08098900901022313,0.05832535959307316,0.029591042518144352,0.029913627169681902
62.6,0.082932281458816,0.05470709199150508,0.02864275727243731,0.026928129569681117
62.8,0.084680801966616,0.05239273676504264,0.02943028602458055,0.024816686221646605
63.0,0.08586433557064788,0.05278904224579764,0.02985209708763552,0.023404689164635162
63.2,0.08365026586130353,0.05365493124580437,0.029149990644415518,0.02174690266878793
63.4,0.07971864412587387,0.05226249071732756,0.031850351889463384,0.02104521389928662
63.6,0.07902158976717451,0.05079836703864972,0.03577767514300532,0.019587318767022886
63.8,0.07653982766652247,0.049456239956544704,0.0346588777393947,0.018150284929317768
64.0,0.07307364789374099,0.04744376039132861,0.03712165603708712,0.017219352118649105
64.2,0.07354774020010184,0.04685886209179391,0.04079338484921962,0.01510391800993298
64.4,0.0762029277575479,0.04664607393480758,0.041063081089582544,0.012875116073634098
64.6,0.07689416989945685,0.048259769358023015,0.038168778354213506,0.012082140977664899
64.8,0.07643739394822777,0.05077251741990339,0.035861407105522665,0.012520746470154697
65.0,0.07761104828290882,0.050373915296803344,0.035509602131610474,0.013493664961452611
65.2,0.07898952029507103,0.05031487532743943,0.03475346004144964,0.012700239574858914
65.4,0.07738242875420956,0.051272377236132344,0.034813506142087294,0.012093842015955574
65.6,0.07565024100641496,0.05246789250856864,0.03660946606069662,0.013245525272464599
65.8,0.07520306510954972,0.05387719134241246,0.038911924300934986,0.014217112450292679
66.0,0.07475890205632409,0.05165170992146579,0.03859232935971469,0.012645658713812975
66.2,0.07320230260827407,0.048633611428806726,0.03814639575596371,0.00982569594170591
66.4,0.07180925622157548,0.04732809712966866,0.039219026461972145,0.008536606243105127
66.6,0.07245132516696799,0.04484459219120111,0.04318500888371635,0.007974525491927132
66.8,0.0724494951138042,0.042733342854208434,0.04581183949192214,0.009592846871793414
67.0,0.07112587726118849,0.040331854017738616,0.04392259683641882,0.011734944196400155
67.2,0.07101261347094757,0.039119804422335105,0.04359750197784135,0.013799755885136268
67.4,0.07280321771812989,0.04159324984350497,0.04264922164606078,0.015150960818996091
67.6,0.07597260228138857,0.04388418951617435,0.04104809262110303,0.015066125034203234
67.8,0.07819125958121155,0.04371928322274845,0.04206050369433981,0.01542546815279875
68.0,0.07856420636407249,0.04054187776896364,0.043127360771690555,0.015535356185699638
68.2,0.07998234173001918,0.038578360819561036,0.04443436921889035,0.015782520245593266
68.4,0.07995895897575679,0.03866431989628702,0.04614599180407279,0.015809757946274615
68.6,0.07980289021081034,0.04040861839243725,0.04614430378875741,0.015133668202803636
68.8,0.08085623120451257,0.0441769481030772,0.0454876496313077,0.0124252717713905
69.0,0.08123479381285859,0.04697873866998519,0.046081199218168827,0.008645671739628411
69.2,0.08148153337536501,0.049955221501303514,0.0501550425320371,0.00786119831181491
69.4,0.08164530966384283,0.05105363478693588,0.0531187374401825,0.005650622315026567
