iteration,image_index,energy_eV,relative_energy_eV,energy_valid,source_sha256
7,2,-133596.68543314282,0.46458986969082616,True,7e902690d0d22cdb1737310eab8610b0dcb0b4e539eafae92b3ceb33946f59cd
7,3,-133596.38420947272,0.7658135397941805,True,7e902690d0d22cdb1737310eab8610b0dcb0b4e539eafae92b3ceb33946f59cd
7,4,-133596.65738513708,0.4926378754316829,True,7e902690d0d22cdb1737310eab8610b0dcb0b4e539eafae92b3ceb33946f59cd
7,5,-133596.32962306184,0.8203999506658874,True,7e902690d0d22cdb1737310eab8610b0dcb0b4e539eafae92b3ceb33946f59cd
8,1,-133597.1500230125,0.0,True,85cd9c08bf3b15b0b9b5e3fef9251c8fd282518a9164ddb687b530fb6f77b102
8,2,-133596.68958097717,0.46044203534256667,True,85cd9c08bf3b15b0b9b5e3fef9251c8fd282518a9164ddb687b530fb6f77b102
8,3,-133596.38623080796,0.7637922045541927,True,85cd9c08bf3b15b0b9b5e3fef9251c8fd282518a9164ddb687b530fb6f77b102
8,4,-133596.6603765147,0.4896464978228323,True,85cd9c08bf3b15b0b9b5e3fef9251c8fd282518a9164ddb687b530fb6f77b102
8,5,-133596.32962306184,0.8203999506658874,True,85cd9c08bf3b15b0b9b5e3fef9251c8fd282518a9164ddb687b530fb6f77b102
9,1,-133597.1500230125,0.0,True,21412d3ec55f45273b368837f2a7e8433ccbda7e9e116a04e7aa8836cc99201b
9,2,-133596.6977251464,0.45229786611162126,True,21412d3ec55f45273b368837f2a7e8433ccbda7e9e116a04e7aa8836cc99201b
9,3,-133596.3902883413,0.7597346712136641,True,21412d3ec55f45273b368837f2a7e8433ccbda7e9e116a04e7aa8836cc99201b
9,4,-133596.66626773085,0.4837552816607058,True,21412d3ec55f45273b368837f2a7e8433ccbda7e9e116a04e7aa8836cc99201b
9,5,-133596.32962306184,0.8203999506658874,True,21412d3ec55f45273b368837f2a7e8433ccbda7e9e116a04e7aa8836cc99201b
10,1,-133597.1500230125,0.0,True,5bba0d5e5edca3e6164f43b92fdab50d11c61e0df9ada1c0a1f0d11eab886f96
10,2,-133596.7171592246,0.43286378792254254,True,5bba0d5e5edca3e6164f43b92fdab50d11c61e0df9ada1c0a1f0d11eab886f96
10,3,-133596.39998257995,0.7500404325546697,True,5bba0d5e5edca3e6164f43b92fdab50d11c61e0df9ada1c0a1f0d11eab886f96
10,4,-133596.6800588532,0.4699641593033448,True,5bba0d5e5edca3e6164f43b92fdab50d11c61e0df9ada1c0a1f0d11eab886f96
10,5,-133596.32962306184,0.8203999506658874,True,5bba0d5e5edca3e6164f43b92fdab50d11c61e0df9ada1c0a1f0d11eab886f96
11,1,-133597.1500230125,0.0,True,51405de7fb48767cace94ba46a59f58778c9a6bb8ed2c62ab0952371df44b862
11,2,-133596.7525258633,0.39749714921345003,True,51405de7fb48767cace94ba46a59f58778c9a6bb8ed2c62ab0952371df44b862
11,3,-133596.4185704956,0.7314525169203989,True,51405de7fb48767cace94ba46a59f58778c9a6bb8ed2c62ab0952371df44b862
11,4,-133596.7052202479,0.44480276459944434,True,51405de7fb48767cace94ba46a59f58778c9a6bb8ed2c62ab0952371df44b862
11,5,-133596.32962306184,0.8203999506658874,True,51405de7fb48767cace94ba46a59f58778c9a6bb8ed2c62ab0952371df44b862
12,1,-133597.1500230125,0.0,True,38840c7970a71070ba27db297679f2c10062541e772aacb74a2da35cbdc5eaa0
12,2,-133596.7956849396,0.35433807290974073,True,38840c7970a71070ba27db297679f2c10062541e772aacb74a2da35cbdc5eaa0
12,3,-133596.44307699113,0.7069460213824641,True,38840c7970a71070ba27db297679f2c10062541e772aacb74a2da35cbdc5eaa0
12,4,-133596.7360718809,0.4139511316025164,True,38840c7970a71070ba27db297679f2c10062541e772aacb74a2da35cbdc5eaa0
12,5,-133596.32962306184,0.8203999506658874,True,38840c7970a71070ba27db297679f2c10062541e772aacb74a2da35cbdc5eaa0
13,1,-133597.1500230125,0.0,True,7e8e1a4647d0e0e5a9736ad5e2f92ac05276adb2d4c09ef0fa26ea8b890d9630
13,2,-133596.86853940986,0.28148360265186056,True,7e8e1a4647d0e0e5a9736ad5e2f92ac05276adb2d4c09ef0fa26ea8b890d9630
13,3,-133596.48993246487,0.6600905476370826,True,7e8e1a4647d0e0e5a9736ad5e2f92ac05276adb2d4c09ef0fa26ea8b890d9630
13,4,-133596.78887080576,0.3611522067512851,True,7e8e1a4647d0e0e5a9736ad5e2f92ac05276adb2d4c09ef0fa26ea8b890d9630
13,5,-133596.32962306184,0.8203999506658874,True,7e8e1a4647d0e0e5a9736ad5e2f92ac05276adb2d4c09ef0fa26ea8b890d9630
14,1,-133597.1500230125,0.0,True,c04a4437f677d7ec065c1c490ab981369171eeb3315071b28055f53ffb02e5a1
14,2,-133596.88633700617,0.26368600633577444,True,c04a4437f677d7ec065c1c490ab981369171eeb3315071b28055f53ffb02e5a1
14,3,-133596.5031966143,0.6468263982096687,True,c04a4437f677d7ec065c1c490ab981369171eeb3315071b28055f53ffb02e5a1
14,4,-133596.80249464887,0.3475283636362292,True,c04a4437f677d7ec065c1c490ab981369171eeb3315071b28055f53ffb02e5a1
14,5,-133596.32962306184,0.8203999506658874,True,c04a4437f677d7ec065c1c490ab981369171eeb3315071b28055f53ffb02e5a1
15,1,-133597.1500230125,0.0,True,862becb9f3bb0c43b92d5a1910985d299a2cb142a0fecd5fbf4e6661a2122e85
15,2,-133596.893950167,0.2560728455136996,True,862becb9f3bb0c43b92d5a1910985d299a2cb142a0fecd5fbf4e6661a2122e85
15,3,-133596.50992050156,0.6401025109516922,True,862becb9f3bb0c43b92d5a1910985d299a2cb142a0fecd5fbf4e6661a2122e85
15,4,-133596.80914330485,0.34087970765540376,True,862becb9f3bb0c43b92d5a1910985d299a2cb142a0fecd5fbf4e6661a2122e85
15,5,-133596.32962306184,0.8203999506658874,True,862becb9f3bb0c43b92d5a1910985d299a2cb142a0fecd5fbf4e6661a2122e85
16,1,-133597.1500230125,0.0,True,178353d2717e09e09d7c3c772976b8d890e731d229da3559167818907fbaa325
16,2,-133596.8990488597,0.2509741528192535,True,178353d2717e09e09d7c3c772976b8d890e731d229da3559167818907fbaa325
16,3,-133596.51551502926,0.6345079832535703,True,178353d2717e09e09d7c3c772976b8d890e731d229da3559167818907fbaa325
16,4,-133596.81452691706,0.3354960954457056,True,178353d2717e09e09d7c3c772976b8d890e731d229da3559167818907fbaa325
16,5,-133596.32962306184,0.8203999506658874,True,178353d2717e09e09d7c3c772976b8d890e731d229da3559167818907fbaa325
17,1,-133597.1500230125,0.0,True,ea0f782c40048b72f33c79e391b23ffe7975b7291412ce2e8bae49b4046363f6
17,2,-133596.90145306182,0.24856995069421828,True,ea0f782c40048b72f33c79e391b23ffe7975b7291412ce2e8bae49b4046363f6
17,3,-133596.51935432997,0.6306686825409997,True,ea0f782c40048b72f33c79e391b23ffe7975b7291412ce2e8bae49b4046363f6
17,4,-133596.81811977515,0.33190323735470884,True,ea0f782c40048b72f33c79e391b23ffe7975b7291412ce2e8bae49b4046363f6
17,5,-133596.32962306184,0.8203999506658874,True,ea0f782c40048b72f33c79e391b23ffe7975b7291412ce2e8bae49b4046363f6
18,1,-133597.1500230125,0.0,True,dbe26922ace0291481cb67721ac763a856175079506b04a1bd41a1d662c9d9a5
18,2,-133596.91132029417,0.23870271834312007,True,dbe26922ace0291481cb67721ac763a856175079506b04a1bd41a1d662c9d9a5
18,3,-133596.53696960182,0.6130534106923733,True,dbe26922ace0291481cb67721ac763a856175079506b04a1bd41a1d662c9d9a5
18,4,-133596.83418787288,0.31583513962686993,True,dbe26922ace0291481cb67721ac763a856175079506b04a1bd41a1d662c9d9a5
18,5,-133596.32962306184,0.8203999506658874,True,dbe26922ace0291481cb67721ac763a856175079506b04a1bd41a1d662c9d9a5
19,1,-133597.1500230125,0.0,True,1f51cc4f09ad63170dc09936b5d484d67b966c657dc45ebc2ee6d04890a12c8a
19,2,-133596.93295135166,0.21707166085252538,True,1f51cc4f09ad63170dc09936b5d484d67b966c657dc45ebc2ee6d04890a12c8a
19,3,-133596.5782964974,0.5717265151033644,True,1f51cc4f09ad63170dc09936b5d484d67b966c657dc45ebc2ee6d04890a12c8a
19,4,-133596.8697455464,0.2802774661104195,True,1f51cc4f09ad63170dc09936b5d484d67b966c657dc45ebc2ee6d04890a12c8a
19,5,-133596.32962306184,0.8203999506658874,True,1f51cc4f09ad63170dc09936b5d484d67b966c657dc45ebc2ee6d04890a12c8a
20,1,-133597.1500230125,0.0,True,2eea3eb31a0377b6e12b99668ca79368a50716e162350e4d4c09d14f19cbaa37
20,2,-133596.9588834218,0.19113959072274156,True,2eea3eb31a0377b6e12b99668ca79368a50716e162350e4d4c09d14f19cbaa37
20,3,-133596.6317243073,0.5182987051957753,True,2eea3eb31a0377b6e12b99668ca79368a50716e162350e4d4c09d14f19cbaa37
20,4,-133596.91089558974,0.23912742277025245,True,2eea3eb31a0377b6e12b99668ca79368a50716e162350e4d4c09d14f19cbaa37
20,5,-133596.32962306184,0.8203999506658874,True,2eea3eb31a0377b6e12b99668ca79368a50716e162350e4d4c09d14f19cbaa37
21,1,-133597.1500230125,0.0,True,efc0184415e5f24b44abcdb881ac40614f1fe4a0a4c762d82975f3cdc9668e21
21,2,-133596.9910603799,0.15896263261674903,True,efc0184415e5f24b44abcdb881ac40614f1fe4a0a4c762d82975f3cdc9668e21
21,3,-133596.7038395857,0.4461834268004168,True,efc0184415e5f24b44abcdb881ac40614f1fe4a0a4c762d82975f3cdc9668e21
21,4,-133596.9558336077,0.19418940480682068,True,efc0184415e5f24b44abcdb881ac40614f1fe4a0a4c762d82975f3cdc9668e21
21,5,-133596.32962306184,0.8203999506658874,True,efc0184415e5f24b44abcdb881ac40614f1fe4a0a4c762d82975f3cdc9668e21
22,1,-133597.1500230125,0.0,True,f24f26d60f20c831a6580d02cadef47b32837ccef814da33dbec6a815da906d3
22,2,-133596.99669988255,0.15332312995451503,True,f24f26d60f20c831a6580d02cadef47b32837ccef814da33dbec6a815da906d3
22,3,-133596.7174720603,0.43255095221684314,True,f24f26d60f20c831a6580d02cadef47b32837ccef814da33dbec6a815da906d3
22,4,-133596.9626064374,0.18741657512146048,True,f24f26d60f20c831a6580d02cadef47b32837ccef814da33dbec6a815da906d3
22,5,-133596.32962306184,0.8203999506658874,True,f24f26d60f20c831a6580d02cadef47b32837ccef814da33dbec6a815da906d3
23,1,-133597.1500230125,0.0,True,358f07bfaa2fa93c488c9ac084caf7c251585b979723abeab87ccb5b13296cc6
23,2,-133596.99896056368,0.15106244882917963,True,358f07bfaa2fa93c488c9ac084caf7c251585b979723abeab87ccb5b13296cc6
23,3,-133596.72317851114,0.42684450137312524,True,358f07bfaa2fa93c488c9ac084caf7c251585b979723abeab87ccb5b13296cc6
23,4,-133596.9652228421,0.18480017042020336,True,358f07bfaa2fa93c488c9ac084caf7c251585b979723abeab87ccb5b13296cc6
23,5,-133596.32962306184,0.8203999506658874,True,358f07bfaa2fa93c488c9ac084caf7c251585b979723abeab87ccb5b13296cc6
24,1,-133597.1500230125,0.0,True,8608472584fcec6fe5e16b6eef8e9be888b9b5e5a1a11377291395f695de2498
24,2,-133597.00068873432,0.14933427819050848,True,8608472584fcec6fe5e16b6eef8e9be888b9b5e5a1a11377291395f695de2498
24,3,-133596.72765539642,0.42236761609092355,True,8608472584fcec6fe5e16b6eef8e9be888b9b5e5a1a11377291395f695de2498
24,4,-133596.96713170724,0.18289130527409725,True,8608472584fcec6fe5e16b6eef8e9be888b9b5e5a1a11377291395f695de2498
24,5,-133596.32962306184,0.8203999506658874,True,8608472584fcec6fe5e16b6eef8e9be888b9b5e5a1a11377291395f695de2498
25,1,-133597.1500230125,0.0,True,17ef94b2efce7851dc740bf316952579896a2673b9ba08cbe3f5bb801d6b68d0
25,2,-133597.001975471,0.14804754150100052,True,17ef94b2efce7851dc740bf316952579896a2673b9ba08cbe3f5bb801d6b68d0
25,3,-133596.73111038803,0.41891262447461486,True,17ef94b2efce7851dc740bf316952579896a2673b9ba08cbe3f5bb801d6b68d0
25,4,-133596.9685243751,0.18149863742291927,True,17ef94b2efce7851dc740bf316952579896a2673b9ba08cbe3f5bb801d6b68d0
25,5,-133596.32962306184,0.8203999506658874,True,17ef94b2efce7851dc740bf316952579896a2673b9ba08cbe3f5bb801d6b68d0
26,1,-133597.1500230125,0.0,True,34616efa0b134769dfbfe6a0a0e407ff0f4dd04305947f51cef68fc093f391c7
26,2,-133597.00891430103,0.141108711482957,True,34616efa0b134769dfbfe6a0a0e407ff0f4dd04305947f51cef68fc093f391c7
26,3,-133596.7498281591,0.4001948533987161,True,34616efa0b134769dfbfe6a0a0e407ff0f4dd04305947f51cef68fc093f391c7
26,4,-133596.97571965883,0.17430335367680527,True,34616efa0b134769dfbfe6a0a0e407ff0f4dd04305947f51cef68fc093f391c7
26,5,-133596.32962306184,0.8203999506658874,True,34616efa0b134769dfbfe6a0a0e407ff0f4dd04305947f51cef68fc093f391c7
27,1,-133597.1500230125,0.0,True,897aafd8274bbbff072b2589e9a11c7437e843b6ad447815e853eead17107e44
27,2,-133597.02470783857,0.12531517393654212,True,897aafd8274bbbff072b2589e9a11c7437e843b6ad447815e853eead17107e44
27,3,-133596.79304787054,0.3569751419709064,True,897aafd8274bbbff072b2589e9a11c7437e843b6ad447815e853eead17107e44
27,4,-133596.9905657041,0.15945730841485783,True,897aafd8274bbbff072b2589e9a11c7437e843b6ad447815e853eead17107e44
27,5,-133596.32962306184,0.8203999506658874,True,897aafd8274bbbff072b2589e9a11c7437e843b6ad447815e853eead17107e44
28,1,-133597.1500230125,0.0,True,bb7980163a659677b2dca46f99f2e512bdf9a39f9e44322a1aafb2637d76068a
28,2,-133597.04232413357,0.10769887894275598,True,bb7980163a659677b2dca46f99f2e512bdf9a39f9e44322a1aafb2637d76068a
28,3,-133596.84245399814,0.3075690143741667,True,bb7980163a659677b2dca46f99f2e512bdf9a39f9e44322a1aafb2637d76068a
28,4,-133597.0042675051,0.1457555074011907,True,bb7980163a659677b2dca46f99f2e512bdf9a39f9e44322a1aafb2637d76068a
28,5,-133596.32962306184,0.8203999506658874,True,bb7980163a659677b2dca46f99f2e512bdf9a39f9e44322a1aafb2637d76068a
29,1,-133597.1500230125,0.0,True,819d7cd74643f2ebbc85dbdb579e5d76a27ead9c1c339f15ff349b8b9a9d2f78
29,2,-133597.06039685602,0.08962615649215877,True,819d7cd74643f2ebbc85dbdb579e5d76a27ead9c1c339f15ff349b8b9a9d2f78
29,3,-133596.89442654856,0.2555964639468584,True,819d7cd74643f2ebbc85dbdb579e5d76a27ead9c1c339f15ff349b8b9a9d2f78
29,4,-133597.0143729704,0.13565004209522158,True,819d7cd74643f2ebbc85dbdb579e5d76a27ead9c1c339f15ff349b8b9a9d2f78
29,5,-133596.32962306184,0.8203999506658874,True,819d7cd74643f2ebbc85dbdb579e5d76a27ead9c1c339f15ff349b8b9a9d2f78
30,1,-133597.1500230125,0.0,True,301ee37bfb671d2ec26bb666bb82c72f17fdfc1b264b774c995a00caa0c06fb9
30,2,-133597.06365816787,0.08636484463931993,True,301ee37bfb671d2ec26bb666bb82c72f17fdfc1b264b774c995a00caa0c06fb9
30,3,-133596.902618218,0.24740479449974373,True,301ee37bfb671d2ec26bb666bb82c72f17fdfc1b264b774c995a00caa0c06fb9
30,4,-133597.01549798436,0.1345250281447079,True,301ee37bfb671d2ec26bb666bb82c72f17fdfc1b264b774c995a00caa0c06fb9
30,5,-133596.32962306184,0.8203999506658874,True,301ee37bfb671d2ec26bb666bb82c72f17fdfc1b264b774c995a00caa0c06fb9
31,1,-133597.1500230125,0.0,True,a68362d43bd17fb6f1fc88a7aa5084a650ad239cc87f641534964077d406edbc
31,2,-133597.06556317443,0.08445983807905577,True,a68362d43bd17fb6f1fc88a7aa5084a650ad239cc87f641534964077d406edbc
31,3,-133596.90623533507,0.24378767743473873,True,a68362d43bd17fb6f1fc88a7aa5084a650ad239cc87f641534964077d406edbc
31,4,-133597.01593391894,0.13408909356803633,True,a68362d43bd17fb6f1fc88a7aa5084a650ad239cc87f641534964077d406edbc
31,5,-133596.32962306184,0.8203999506658874,True,a68362d43bd17fb6f1fc88a7aa5084a650ad239cc87f641534964077d406edbc
32,1,-133597.1500230125,0.0,True,779354de8c9391d2b913dc7a86356da96a3ef07462996becd5792cb917261b2f
32,2,-133597.06783830756,0.08218470495194197,True,779354de8c9391d2b913dc7a86356da96a3ef07462996becd5792cb917261b2f
32,3,-133596.9096515151,0.2403714974061586,True,779354de8c9391d2b913dc7a86356da96a3ef07462996becd5792cb917261b2f
32,4,-133597.016296195,0.1337268174975179,True,779354de8c9391d2b913dc7a86356da96a3ef07462996becd5792cb917261b2f
32,5,-133596.32962306184,0.8203999506658874,True,779354de8c9391d2b913dc7a86356da96a3ef07462996becd5792cb917261b2f
33,1,-133597.1500230125,0.0,True,3a320f0720d67d85fff7ef3e5e6f7e2ec8694d937f24155e9e1248672c54ab91
33,2,-133597.07084156023,0.07918145228177309,True,3a320f0720d67d85fff7ef3e5e6f7e2ec8694d937f24155e9e1248672c54ab91
33,3,-133596.91347254885,0.23655046365456656,True,3a320f0720d67d85fff7ef3e5e6f7e2ec8694d937f24155e9e1248672c54ab91
33,4,-133597.0166369496,0.13338606292381883,True,3a320f0720d67d85fff7ef3e5e6f7e2ec8694d937f24155e9e1248672c54ab91
33,5,-133596.32962306184,0.8203999506658874,True,3a320f0720d67d85fff7ef3e5e6f7e2ec8694d937f24155e9e1248672c54ab91
34,1,-133597.1500230125,0.0,True,0be7a68c8f3d2b69902ca7c0e1e40031837e90ce127afff481ed300a3db2de18
34,2,-133597.09394450334,0.056078509165672585,True,0be7a68c8f3d2b69902ca7c0e1e40031837e90ce127afff481ed300a3db2de18
34,3,-133596.9425748543,0.20744815820944495,True,0be7a68c8f3d2b69902ca7c0e1e40031837e90ce127afff481ed300a3db2de18
34,4,-133597.01881657346,0.13120643905131146,True,0be7a68c8f3d2b69902ca7c0e1e40031837e90ce127afff481ed300a3db2de18
34,5,-133596.32962306184,0.8203999506658874,True,0be7a68c8f3d2b69902ca7c0e1e40031837e90ce127afff481ed300a3db2de18
35,1,-133597.1500230125,0.0,True,08803faf4e227843e2597302dbe18d23bc080a9f1c27fd20d1c9d052402ac7f6
35,2,-133597.14775334887,0.0022696636442560703,True,08803faf4e227843e2597302dbe18d23bc080a9f1c27fd20d1c9d052402ac7f6
35,3,-133597.0117407749,0.13828223760356195,True,08803faf4e227843e2597302dbe18d23bc080a9f1c27fd20d1c9d052402ac7f6
35,4,-133597.02120563792,0.12881737458519638,True,08803faf4e227843e2597302dbe18d23bc080a9f1c27fd20d1c9d052402ac7f6
35,5,-133596.32962306184,0.8203999506658874,True,08803faf4e227843e2597302dbe18d23bc080a9f1c27fd20d1c9d052402ac7f6
36,1,-133597.1500230125,0.0,True,e879c137dc2eec64934d9bba35eebf62e095adea4d49a0b28eb547a072329a24
36,2,-133597.1943370353,-0.04431402278714813,True,e879c137dc2eec64934d9bba35eebf62e095adea4d49a0b28eb547a072329a24
36,3,-133597.07357158334,0.07645142916589975,True,e879c137dc2eec64934d9bba35eebf62e095adea4d49a0b28eb547a072329a24
36,4,-133597.01934110286,0.1306819096498657,True,e879c137dc2eec64934d9bba35eebf62e095adea4d49a0b28eb547a072329a24
36,5,-133596.32962306184,0.8203999506658874,True,e879c137dc2eec64934d9bba35eebf62e095adea4d49a0b28eb547a072329a24
37,1,-133597.1500230125,0.0,True,4ba43f2fa35088e9470855f8aa646af061ecf6291ca518bce56f35e08638a0ef
37,2,-133597.2263266702,-0.07630365769728087,True,4ba43f2fa35088e9470855f8aa646af061ecf6291ca518bce56f35e08638a0ef
37,3,-133597.11722990152,0.03279311099322513,True,4ba43f2fa35088e9470855f8aa646af061ecf6291ca518bce56f35e08638a0ef
37,4,-133597.01575565984,0.13426735266693868,True,4ba43f2fa35088e9470855f8aa646af061ecf6291ca518bce56f35e08638a0ef
37,5,-133596.32962306184,0.8203999506658874,True,4ba43f2fa35088e9470855f8aa646af061ecf6291ca518bce56f35e08638a0ef
38,1,-133597.1500230125,0.0,True,82e1d1a3442fcf8631bcc05d1ba9fcbd02cac6a0eea8c34ac3fc613eeb17560e
38,2,-133597.2302344239,-0.08021141140488908,True,82e1d1a3442fcf8631bcc05d1ba9fcbd02cac6a0eea8c34ac3fc613eeb17560e
38,3,-133597.12239506075,0.02762795175658539,True,82e1d1a3442fcf8631bcc05d1ba9fcbd02cac6a0eea8c34ac3fc613eeb17560e
38,4,-133597.0153424903,0.13468052219832316,True,82e1d1a3442fcf8631bcc05d1ba9fcbd02cac6a0eea8c34ac3fc613eeb17560e
38,5,-133596.32962306184,0.8203999506658874,True,82e1d1a3442fcf8631bcc05d1ba9fcbd02cac6a0eea8c34ac3fc613eeb17560e
39,1,-133597.1500230125,0.0,True,83756c3bbc7aff389f46ca6d6f19ef9bb542a30c6c18a3b000c7fd4c903bf16a
39,2,-133597.23216935756,-0.0821463450556621,True,83756c3bbc7aff389f46ca6d6f19ef9bb542a30c6c18a3b000c7fd4c903bf16a
39,3,-133597.12471690495,0.025306107563665137,True,83756c3bbc7aff389f46ca6d6f19ef9bb542a30c6c18a3b000c7fd4c903bf16a
39,4,-133597.0152427742,0.1347802382952068,True,83756c3bbc7aff389f46ca6d6f19ef9bb542a30c6c18a3b000c7fd4c903bf16a
39,5,-133596.32962306184,0.8203999506658874,True,83756c3bbc7aff389f46ca6d6f19ef9bb542a30c6c18a3b000c7fd4c903bf16a
40,1,-133597.1500230125,0.0,True,6686c2992de380b7e47a49c74d5c2d69b3e17d132bd94ef651aa91378f987f8a
40,2,-133597.23461465162,-0.08459163911174983,True,6686c2992de380b7e47a49c74d5c2d69b3e17d132bd94ef651aa91378f987f8a
40,3,-133597.12746504,0.022557972522918135,True,6686c2992de380b7e47a49c74d5c2d69b3e17d132bd94ef651aa91378f987f8a
40,4,-133597.0152613351,0.1347616774146445,True,6686c2992de380b7e47a49c74d5c2d69b3e17d132bd94ef651aa91378f987f8a
40,5,-133596.32962306184,0.8203999506658874,True,6686c2992de380b7e47a49c74d5c2d69b3e17d132bd94ef651aa91378f987f8a
41,1,-133597.1500230125,0.0,True,37115e810e527b0565c9363146c8db9fd950f72e83550b669b2238b146b0246c
41,2,-133597.23907735982,-0.0890543473069556,True,37115e810e527b0565c9363146c8db9fd950f72e83550b669b2238b146b0246c
41,3,-133597.1322989849,0.017724027595249936,True,37115e810e527b0565c9363146c8db9fd950f72e83550b669b2238b146b0246c
41,4,-133597.01541356376,0.13460944875259884,True,37115e810e527b0565c9363146c8db9fd950f72e83550b669b2238b146b0246c
41,5,-133596.32962306184,0.8203999506658874,True,37115e810e527b0565c9363146c8db9fd950f72e83550b669b2238b146b0246c
42,1,-133597.1500230125,0.0,True,1f2f5220fa01374889edffbc260cfece913b0e8e90f14d54ebd90794258ab33f
