time_fs,temperature_K,pot_energy_eV,pot_energy_per_atom_eV,kin_energy_eV,kin_energy_per_atom_eV,total_energy_eV,volume_A3,com_vx,com_vy,com_vz
70.0,259.91530946107565,-4491419.754595195,-2190.9364656561925,68.87311450077841,0.03359664121989191,-4491350.881480694,150190.66347414991,-3.609322195204364e-16,-2.388722590795614e-15,-3.604978447783075e-15
75.0,252.98004590288275,-4491417.213700718,-2190.9352261954723,67.03538819628757,0.03270018936404272,-4491350.178312522,150190.66347414991,1.239600436017676e-15,-2.925086059627478e-15,-3.28642198466151e-15
80.0,251.2508344943932,-4491416.129780569,-2190.934697453936,66.57717672894502,0.03247667157509513,-4491349.55260384,150190.66347414991,1.2114718082176708e-15,-2.6792559098420543e-15,-4.178737980443482e-15
85.0,254.14016329340052,-4491416.307430993,-2190.9347841126796,67.34279947589687,0.03285014608580335,-4491348.9646315165,150190.66347414991,1.9520794003295597e-15,-2.8111131975533292e-15,-3.753343390185946e-15
90.0,262.184030176318,-4491417.472205823,-2190.9353522955234,69.47428671304695,0.033889895957583877,-4491347.997919111,150190.66347414991,-9.016834330133071e-16,-2.9404454548939715e-15,-1.7586036083235662e-15
95.0,272.5203189112371,-4491419.325833125,-2190.9362565039632,72.21322655860384,0.0352259641749287,-4491347.112606566,150190.66347414991,-2.4713289023526476e-15,-3.3155069836137066e-15,-1.837863333575801e-15
100.00000000000001,283.98637391070275,-4491421.551092088,-2190.9373419961407,75.25153515415305,0.036708065928855144,-4491346.299556934,150190.66347414991,-2.8684164087163703e-15,-3.869714965321931e-15,-2.608106808458805e-15
105.0,296.4708262182615,-4491423.931021452,-2190.938502937294,78.55970162976716,0.03832180567305715,-4491345.371319822,150190.66347414991,-1.43380386835455e-15,-4.7511501284767245e-15,-1.964555208281179e-15
109.99999999999999,308.44943656384703,-4491426.302815156,-2190.9396599098322,81.73382863137525,0.03987016030798792,-4491344.568986525,150190.66347414991,-7.488401472720043e-16,-5.445679096187367e-15,-2.0428138250010238e-15
115.0,319.186452542354,-4491428.479194717,-2190.9407215583983,84.57895434720056,0.04125802651082954,-4491343.900240369,150190.66347414991,-1.2035842784519793e-15,-5.300804985245303e-15,-1.7566759535591173e-15
120.0,328.9763600426967,-4491430.389251285,-2190.94165329331,87.17311250441409,0.042523469514348336,-4491343.216138781,150190.66347414991,-1.5547076251958235e-15,-6.297418507429897e-15,-1.1754343133613415e-15
125.0,337.95826426031084,-4491432.01518786,-2190.9424464331023,89.55316360220219,0.04368447004985473,-4491342.4620242575,150190.66347414991,-2.3998503562174195e-15,-5.785301273210049e-15,-2.183480648496449e-15
130.0,346.02188099742415,-4491433.301472364,-2190.943073888958,91.68988421314707,0.04472677278690101,-4491341.611588151,150190.66347414991,-3.3270913334745997e-15,-5.652126754743067e-15,-2.5545798488562225e-15
135.0,351.72971342548817,-4491434.264513963,-2190.9435436653475,93.2023622475669,0.045464566950032634,-4491341.062151715,150190.66347414991,-4.0469535006254714e-15,-6.595075815671231e-15,-1.901515853563382e-15
140.0,356.1525166130261,-4491434.958376389,-2190.943882134824,94.37432949713488,0.046036258291285305,-4491340.584046892,150190.66347414991,-2.318032266860286e-15,-6.103578675957579e-15,-2.4970317882569463e-15
145.0,362.15229177237205,-4491435.374588519,-2190.9440851651316,95.96416736542115,0.04681178895874202,-4491339.4104211535,150190.66347414991,6.101954972217423e-16,-5.275723104617368e-15,-2.785894911775964e-15
150.0,365.9583772758234,-4491435.562253418,-2190.9441767089847,96.97271496972536,0.04730376339986603,-4491338.5895384485,150190.66347414991,-5.697127734603642e-16,-6.462804049290467e-15,-3.4498081603687837e-15
155.0,364.8518667633985,-4491435.493101394,-2190.9441429762896,96.67950859655492,0.0471607359007585,-4491338.813592797,150190.66347414991,-2.292105858530656e-15,-6.185189306679085e-15,-3.0356733546648166e-15
160.0,365.6260080938494,-4491435.185816456,-2190.9439930811977,96.88464281739971,0.04726080137434132,-4491338.301173639,150190.66347414991,-3.308010182917155e-15,-6.165772406469266e-15,-2.4638155992646257e-15
165.0,366.40090786859196,-4491434.687642761,-2190.9437500696395,97.08997801301835,0.0473609648843992,-4491337.597664747,150190.66347414991,-1.8278259047332896e-15,-7.78157868321588e-15,-2.030259507333173e-15
170.0,366.22961295079335,-4491434.008046276,-2190.943418559159,97.04458778759683,0.04733882331102284,-4491336.963458489,150190.66347414991,-1.7371190297352933e-16,-7.228618523533788e-15,-2.4446048418851344e-15
175.00000000000003,364.6284309204177,-4491433.18117692,-2190.9430152082537,96.62030191715961,0.047131854593736394,-4491336.560875003,150190.66347414991,7.607641222430696e-16,-7.155221149494665e-15,-2.307511964885298e-15
180.0,364.5255455348347,-4491432.258141978,-2190.942564947306,96.59303904851055,0.04711855563341978,-4491335.665102929,150190.66347414991,1.510633301217749e-15,-7.568484014886523e-15,-3.5217756926486113e-15
185.0,361.57418180358724,-4491431.254210115,-2190.9420752244464,95.81097810482423,0.04673706249015816,-4491335.443232011,150190.66347414991,2.16756795710132e-15,-7.933886655500981e-15,-2.7552583042490045e-15
190.0,359.72802053349847,-4491430.207574178,-2190.941564670331,95.3217769230802,0.046498427767356194,-4491334.885797256,150190.66347414991,1.49939522745163e-15,-8.166600858056352e-15,-3.564218966306938e-15
195.0,356.2916172536131,-4491429.216681526,-2190.9410813080613,94.41118878936412,0.04605423843383615,-4491334.805492736,150190.66347414991,1.9965223690925077e-15,-7.176342456169706e-15,-3.250446113353396e-15
200.00000000000003,355.21018144481104,-4491428.288535072,-2190.9406285536934,94.12462678407363,0.045914452089792016,-4491334.163908288,150190.66347414991,3.2146556609421354e-15,-6.896654881609113e-15,-3.275206060284607e-15
205.0,352.8852277333608,-4491427.4142674515,-2190.9402020816838,93.50855378895173,0.04561392867753743,-4491333.9057136625,150190.66347414991,2.86893768691604e-15,-6.670130227184777e-15,-2.953819738564584e-15
210.0,351.89796458472983,-4491426.586441252,-2190.9397982640257,93.24694592899516,0.04548631508731471,-4491333.339495324,150190.66347414991,1.2333047462591092e-15,-6.761118163677368e-15,-3.300078289268082e-15
215.0,350.3152466140317,-4491425.834623124,-2190.9394315234754,92.82755271878237,0.045281733033552374,-4491333.007070405,150190.66347414991,2.9751184596542367e-15,-7.090528266116579e-15,-2.0151312551977065e-15
219.99999999999997,350.6769747599172,-4491425.117728276,-2190.939081818671,92.92340449473731,0.04532848999743284,-4491332.194323782,150190.66347414991,3.90388467455496e-15,-7.454817735447266e-15,-2.2364707595366457e-15
225.0,350.42991882862924,-4491424.5205854885,-2190.9387905295066,92.85793889565825,0.045296555558857685,-4491331.662646593,150190.66347414991,3.7920453907747046e-15,-7.841186856313134e-15,-1.9471251740743075e-15
230.0,351.7365151876011,-4491424.090259957,-2190.9385806146133,93.20416459827022,0.04546544614549767,-4491330.886095359,150190.66347414991,4.0052332893920864e-15,-7.6772273184464e-15,-3.1865488535800215e-15
235.0,352.08363310703334,-4491423.855545577,-2190.9384661197937,93.29614491393497,0.0455103145921634,-4491330.559400663,150190.66347414991,6.177673865407451e-15,-7.344462296268825e-15,-1.8582065607167954e-15
240.0,354.81268919341557,-4491423.848618075,-2190.9384627405243,94.01929813144329,0.045863072259240634,-4491329.829319944,150190.66347414991,8.169907449362554e-15,-8.130799550251366e-15,-1.494688153291888e-15
245.00000000000003,357.0581611518585,-4491424.048439662,-2190.9385602144694,94.61430982053075,0.04615332186367354,-4491329.434129842,150190.66347414991,6.738092941558499e-15,-7.611932783094906e-15,1.649212818905663e-16
250.0,361.31672315822914,-4491424.469235725,-2190.9387654808415,95.74275596432112,0.04670378339722982,-4491328.72647976,150190.66347414991,7.219588151760128e-15,-6.994988520489642e-15,-1.2862259968219412e-15
255.0,366.48955019345294,-4491425.133447001,-2190.939089486342,97.11346671402032,0.047372422787326986,-4491328.019980287,150190.66347414991,7.63593636127952e-15,-6.069800199500407e-15,-9.089460203664648e-16
260.0,373.17052134764253,-4491426.031753369,-2190.9395276845703,98.88380987784926,0.04823600481846305,-4491327.147943491,150190.66347414991,6.864727743208991e-15,-5.839577254979637e-15,6.758695327518365e-16
265.0,379.2050740942795,-4491427.124837104,-2190.940060896148,100.48286321234457,0.049016030835290034,-4491326.641973892,150190.66347414991,6.330605529404735e-15,-5.803610155706856e-15,7.143033283602855e-16
270.0,385.2503204034235,-4491428.435835128,-2190.940700407379,102.08475015812849,0.04979743910152609,-4491326.35108497,150190.66347414991,8.969643850253353e-15,-5.2097398548417815e-15,1.320829044600425e-15
275.0,391.1973588789861,-4491429.958264471,-2190.9414430558395,103.66061370659445,0.050566153027607044,-4491326.297650765,150190.66347414991,7.373272017787225e-15,-6.583307253068343e-15,1.1104887953656613e-15
280.0,400.79143421810784,-4491431.596477675,-2190.942242184232,106.2028796882733,0.05180628277476746,-4491325.393597987,150190.66347414991,6.821817139368294e-15,-5.969885839852853e-15,1.795072906619167e-15
285.0,408.93481498596446,-4491433.240514056,-2190.943044153198,108.36073640402793,0.052858895806842894,-4491324.879777652,150190.66347414991,4.952221845178534e-15,-5.71696700831475e-15,1.9702210659028293e-15
290.0,415.84489920230527,-4491434.813473318,-2190.9438114503987,110.19179061329658,0.05375209298209589,-4491324.621682704,150190.66347414991,6.672651310139511e-15,-7.006691292827532e-15,1.935403980462218e-15
295.0,424.4087545382081,-4491436.249979612,-2190.944512185177,112.46106590277722,0.054859056537940105,-4491323.78891371,150190.66347414991,7.642822189715121e-15,-6.741317925523492e-15,1.553365174838534e-15
300.0,431.1155691195091,-4491437.458358328,-2190.9451016382086,114.23825713307146,0.05572597908930315,-4491323.220101194,150190.66347414991,6.879906873149389e-15,-7.57804202458547e-15,1.8177525653711334e-15
305.0,435.7022260505718,-4491438.435707565,-2190.9455783939343,115.45364282406393,0.05631885015807997,-4491322.982064742,150190.66347414991,8.405341010283796e-15,-7.026311704257079e-15,8.44485595924705e-16
310.0,438.42314243894265,-4491439.13652294,-2190.945920255093,116.17463916072401,0.056670555688158056,-4491322.96188378,150190.66347414991,7.378082821264781e-15,-6.246069863501407e-15,1.2333709751258742e-15
315.0,439.5902918898601,-4491439.546952615,-2190.94612046469,116.48391381614634,0.05682142137372992,-4491323.063038798,150190.66347414991,7.370484045657482e-15,-7.360869237029753e-15,2.202008941527025e-16
320.0,440.85304688897827,-4491439.600526263,-2190.946146598177,116.81852230773933,0.056984645028165526,-4491322.782003955,150190.66347414991,4.456930580882432e-15,-7.113632929980433e-15,1.0367405399132141e-15
325.0,440.0520359792814,-4491439.320997273,-2190.946010242572,116.60626810765271,0.05688110639397693,-4491322.714729165,150190.66347414991,5.2381398126596836e-15,-4.722128397829368e-15,8.797842661051036e-16
330.0,438.1234414177742,-4491438.76308887,-2190.9457380921317,116.09522351264336,0.056631816347630905,-4491322.667865357,150190.66347414991,7.91871322738355e-15,-4.450322825966891e-15,1.8265816189338993e-15
335.0,439.49047170094826,-4491437.971120061,-2190.9453517658835,116.4574631722244,0.05680851862059726,-4491321.513656889,150190.66347414991,7.783540768219012e-15,-3.992173894377322e-15,1.1437488445346473e-15
340.0,436.55135463164316,-4491436.979719879,-2190.9448681560384,115.67864738463126,0.05642860848030793,-4491321.301072494,150190.66347414991,7.153219151730768e-15,-3.9914076570909756e-15,1.813919185930568e-15
344.99999999999994,433.204930060633,-4491435.844399734,-2190.9443143413337,114.79190207083927,0.055996049790653306,-4491321.052497664,150190.66347414991,9.341645693048903e-15,-3.1611336356094277e-15,2.607062936254166e-15
350.00000000000006,429.479931838202,-4491434.612406593,-2190.94371336907,113.80484121005105,0.05551455668782978,-4491320.807565383,150190.66347414991,8.197839501333266e-15,-3.917605015019463e-15,3.4653372945189725e-15
355.0,424.6805885127074,-4491433.281478238,-2190.943064135726,112.53309725979776,0.0548941937852672,-4491320.748380979,150190.66347414991,5.422009293947177e-15,-3.983625107343448e-15,3.3321247273487333e-15
360.0,419.8046208907468,-4491431.928716458,-2190.942404251931,111.24104918065345,0.05426392642958705,-4491320.687667278,150190.66347414991,6.7433271602165395e-15,-4.324654647784885e-15,2.4059788838776697e-15
365.0,416.9081206333921,-4491430.554409408,-2190.941733858248,110.47352611981506,0.05388952493649515,-4491320.080883288,150190.66347414991,5.116335003314038e-15,-3.3525990964179576e-15,2.4615783875970547e-15
370.0,412.74796233011847,-4491429.158868926,-2190.941053106793,109.37115527541646,0.053351783061178756,-4491319.787713651,150190.66347414991,6.408368745429142e-15,-2.0914356817462196e-15,2.3255209534241543e-15
375.0,411.309483215887,-4491427.840921633,-2190.9404102056747,108.98998289681796,0.05316584531552096,-4491318.850938736,150190.66347414991,6.3226997325607774e-15,-2.110759598381508e-15,3.2862684740431807e-15
380.0,409.3959807439247,-4491426.6373681715,-2190.939823106425,108.48293744758206,0.05291850607199125,-4491318.154430724,150190.66347414991,7.032657833218811e-15,-8.090070990199778e-16,4.698479319522652e-15
385.0,408.83983191138225,-4491425.556299876,-2190.939295756037,108.33556751272675,0.0528466182988911,-4491317.220732364,150190.66347414991,4.428001066256515e-15,-2.0319279484535288e-15,4.45775098548696e-15
390.0,407.9367073215775,-4491424.633281891,-2190.938845503362,108.09625493275192,0.05272988045500093,-4491316.537026959,150190.66347414991,4.280491835900388e-15,-2.2694518579820393e-15,5.3882244577643885e-15
394.99999999999994,403.78524347015957,-4491423.866323554,-2190.9384713773434,106.99618796948837,0.05219326242414067,-4491316.870135585,150190.66347414991,3.2492201117651535e-15,-8.144010235463016e-16,4.612399336798932e-15
400.00000000000006,402.77569962372496,-4491423.284117805,-2190.9381873745388,106.72867610543844,0.05206276883192119,-4491316.555441699,150190.66347414991,2.5444784115683898e-15,-7.491063785443639e-16,5.214879390343445e-15
405.0,401.7791656323342,-4491422.868408644,-2190.9379845895824,106.46461163060899,0.05193395689297999,-4491316.403797013,150190.66347414991,2.2388718849081988e-15,-1.53552241636924e-15,5.161567345606523e-15
410.0,401.6362333829741,-4491422.617563444,-2190.93786222607,106.42673702754523,0.05191548147685133,-4491316.190826417,150190.66347414991,4.4150952092726895e-15,-8.581774272743758e-16,4.108448538522876e-15
415.0,403.17208231531316,-4491422.539735052,-2190.937824261001,106.83371074368459,0.05211400524082175,-4491315.706024308,150190.66347414991,4.8769218166756605e-15,-1.3667149035252265e-15,4.487643450291569e-15
420.0,405.1718870671516,-4491422.603497301,-2190.937855364537,107.36362482199785,0.05237249991316968,-4491315.239872479,150190.66347414991,7.753273079603029e-15,3.4510689211470334e-16,3.642468372389682e-15
425.0,407.9706278299462,-4491422.792079123,-2190.9379473556696,108.10524328769586,0.052734265018388224,-4491314.686835835,150190.66347414991,7.461286234301894e-15,4.383552724621925e-16,4.2886555305831376e-15
430.0,408.9668763327991,-4491423.110422781,-2190.938102645259,108.36923211294238,0.052863040055093846,-4491314.741190668,150190.66347414991,9.279863370994339e-15,-1.4128240107492557e-17,4.740596931369237e-15
435.0,413.51338201308437,-4491423.611525748,-2190.9383470857306,109.57397840874926,0.05345072117499964,-4491314.037547339,150190.66347414991,9.653861729031702e-15,-5.019569146448417e-16,4.0099352922189015e-15
439.99999999999994,417.1104950571749,-4491424.220131223,-2190.9386439664504,110.52715188310742,0.053915683845418255,-4491313.69297934,150190.66347414991,8.106372940662813e-15,7.054216425855207e-16,3.3010175549513736e-15
445.00000000000006,422.45794929696183,-4491424.940009364,-2190.938995126519,111.94413585726487,0.0546068955401292,-4491312.995873507,150190.66347414991,7.541331933919975e-15,8.903668495309568e-16,2.8614285471182247e-15
450.0,428.4518374956998,-4491425.727939582,-2190.9393794827233,113.53241378161071,0.055381665259322296,-4491312.195525801,150190.66347414991,8.267874005977003e-15,2.2032107103676597e-15,3.0106616503195455e-15
455.0,432.96255075783574,-4491426.4809852075,-2190.9397468220523,114.7276756983767,0.05596471985286668,-4491311.753309509,150190.66347414991,6.900566332164142e-15,2.303197877908479e-15,3.0843910458960263e-15
460.0,439.3157395371353,-4491427.105496515,-2190.9400514617146,116.41116213535892,0.05678593274895557,-4491310.694334379,150190.66347414991,8.968277167148457e-15,2.6031435908673365e-15,2.7137824216122566e-15
465.0,443.97948446518404,-4491427.567128599,-2190.940276648097,117.64697482795458,0.05738876820875833,-4491309.920153771,150190.66347414991,9.064773941830235e-15,2.8225199136987274e-15,3.3306212004926395e-15
470.0,446.28752401625627,-4491427.790642565,-2190.9403856793,118.25856585967534,0.057687105297402605,-4491309.532076705,150190.66347414991,8.651443531766313e-15,2.7201572789897044e-15,3.2426304491724864e-15
475.0,446.1889596823654,-4491427.799562745,-2190.9403900306074,118.23244799586874,0.05767436487603353,-4491309.567114749,150190.66347414991,6.651408510775106e-15,1.935877670370205e-15,2.62334306627931e-15
480.0,446.04473687710833,-4491427.617441675,-2190.940301191061,118.19423141755063,0.05765572264270762,-4491309.423210257,150190.66347414991,9.476908065575605e-15,1.9807404906742842e-15,2.3354256778196423e-15
484.99999999999994,448.99326961208175,-4491427.313297738,-2190.940152828165,118.97554219561208,0.05803684985151809,-4491308.337755542,150190.66347414991,1.2137971377214237e-14,-2.485529895528184e-16,2.866356515519275e-15
490.00000000000006,450.2262442658577,-4491426.936917951,-2190.939969228269,119.30225940469894,0.058196224099853144,-4491307.634658546,150190.66347414991,1.2566293524613753e-14,-1.0046813823813298e-15,3.730531493001333e-15
495.0,448.8342180842972,-4491426.47406099,-2190.9397434443854,118.93339625927867,0.058016290858184716,-4491307.540664731,150190.66347414991,1.3276847424652873e-14,-4.619470035879178e-16,4.6328609864169235e-15
500.0,445.96067215563966,-4491425.9288361715,-2190.9394774810594,118.17195570320662,0.057644856440588595,-4491307.756880469,150190.66347414991,1.0765146257652518e-14,-9.078310946756276e-17,4.103278739499313e-15
505.0,446.05825336932276,-4491425.385475221,-2190.939212426937,118.1978130569618,0.05765746978388381,-4491307.187662164,150190.66347414991,7.582583965180066e-15,7.076321954894622e-16,4.74968673368228e-15
510.0,446.77684942211755,-4491424.858756345,-2190.9389554909,118.38822872861486,0.0577503554773731,-4491306.470527616,150190.66347414991,8.631563906692673e-15,-5.132592435697758e-16,5.491280960468259e-15
515.0,448.2757181584024,-4491424.354711557,-2190.9387096153937,118.7854033248702,0.057944099182863515,-4491305.569308232,150190.66347414991,8.136970677108203e-15,-5.227896213574234e-16,5.5119134454743636e-15
520.0,448.02887305123375,-4491423.898606186,-2190.9384871249686,118.7199935905793,0.05791219199540454,-4491305.178612595,150190.66347414991,7.40529433277071e-15,2.43494156776219e-16,5.03606013427288e-15
525.0,446.6786103569785,-4491423.507036607,-2190.938296115418,118.36219705546793,0.05773765710022826,-4491305.144839551,150190.66347414991,8.788029385123896e-15,-3.6760266707599935e-16,4.406141812109077e-15
530.0,445.22480416086864,-4491423.258310379,-2190.938174785551,117.97696326214415,0.057549738176655686,-4491305.281347117,150190.66347414991,1.0116873438408175e-14,-6.538306711809535e-16,5.316136309998731e-15
535.0,448.817480616588,-4491423.218083345,-2190.9381551626075,118.92896111641471,0.05801412737386084,-4491304.2891222285,150190.66347414991,1.2306037049995174e-14,1.1890125468534487e-15,4.611000635765069e-15
540.0,451.80047150881705,-4491423.323391788,-2190.9382065325794,119.71940271718559,0.05839970864252955,-4491303.60398907,150190.66347414991,1.1116940291602528e-14,1.2738258476750695e-15,4.3487281829512804e-15
545.0,453.9211862438827,-4491423.514825646,-2190.9382999149493,120.28135587444483,0.058673832133875524,-4491303.233469771,150190.66347414991,9.394634049682034e-15,9.850434268811164e-16,4.29625123597807e-15
550.0,455.9615221819555,-4491423.737029649,-2190.938408307146,120.82201002434586,0.058937565865534565,-4491302.915019625,150190.66347414991,1.0534285915114356e-14,1.1675666748710833e-15,5.458588461985325e-15
555.0,457.50137443834984,-4491423.969302383,-2190.9385216109185,121.23004455293453,0.059136607098992454,-4491302.73925783,150190.66347414991,9.83688059701799e-15,1.4864091063445071e-15,5.0453922640619995e-15
560.0,459.28246784353587,-4491424.105755987,-2190.938588173652,121.70200386262779,0.05936683115250136,-4491302.403752124,150190.66347414991,1.0982942627269976e-14,2.0346349985573237e-15,5.7180126349264556e-15
565.0,458.0201052045429,-4491424.157603695,-2190.9386134652173,121.36749933976171,0.0592036582145179,-4491302.790104356,150190.66347414991,1.0633914306410052e-14,9.415262367971354e-16,4.4774341169691395e-15
570.0,459.9467918366108,-4491424.159887543,-2190.938614579289,121.87803836608022,0.05945270164199035,-4491302.281849177,150190.66347414991,8.986657212781903e-15,1.6903918229716056e-15,3.841200148666387e-15
575.0,460.46547789165265,-4491424.080704339,-2190.938575953336,122.01548130521653,0.0595197469781544,-4491302.065223034,150190.66347414991,6.433279352067199e-15,8.916440578754563e-16,3.642364204470101e-15
580.0,460.31313704177126,-4491423.971814371,-2190.9385228362785,121.97511358382765,0.059500055406745196,-4491301.996700787,150190.66347414991,4.287956070415765e-15,-8.903578581947403e-16,3.697133284275851e-15
585.0,459.8857555269023,-4491423.8276202995,-2190.938452497707,121.86186478724804,0.059444812091340504,-4491301.965755512,150190.66347414991,2.653914596269142e-15,-8.282239968242022e-16,4.001695938731403e-15
590.0,460.51709179638453,-4491423.604452432,-2190.938343635333,122.02915810777888,0.05952641858916043,-4491301.575294324,150190.66347414991,2.9032518057807396e-15,-1.878884002403981e-15,3.495554982533556e-15
595.0,459.01377429111614,-4491423.2471318785,-2190.9381693326236,121.63080466378184,0.059332099835991144,-4491301.616327215,150190.66347414991,3.2013524307577212e-15,-2.2833678148344704e-15,3.8604786700188256e-15
600.0,457.8848477026347,-4491422.807949992,-2190.937955097557,121.33165841359492,0.05918617483589996,-4491301.476291578,150190.66347414991,1.921344929783415e-15,-2.0475018199839162e-15,3.99965008079084e-15
605.0,459.419597087599,-4491422.291849593,-2190.9377033412648,121.73834076847358,0.05938455647242614,-4491300.553508825,150190.66347414991,2.888968958550501e-16,-1.1435242804301198e-15,5.205812395322268e-15
610.0,458.5980870792291,-4491421.713384872,-2190.937421163352,121.52065465761189,0.05927836812566433,-4491300.192730214,150190.66347414991,2.342518306988221e-15,-7.530125658781938e-16,4.156315123025892e-15
615.0,459.9789197052357,-4491421.050424223,-2190.9370977679137,121.88655170213208,0.05945685448884492,-4491299.16387252,150190.66347414991,-2.549973653102811e-16,-8.059482902993254e-16,6.107712059006537e-15
620.0,459.6539666819333,-4491420.353126428,-2190.9367576226477,121.80044470509645,0.059414851075656805,-4491298.552681723,150190.66347414991,-7.240654523563895e-16,-2.0068136112948603e-16,5.823240326025711e-15
625.0,458.2643649834475,-4491419.564555138,-2190.936372953726,121.43222400625139,0.059235231222561656,-4491298.132331132,150190.66347414991,-4.804734222812566e-16,-4.430000651710695e-16,7.926794684235052e-15
630.0,457.1529996739166,-4491418.71530643,-2190.9359586860633,121.13773119482669,0.05909157619259838,-4491297.577575236,150190.66347414991,3.9885457805635515e-17,-6.324321681893867e-16,8.839766849518526e-15
635.0,456.03351693837936,-4491417.841015684,-2190.9355322027727,120.84108740425441,0.05894687190451434,-4491296.99992828,150190.66347414991,-1.3179055445247856e-15,-1.1182222217153233e-15,8.372185348335274e-15
640.0,453.9683872056765,-4491416.918745366,-2190.9350823148125,120.29386332255518,0.0586799333280757,-4491296.624882043,150190.66347414991,-2.382245758507419e-15,-3.8799063159719282e-16,9.523476388849322e-15
645.0,452.7360347912052,-4491415.954611031,-2190.934612005381,119.96731099624867,0.05852063951036521,-4491295.987300036,150190.66347414991,6.149102469124007e-16,-6.712843898832247e-16,9.377231647386461e-15
650.0,452.58389414826416,-4491415.069428763,-2190.934180209153,119.92699632627702,0.05850097381769611,-4491295.142432437,150190.66347414991,-7.211437615130377e-16,-5.36603822599991e-16,8.041323474048435e-15
655.0,451.4887646474983,-4491414.280096108,-2190.933795168833,119.63680572667047,0.05835941742764413,-4491294.643290382,150190.66347414991,-4.723447163691258e-16,-1.6577857290367025e-15,8.682034908486086e-15
660.0,448.98443606056975,-4491413.571792853,-2190.9334496550505,118.97320145544562,0.05803570802704664,-4491294.5985913975,150190.66347414991,-3.6261773869708136e-16,-2.4126336240074643e-15,8.32740059914566e-15
665.0,447.1754391398408,-4491413.036752961,-2190.9331886599807,118.49384819106403,0.0578018771663727,-4491294.54290477,150190.66347414991,1.6686639300532811e-15,-2.4388854748479527e-15,8.016327669017206e-15
670.0,447.9166422687782,-4491412.753055994,-2190.933050271217,118.69025435149177,0.05789768504950818,-4491294.062801643,150190.66347414991,1.857762805379382e-15,-1.8532622030012928e-15,7.626043808083057e-15
675.0,447.9916158739292,-4491412.729313919,-2190.933038689717,118.71012107539815,0.05790737613434056,-4491294.019192844,150190.66347414991,2.9887283135924584e-16,-3.633558177500085e-15,9.307713048070752e-15
680.0,449.4288790245766,-4491412.922599409,-2190.9331329753213,119.09097124443026,0.05809315670460013,-4491293.831628164,150190.66347414991,7.73816105573293e-16,-3.099067099610071e-15,1.021678187693188e-14
