time_fs,Jx,Jy,Jz,J_magnitude
160.0,9.683162555820288e-08,-4.6125074701097e-07,-2.528037308637525e-07,5.348255245078103e-07
165.0,5.607732019452112e-08,-3.647523494010246e-07,-3.0319105525110495e-07,4.776125607833661e-07
170.0,1.817852468703076e-08,-2.6713612403589627e-07,-3.0087004560265666e-07,4.02759173533842e-07
175.00000000000003,7.777015002322321e-08,-1.720062454009063e-07,-3.1757364799354905e-07,3.694419664730606e-07
180.0,1.339129397525678e-07,2.0469030337195454e-08,-2.69937814910854e-07,3.0202331127740185e-07
185.0,2.2228005865777892e-07,3.3260954196566537e-08,-3.274902145840346e-07,3.971958662917689e-07
190.0,1.6035376378558136e-07,2.5566611505440795e-07,-2.7505195696479887e-07,4.083283862008388e-07
195.0,1.7980509098033097e-07,2.8403021098875146e-07,-1.955250024897224e-07,3.8888694770506983e-07
200.00000000000003,1.765165446318779e-07,2.497174371258942e-07,-7.686373598517391e-08,3.1531717816050107e-07
205.0,1.0642643785119985e-07,3.33825790226016e-07,6.687646159012387e-08,3.567053490046577e-07
210.0,-5.4679283389790226e-08,3.288081028966511e-07,1.4212888358004468e-07,3.6236061059423333e-07
215.0,-7.449848867291065e-08,2.496752681361902e-07,1.8008097903287315e-07,3.1672846942272864e-07
219.99999999999997,-1.0157307040878929e-07,1.6982096830195887e-07,2.0760221462472422e-07,2.8680120192281944e-07
225.0,-2.420374808945136e-07,9.377853230513646e-08,3.0657602610981583e-07,4.017031429605126e-07
230.0,-3.1354581417018523e-07,1.0950797156369157e-08,2.444721019811182e-07,3.9774050106705317e-07
235.0,-2.6143734072658696e-07,3.111521456517e-08,2.937906309672334e-07,3.945004113404081e-07
240.0,-2.1704701472953147e-07,-7.093013162880884e-08,2.529297460838399e-07,3.4075496567169394e-07
245.00000000000003,-1.911310508767067e-07,-3.123793205369311e-08,3.0817356142622495e-07,3.6397504168603185e-07
250.0,-1.5023139581830076e-07,-3.813425888420758e-09,3.743399811910656e-07,4.0337877488118876e-07
255.0,-1.5732925807311679e-07,1.5867728069919975e-07,4.467253667177147e-07,4.994942723645654e-07
260.0,-2.888584656636672e-07,2.708572871697375e-07,5.319144402127332e-07,6.631258213230299e-07
265.0,-3.2784591821134645e-07,2.6722608073032077e-07,5.518249623269159e-07,6.952722584408434e-07
270.0,-2.9366691121817983e-07,3.5977893056689813e-07,4.4420689114364644e-07,6.426514574509191e-07
275.0,-3.9833146581548035e-07,3.3253910784159825e-07,1.8945288408856526e-07,5.523971489718884e-07
280.0,-4.811408414119525e-07,3.574118134431253e-07,-3.905058280011357e-08,6.006368800534426e-07
285.0,-6.898272266191465e-07,2.8408874059167573e-07,-2.79697909235957e-08,7.46558989176567e-07
290.0,-7.685905237100085e-07,1.8501436653171866e-07,-7.915070779470296e-08,7.944976674002012e-07
295.0,-8.252438740599448e-07,2.074883217869908e-08,-1.5936168704090557e-08,8.256584809612331e-07
300.0,-8.566573355718312e-07,-9.661178618422616e-08,-2.3078850159113792e-08,8.623968118815157e-07
305.0,-9.652718650246243e-07,-3.2166943996077796e-07,1.2294359385702815e-08,1.0175323843915248e-06
310.0,-9.943332537045395e-07,-3.822735556123464e-07,-8.969301870098616e-08,1.069054034343848e-06
315.0,-1.01836935341797e-06,-4.3237369591107564e-07,-1.163020749424597e-07,1.1124519430216567e-06
320.0,-1.0077349265547047e-06,-5.271877087742298e-07,-1.347070238495286e-07,1.1452521751803118e-06
325.0,-9.332877739694382e-07,-5.271732943136061e-07,-1.6883995295660267e-07,1.0851012307580693e-06
330.0,-7.060913277498033e-07,-4.929570568409424e-07,-9.218770850821943e-08,8.660659308694463e-07
335.0,-5.740215777699663e-07,-3.9913480029490606e-07,7.029719497576828e-08,7.02674217666649e-07
340.0,-3.716378074530483e-07,-3.0617116088518243e-07,9.868033223946298e-08,4.915213603264665e-07
344.99999999999994,-2.800205141343878e-07,-2.761022158431671e-07,1.5130412260020757e-08,3.935388815666781e-07
350.00000000000006,-2.93340645094947e-07,-1.6882021537838768e-07,-1.1621862818412975e-07,3.578488070709833e-07
355.0,-2.3034824365196666e-07,4.70626771778925e-09,-1.0893910007911547e-07,2.548532711883935e-07
360.0,-1.6094843049134255e-07,1.4268551074847689e-07,-1.6498846670355972e-07,2.710807008998831e-07
365.0,-1.8279241142917372e-07,1.6601305530442653e-07,-1.668315176920023e-07,2.980036165938591e-07
370.0,-1.256000221132389e-07,2.514482146482781e-07,-1.5172100556355514e-07,3.194070032636557e-07
375.0,-2.7839826940385533e-07,3.2169393354232104e-07,-1.343110506877913e-07,4.4613007253698033e-07
380.0,-1.8194555787272945e-07,3.703683848001414e-07,-8.174579655278893e-08,4.20665308461649e-07
385.0,-1.8085989149790663e-07,3.6047831746353216e-07,8.407805255346232e-09,4.03392623759019e-07
390.0,-2.9372003486816646e-08,3.5496326560652867e-07,-4.556784804836188e-08,3.590794665455534e-07
394.99999999999994,5.9237551811649215e-08,2.712375287949681e-07,-4.945458739681767e-08,2.820011361431518e-07
400.00000000000006,1.3099488825388707e-07,2.9309406921394875e-07,-1.0114871153375735e-07,3.365930124081286e-07
405.0,3.1627484486182914e-07,3.062953928473337e-07,-1.1466037516592337e-08,4.404294667574008e-07
410.0,2.998487385604378e-07,2.336675023719873e-07,-1.2821488015230118e-07,4.0118427583034385e-07
415.0,4.184677219903988e-07,1.7612252487289883e-07,-2.121504612088263e-07,5.011408946659176e-07
420.0,4.906728614149354e-07,1.5378888077946967e-07,-2.2653318812852314e-07,5.618969319227461e-07
425.0,5.705263241226196e-07,1.918114314451842e-07,-2.3105094239941073e-07,6.447297493784313e-07
430.0,5.846051289092629e-07,1.471346546026418e-07,-2.9277035911929657e-07,6.701688194111216e-07
435.0,6.114114835858088e-07,-2.1981273406449224e-08,-3.2331040838012425e-07,6.919803456804908e-07
439.99999999999994,6.071185943775786e-07,3.127282994956834e-08,-2.6434337233823444e-07,6.62909040541168e-07
445.00000000000006,4.4871238412879556e-07,1.2534149824690324e-07,-1.8104955201308516e-07,4.998322069829685e-07
450.0,3.5960903570310656e-07,9.371095485185867e-08,-2.040584589713864e-08,3.721784520432947e-07
455.0,3.1217785137758184e-07,4.557596538832267e-08,-2.2368034665409267e-08,3.162791622706025e-07
460.0,2.3611975534096457e-07,-2.8680209975091077e-08,-8.843568971884816e-08,2.5376359967997904e-07
465.0,1.7831003161104575e-07,4.858786728807697e-08,-7.326732214610682e-08,1.9880480053358195e-07
470.0,1.0199019744226899e-07,3.168621231035874e-08,-1.1914575188605518e-07,1.6000539558834746e-07
475.0,3.922338369637257e-08,-2.846732767818903e-08,-7.688873412427394e-08,9.088861319749324e-08
480.0,1.2082992978939104e-08,6.147717704183677e-10,8.619931426265049e-10,1.2129290821673382e-08
484.99999999999994,-5.6560917030287137e-11,2.1947694819913104e-08,9.417888255687655e-08,9.670246339523788e-08
490.00000000000006,2.1618472621354925e-07,-7.186689863115456e-08,1.1331681602248182e-07,2.544432898709669e-07
495.0,3.8652716459233585e-07,-8.595098373517841e-08,8.943466918240128e-08,4.059425829161079e-07
500.0,5.480352640104408e-07,-8.116575575155926e-08,5.0464139633050305e-08,5.563067138680059e-07
505.0,5.984788144989111e-07,3.3636714388520944e-08,1.9748553775771768e-08,5.997485517574106e-07
510.0,6.630478717473415e-07,-4.785497063842255e-08,-4.0861396074797124e-08,6.660272007453335e-07
515.0,7.048060629461078e-07,1.0557996661197654e-09,1.27150766942371e-08,7.04921537657822e-07
520.0,6.516320737661635e-07,1.928705670851217e-08,5.860499013879925e-08,6.545463276090065e-07
525.0,5.873146284050691e-07,-4.563789344578997e-09,1.1114428698047982e-07,5.977560986223106e-07
530.0,5.440126373727607e-07,1.4242203414790785e-07,2.5098695814925582e-08,5.629065019732005e-07
535.0,5.300394284780868e-07,2.4720974733357707e-07,-1.9389733172399588e-08,5.851755434658943e-07
540.0,4.562088171903352e-07,1.8382891339838575e-07,-1.2123903302083987e-07,5.065752238426828e-07
545.0,3.543179295386291e-07,2.2790050685465403e-07,-9.236423933521461e-08,4.312899128487959e-07
550.0,2.906941348724553e-07,2.1337482078721413e-07,1.065515596440991e-07,3.7601213950856824e-07
555.0,2.4137030208719075e-07,2.0271403024601095e-07,2.3356824198635665e-07,3.9230947535439366e-07
560.0,1.2062414041706567e-07,2.4487381015709973e-07,2.6063217489990334e-07,3.7741554915671544e-07
565.0,4.744491191408613e-08,1.5983658271413146e-07,3.534837488274936e-07,3.9083182255978767e-07
570.0,6.683153933040957e-09,8.565481448158869e-08,3.5847444550639355e-07,3.686262875480863e-07
575.0,-7.25255007973661e-08,1.0393300708436495e-07,2.8058392074982143e-07,3.078787988979584e-07
580.0,-1.3322257765646078e-07,7.328566437580025e-08,1.9706474277481544e-07,2.4890471398777955e-07
585.0,-1.5376499017039576e-07,8.1277937127591e-08,6.857521131833915e-08,1.8695543552722238e-07
590.0,-1.447951026615688e-07,3.8352134701084315e-08,5.6176144888870604e-08,1.5997583331703494e-07
595.0,-1.7759022910993458e-07,-7.455325463117945e-08,-2.8573879971760914e-08,1.9471246459346442e-07
600.0,-4.1941507376193184e-08,4.655744625781664e-08,7.694547120116901e-08,9.92335194448261e-08
605.0,8.35944177624112e-08,-8.4251178758393e-08,2.2651639321153251e-07,2.557263463094423e-07
610.0,1.7602460046204548e-07,-3.301265717903353e-08,2.611601989725337e-07,3.166688254773692e-07
615.0,2.830098755427665e-07,-1.0891421530286786e-07,3.109583027677062e-07,4.3434083622190545e-07
620.0,3.601648921466904e-07,-4.3202806544637895e-08,3.917799247241355e-07,5.3392578271256e-07
625.0,3.6961430781646823e-07,-1.0440176329970315e-08,4.1493754019679286e-07,5.557849369036668e-07
630.0,3.4631510207239354e-07,-5.046578106357715e-08,3.4089377995385595e-07,4.885586087594785e-07
635.0,2.9548616504494173e-07,7.434675937491645e-09,4.4523297490986115e-07,5.344153348158594e-07
640.0,2.89357503360527e-07,-5.716633557278381e-08,5.884814621265183e-07,6.582599683562888e-07
645.0,2.0667658031407265e-07,-1.5093819976631434e-07,5.527421621440791e-07,6.091152984540173e-07
650.0,1.4401983243973487e-07,-2.9915524324823274e-07,5.82920721660571e-07,6.708443481465425e-07
655.0,-1.336338617110126e-08,-2.627682966807403e-07,5.992795466114161e-07,6.544934933345326e-07
660.0,-1.4382263031422835e-07,-3.909524921737687e-07,6.552545107889837e-07,7.764581598751437e-07
665.0,-2.972857538608771e-07,-4.67744362611723e-07,5.365322020532905e-07,7.713821439752348e-07
670.0,-4.498028045711073e-07,-5.31447713070469e-07,5.115642635198452e-07,8.639775636198355e-07
675.0,-6.032369396929034e-07,-4.89922367688804e-07,5.942998271138638e-07,9.783205079519858e-07
680.0,-7.646906919507294e-07,-5.094675684542786e-07,6.065319308353117e-07,1.1009950230521535e-06
685.0,-7.77772893384103e-07,-3.8137410028449897e-07,6.432454432846132e-07,1.0789539278195844e-06
689.9999999999999,-8.763361775436899e-07,-4.859212222050957e-07,4.869191418533693e-07,1.1140802399129074e-06
694.9999999999999,-8.069689784853208e-07,-5.025060652168235e-07,4.442198377348274e-07,1.049305742886454e-06
700.0000000000001,-7.688674801468857e-07,-3.6895606546599063e-07,4.191121951420115e-07,9.502319781970725e-07
705.0000000000001,-8.648491041685186e-07,-2.9567997556320997e-07,2.7313432616596973e-07,9.539355224858166e-07
710.0,-7.907790608348542e-07,-2.8339316140565607e-07,1.2412594566917416e-07,8.491468997615271e-07
715.0,-8.511971703587403e-07,-2.6780648552840003e-07,6.723632252752692e-08,8.948618103287373e-07
720.0,-7.624798517661956e-07,-2.20236809642091e-07,-7.102694459924023e-08,7.968215631682101e-07
725.0,-7.900576077381942e-07,-3.225798659309527e-07,-2.620586156042974e-07,8.927057250076706e-07
730.0,-6.392194797958388e-07,-3.2020404807780515e-07,-3.549542795857184e-07,7.98200924800324e-07
735.0,-5.740680448269526e-07,-2.4185142176983614e-07,-2.836096523513618e-07,6.844564742994193e-07
740.0,-4.2132238376713014e-07,-1.8175313359296497e-07,-2.0040828280968194e-07,5.007097287379231e-07
745.0,-2.533448827837043e-07,-1.777601251856009e-07,-2.472868077956511e-07,3.9614777173228256e-07
750.0,-1.8970071526795113e-07,-2.0125243949248561e-07,-7.11705809366262e-08,2.855768852090549e-07
755.0,-1.121260382019437e-07,-1.7742253687496894e-07,-8.818322888032504e-08,2.2765607149771614e-07
760.0,-7.096685137325927e-08,-1.5941689142830314e-07,1.2122675460551647e-07,2.1247579932473199e-07
765.0,-2.8257810071960726e-08,-3.159033740729309e-07,2.459016600113313e-07,4.0132414826054697e-07
770.0,-3.759638980879047e-08,-3.4568035405840014e-07,2.5521167914167417e-07,4.3132516374413895e-07
775.0,9.115480418713504e-08,-4.5497109592630237e-07,1.9610226688679567e-07,5.037499335314255e-07
780.0,2.1798519850556758e-07,-5.065798932901352e-07,6.291103115661637e-08,5.550662418977984e-07
784.9999999999999,2.017816645044299e-07,-5.40798260359589e-07,9.075264474989337e-09,5.772875877441218e-07
789.9999999999999,9.6993827191631e-08,-5.920920569481145e-07,9.18720540986026e-08,6.069771665710546e-07
795.0000000000001,8.890238247557012e-08,-5.722678450602443e-07,1.1304031241099965e-07,5.900612106635249e-07
800.0000000000001,1.234224332729748e-07,-6.561286914212706e-07,1.147127312375195e-07,6.774193438699417e-07
805.0,2.1079065348064872e-07,-6.097149636683337e-07,2.1289498299068922e-07,6.793447654162666e-07
810.0,2.1310176661511175e-07,-6.115956743361004e-07,2.0158316074609323e-07,6.783048005856189e-07
815.0,2.5546802834733247e-07,-6.3350997843671e-07,2.050111581432721e-07,7.131818710888548e-07
820.0,2.627048055215348e-07,-4.6568503891306836e-07,3.445575008338548e-07,6.360788014801667e-07
825.0,3.076387460539115e-07,-5.450076569797826e-07,3.882624282647683e-07,7.36493487712057e-07
830.0,4.5495094318580315e-07,-3.39940989616598e-07,3.559502021105164e-07,6.70254267804153e-07
835.0,6.344815119600567e-07,-1.713735767013288e-07,2.695477650399481e-07,7.103461757823131e-07
840.0,7.416823899836241e-07,-1.418326783297323e-07,1.373180426784347e-07,7.675060397801717e-07
845.0,5.77627458951808e-07,-1.9043888961917642e-07,1.1530920295225119e-07,6.19044961452713e-07
850.0,5.192387662265354e-07,-1.763462199222917e-07,9.84078264915505e-08,5.571274413885275e-07
855.0,3.2948129340575884e-07,-2.00452315882985e-07,-9.922153376838113e-08,3.9822602427582973e-07
860.0,7.74987366396599e-08,-2.4964586827132827e-07,-3.160391803479058e-07,4.101339747456493e-07
865.0,9.439939290982913e-08,-4.006683270408937e-07,-3.8739516364175797e-07,5.652622103842758e-07
870.0,-1.1075756850327557e-07,-5.450242414478195e-07,-6.023844436620652e-07,8.198693070926516e-07
874.9999999999999,-1.984993154111286e-07,-5.64057292971221e-07,-7.855322665692149e-07,9.872302415313647e-07
879.9999999999999,-1.8502565775607403e-07,-5.105120023528122e-07,-9.445479407052525e-07,1.089508059109651e-06
885.0000000000001,-1.240704989433209e-07,-6.359518310484076e-07,-1.0384551051651583e-06,1.2240168403929118e-06
890.0000000000001,-1.9610276559203483e-07,-8.59125930312851e-07,-1.028983587574262e-06,1.354754915955637e-06
895.0,-4.0942289524542483e-08,-9.171486050582818e-07,-9.214913261108504e-07,1.3007628911255877e-06
900.0,7.067606866280564e-09,-8.348409135309772e-07,-7.904065244661524e-07,1.1496746391439255e-06
905.0,3.7497244744959846e-08,-7.6511477865138e-07,-6.137824818800629e-07,9.815984937524422e-07
910.0,7.695716446454489e-08,-6.898534458373552e-07,-5.663786504957059e-07,8.9588222308149e-07
915.0,2.0819603915348225e-08,-6.827560415811966e-07,-4.7116064398554633e-07,8.298081830541871e-07
920.0,1.7879883906337877e-07,-5.904880377708052e-07,-3.747374658707756e-07,7.218540821579377e-07
925.0,2.902629001727317e-07,-4.762059455510805e-07,-3.7405025481231763e-07,6.715193570702513e-07
930.0,2.4901528638821006e-07,-3.769988472811361e-07,-1.9712217242130617e-07,4.929441089681494e-07
935.0,3.6601499387028245e-07,-3.899267769144623e-07,-1.3686390147013943e-07,5.520340520460597e-07
940.0,4.1532109696974975e-07,-4.510717799412139e-07,-4.882994346972838e-08,6.150948931886429e-07
945.0,3.6891038099047124e-07,-3.3760027379975717e-07,-3.558262653823354e-08,5.013331600677987e-07
950.0,2.422775425565549e-07,-2.2219893781597e-07,-8.057897897273695e-08,3.384726686840126e-07
955.0,1.3834138761891536e-07,-2.8019488294341344e-07,-1.5454494870494387e-07,3.4861390265767356e-07
960.0,-2.97597933471502e-08,-2.6693458456654876e-07,-1.2353369526470437e-07,2.956354031633118e-07
965.0,-1.4129460036837277e-10,-1.7377789793387059e-07,-1.0797280285654797e-07,2.0458959878541676e-07
969.9999999999999,2.1261082221850655e-08,-1.4328274002161658e-07,-8.11447666369038e-08,1.6603147399786594e-07
974.9999999999999,1.1163036485928983e-08,-1.0804893936687025e-07,-3.826714663828432e-08,1.151675353288753e-07
980.0000000000001,-1.966534148943927e-08,-1.6141181128569576e-07,7.853772784723985e-08,1.8057871738893384e-07
985.0000000000001,-4.365345320007159e-08,-1.3894275390692226e-07,2.025605300650607e-07,2.4948242659507854e-07
990.0,-8.788386042520569e-09,-9.961541036657862e-08,4.4929009130794707e-07,4.6028475084368983e-07
995.0,4.781771951506944e-09,-2.5585019993864295e-08,6.524853029098839e-07,6.530042336037995e-07
1000.0,-4.511692887386568e-08,-1.0970845143977924e-07,7.787892121331723e-07,7.877716157131654e-07
1005.0,-4.6584997578230435e-08,-4.1645140960768685e-08,9.138894486660566e-07,9.160231460766453e-07
1010.0,-1.5763423117887826e-07,-2.984253244941129e-08,8.961387001534225e-07,9.1038656486957e-07
1015.0,-1.7282369725859431e-07,-4.5971042996949324e-08,8.175417374864483e-07,8.368726663362344e-07
1020.0,-9.427678052739802e-08,4.075630466019719e-08,7.179833777467306e-07,7.252925743703506e-07
1025.0,-2.2612710301307724e-07,2.3704873146788157e-07,6.101354459588881e-07,6.925249672200057e-07
1030.0,-1.3192738368824423e-07,3.8892946344156213e-07,4.4943560150363283e-07,6.088212561981545e-07
1035.0,-6.239482676397381e-08,4.611073165356437e-07,3.3486532151993397e-07,5.732781657504996e-07
1040.0,7.143693806402878e-08,4.6069473148176443e-07,4.083625079999045e-07,6.197602840413308e-07
1045.0,4.170453835361141e-08,4.5828234595845704e-07,3.171660582453833e-07,5.588884375610115e-07
1050.0,5.92718049797603e-08,3.502297761291966e-07,1.550906023657022e-07,3.8759145745903927e-07
1055.0,7.760683321243652e-09,2.5260494943294975e-07,2.1395053857630213e-07,3.3112583958478003e-07
1060.0,-8.641673648408373e-08,1.5511615991824268e-07,2.0209801145609987e-07,2.6902134050452443e-07
1065.0,-1.0753913540020481e-07,6.62575840467938e-08,5.847148634021912e-08,1.3918925174443592e-07
1070.0,-1.0655652248012341e-07,-8.808735008206562e-08,5.2381963481436696e-08,1.478429701599234e-07
1075.0,-1.9664486005418842e-07,-6.686065757317419e-08,-6.193419522635262e-08,2.167380747704117e-07
1080.0,-1.490955398949834e-07,-6.597841314757999e-08,-2.048610491859988e-07,2.6182184876674744e-07
1085.0,-1.5247646928696166e-07,-1.8777245946396232e-07,-2.3820193785583797e-07,3.394815656521568e-07
1090.0,-6.21514199700606e-08,-1.595113257103398e-07,-3.2526276757918093e-07,3.675629606032594e-07
1095.0,2.0490682683574454e-08,-1.072454974609646e-07,-3.5434832206458753e-07,3.707886165357256e-07
1100.0,1.4328759498530794e-07,-2.5974989046331987e-08,-2.8255744397475027e-07,3.178753593441537e-07
1105.0,2.0437513155915064e-07,8.831604994596277e-08,-1.957606829726866e-07,2.964644398166678e-07
1110.0,2.1136926685519152e-07,3.088883225574329e-07,-5.090336637054837e-09,3.7431921445515515e-07
1115.0,3.0650838297827304e-07,4.478203530939288e-07,-1.1962615060808036e-08,5.42801585885874e-07
1120.0,3.2412245764309985e-07,6.655248432509947e-07,1.2483763129059002e-08,7.403610800648064e-07
1125.0,4.4405373815473144e-07,7.571735473555573e-07,-8.139824363871975e-08,8.815447675822581e-07
1130.0,5.391230077454139e-07,8.034056602807551e-07,-1.0167928612696138e-07,9.728581344054774e-07
1135.0,5.640137184694508e-07,8.281898529562727e-07,-2.390148639403327e-07,1.0301155334941247e-06
1140.0,4.497752444770928e-07,7.425440390115459e-07,-2.4375863701251966e-07,9.017137536570074e-07
1145.0,3.7006879916173783e-07,6.17582174550723e-07,-2.590858313219889e-07,7.651693449345814e-07
1150.0,1.6952029378358934e-07,5.166407599466767e-07,-3.6973567898212466e-07,6.575403235963e-07
1155.0,1.0292454691260812e-07,5.254781576990459e-07,-5.457578019090058e-07,7.645733025161804e-07
1160.0,5.1351508012081784e-08,3.611011206892029e-07,-6.55757817277122e-07,7.503661184103188e-07
1165.0,1.8154980818310687e-07,2.1507178879105144e-07,-8.578339024023768e-07,9.028262353830864e-07
1170.0,1.8375063530487867e-07,1.2796763150166705e-07,-1.063581966061902e-06,1.0868976995187697e-06
1175.0,1.4153876362438075e-07,1.1156602314842135e-07,-1.1843037581756536e-06,1.1979380579806493e-06
1180.0,1.676570115842982e-07,8.373640625929447e-08,-1.1373740557868647e-06,1.152710025133668e-06
1185.0,2.5248640182602476e-07,7.202045570043371e-08,-1.0276915425074269e-06,1.0607008228938286e-06
1190.0,3.9782584463944785e-07,9.161555182092442e-08,-8.959232374353722e-07,9.84549267114257e-07
1195.0,3.576725259225005e-07,1.5753045274145549e-07,-7.732765114744672e-07,8.664306334259146e-07
1200.0,4.640694056115129e-07,2.4010880621942855e-07,-7.054122403072559e-07,8.778491219019609e-07
1205.0,5.463813087059103e-07,2.2975561921307927e-07,-5.998492866266587e-07,8.432907836148098e-07
1210.0,6.873120441350062e-07,2.1438991176902396e-07,-4.059969805829294e-07,8.26555762501131e-07
1215.0,7.971815982272255e-07,2.0877545142455775e-07,-2.4954710532138605e-07,8.610223269137244e-07
1220.0,9.159170749116921e-07,9.520990296537866e-08,-2.0656783126828895e-07,9.437368715125797e-07
1225.0,9.404175777187898e-07,1.5186366131488874e-07,-2.2911370556396403e-08,9.528760270944021e-07
1230.0,9.974014851113543e-07,2.3072614131752966e-07,-4.655157600635959e-09,1.023750919551186e-06
1235.0,1.066911968682574e-06,1.8521443690986797e-07,6.431820710643126e-09,1.082888223629576e-06
1240.0,9.827596056852095e-07,1.918996771870792e-07,-1.9787607037595823e-07,1.020684509482967e-06
1245.0,9.286689982557223e-07,6.143112465270276e-08,-1.003215622086664e-07,9.360899033967677e-07
1250.0,8.899140024226611e-07,-7.685222974178193e-08,-2.6910386195658906e-07,9.3288267506914e-07
1255.0,8.875802788359419e-07,-1.9681942810438485e-07,-2.585460941638368e-07,9.451892516661418e-07
1260.0,8.468402865341035e-07,-1.4974040195520285e-07,-2.4668808279978473e-07,8.946595268985301e-07
1265.0,7.940964324251117e-07,-2.2854754581567654e-07,-1.0838147266960696e-07,8.334084642638874e-07
1270.0,8.41223703878595e-07,-2.0128372342817883e-07,-8.433505957924844e-08,8.690712626468379e-07
1275.0,8.612480066648791e-07,-3.083786322381647e-07,1.180080808771295e-08,9.148687167440102e-07
1280.0,8.301286484731232e-07,-3.081310938135667e-07,6.920252527516947e-09,8.854977322871041e-07
1285.0,7.242496439559634e-07,-2.8387136446686967e-07,-4.658881256500908e-08,7.792887884416403e-07
1290.0,7.170644841000995e-07,-2.924321599691659e-07,3.789506310863035e-08,7.753283680802482e-07
1295.0,7.598820456652768e-07,-2.830139784628829e-07,1.317043992499349e-07,8.21500872861144e-07
1300.0,6.214596008158204e-07,-2.1345021425606246e-07,1.8187718183639461e-07,6.818008057232455e-07
1305.0000000000002,6.854647520046637e-07,-2.2348695242062124e-07,2.440604163364306e-07,7.611660994588395e-07
1310.0,6.125682819671053e-07,-2.3067639810271223e-07,2.2636044754955673e-07,6.925969628352463e-07
1315.0000000000002,5.246880221403073e-07,-2.3192704625187215e-07,1.9355675945892758e-07,6.0543529339878e-07
1320.0,4.1762330841400926e-07,-3.541991997183696e-07,1.2407304169010786e-07,5.614805610936423e-07
1325.0,2.492105162530638e-07,-3.3109060596974717e-07,-5.4396813662002425e-09,4.1443511060948827e-07
1330.0,1.0416069339439433e-07,-4.03326732825297e-07,-1.296259698163139e-07,4.3626230127155093e-07
1335.0,1.3037158092892397e-07,-5.372459076776573e-07,-2.366822828581766e-07,6.013721122975813e-07
1340.0,4.317615024307611e-08,-6.102128920577389e-07,-3.496980761071909e-07,7.046365715859156e-07
