time_fs,stress_xx,stress_yy,stress_zz,stress_yz,stress_xz,stress_xy,pressure_eV_per_A3
140.0,0.0002739790707885632,0.00010719990451619732,0.0014326625605739908,-0.00015652208780518248,0.0002664812632180323,-4.729301082974192e-05,-0.0006046138452929171
145.0,0.0003176622895592565,0.00018263153074228844,0.0015324521628450349,-0.00014659753444832218,0.00028911917568205447,-5.056503357045924e-05,-0.0006775819943821932
150.0,0.0003578155915024704,0.000258978786801137,0.0016196938907997547,-0.00013334901883894096,0.00030988403953855447,-5.686656606000336e-05,-0.0007454960897011207
155.0,0.0003934605026171271,0.0003319662369867844,0.0016914884028100669,-0.00011688486647182359,0.0003278458514068295,-6.586245638054165e-05,-0.0008056383808046595
160.0,0.0004238638659622497,0.0003970432752206139,0.0017483284917701842,-9.787992559710026e-05,0.00034043123714745416,-7.50276096172156e-05,-0.0008564118776510161
165.0,0.00044879029957874204,0.0004536725511493278,0.0017933175579926731,-7.799049636575793e-05,0.00034843445834951037,-8.351088334446977e-05,-0.000898593469573581
170.0,0.000468370540367144,0.0004989789504039077,0.0018257904525894645,-5.923537097321292e-05,0.000352550830076504,-9.176384117035873e-05,-0.0009310466477868386
175.00000000000003,0.00048211601184147663,0.0005337609101360939,0.0018475966745898312,-4.0382194622872133e-05,0.0003538186770185431,-9.960247443389668e-05,-0.0009544911988558004
180.0,0.000490185793510234,0.0005583285541846014,0.0018587991753338119,-2.1017623357863363e-05,0.00035323091806342243,-0.00010617205293005435,-0.0009691045076762158
185.0,0.000493616964021889,0.0005740299870354154,0.0018624349964698268,-3.1596075023287624e-06,0.0003519703719296533,-0.0001113932474551344,-0.0009766939825090438
190.0,0.0004920077914535699,0.0005809594736357649,0.0018581593736259005,1.293457142210442e-05,0.0003523773474432272,-0.0001163211064538956,-0.0009770422129050783
195.0,0.00048618175140251337,0.0005813193999794391,0.0018482674271522708,2.580619520877624e-05,0.00035393646377967987,-0.00011919615671797942,-0.0009719228595114077
200.00000000000003,0.00048061162247541224,0.0005773364990901447,0.001833148566014355,3.5036907052745354e-05,0.00035666379027265955,-0.00012032718129528213,-0.0009636988958599705
205.0,0.00047403666076279994,0.0005652745905092104,0.0018069614147294831,3.9627115104169054e-05,0.0003598565968742269,-0.00011923717475734583,-0.0009487575553338312
210.0,0.0004654080527878362,0.0005437902140370713,0.0017687078221670378,4.0065775230412786e-05,0.00036215354078393156,-0.00011649930988866952,-0.0009259686963306483
215.0,0.00045712720013962817,0.0005129948488753961,0.0017197711262486937,3.4364665496645243e-05,0.0003619586538992686,-0.00011314857937534479,-0.0008966310584212394
219.99999999999997,0.0004481368710519726,0.00047329937041662917,0.0016597466140120503,2.2987225397099116e-05,0.0003569087528401408,-0.00010824208478804725,-0.0008603942851602174
225.0,0.000437358022699085,0.00042890218542034026,0.0015915085769952922,7.321040990528008e-06,0.00034975236072456507,-0.00010370206430817047,-0.0008192562617049059
230.0,0.000423998340583164,0.00037952356498630513,0.0015162819982010574,-1.1139020127990083e-05,0.0003404918345408992,-9.933869594904684e-05,-0.0007732679679235089
235.0,0.0004098647770157022,0.0003291088855122508,0.0014402677404929732,-3.276615767321026e-05,0.0003302666385371411,-9.556891586262976e-05,-0.0007264138010069755
240.0,0.00039669995634993927,0.0002777195359534877,0.0013649219117634777,-5.4944999072588556e-05,0.00032080371443151697,-9.319021782038507e-05,-0.0006797804680223015
245.00000000000003,0.00038263071032049867,0.0002248928144489682,0.0012880067707394813,-7.55792965139449e-05,0.0003131744863342825,-9.223170688388098e-05,-0.000631843431836316
250.0,0.00036898283870618074,0.00017425895868095875,0.0012145585044765045,-9.478631089569544e-05,0.0003068158950422932,-9.306281902217083e-05,-0.000585933433954548
255.0,0.0003568680478500794,0.00012738585770106288,0.0011489950610834646,-0.00011291494021791177,0.0002997276817614887,-9.37987028461975e-05,-0.0005444163222115356
260.0,0.0003458515825236613,8.298475515498687e-05,0.001091350499830413,-0.00013171243973508548,0.0002905783242823181,-9.356659080375616e-05,-0.0005067289458363537
265.0,0.00033424355707908817,4.409690833661792e-05,0.001043467770979867,-0.00014826966024829462,0.00027915332533564696,-9.090175582303676e-05,-0.0004739360787985243
270.0,0.0003221175199324299,9.461035677715351e-06,0.0010059476440200212,-0.0001631288125091483,0.0002655612519658401,-8.441294540318265e-05,-0.0004458420665433888
275.0,0.0003099399228003879,-1.9497866441381505e-05,0.0009783566159464283,-0.00017629017060029909,0.0002512748258074232,-7.46783426692999e-05,-0.00042293289076847823
280.0,0.0002966292653994913,-4.497280088475305e-05,0.0009586878861621117,-0.0001906785977780925,0.00023570370708579104,-6.215573872424737e-05,-0.0004034481168922833
285.0,0.00028271268496564184,-6.93803700247051e-05,0.0009440208929090814,-0.00020763683704258734,0.00022105842803556866,-4.810827268500833e-05,-0.0003857844026166727
290.0,0.0002678960776133643,-9.395634831914662e-05,0.0009302959287724003,-0.000227076569564052,0.00020872969195540582,-3.392402463287749e-05,-0.0003680785526888727
295.0,0.0002506933872771721,-0.00011695498162381445,0.0009178212742393652,-0.00024366413477136715,0.0001989588248540798,-2.114306494473413e-05,-0.0003505198932975743
300.0,0.00023062946591768374,-0.00014038751955987332,0.0009017688454428089,-0.0002583210594969955,0.00019103461965863295,-8.68198349806418e-06,-0.0003306702639335398
305.0,0.00020524212460209596,-0.00016430260802513725,0.0008796685063012443,-0.00027051315888535773,0.00018358575181582184,3.5696238725230707e-06,-0.00030686934095940105
310.0,0.00017327417477279696,-0.00018785654998092346,0.0008495044169244509,-0.00028107242146894204,0.00017742776071923833,1.4513144055831686e-05,-0.0002783073472387748
315.0,0.00013589251631241828,-0.0002119746842377343,0.00081069216279494,-0.0002925641603641432,0.00017275312564533194,2.2695645986474218e-05,-0.00024486999828987464
320.0,9.187544910563824e-05,-0.0002386923797302711,0.0007623116671682665,-0.0003018323237101866,0.0001683427331329831,2.869355068152392e-05,-0.0002051649121812112
325.0,4.39482251171002e-05,-0.00026518711814828603,0.0007098141382422983,-0.00030648768461425573,0.00016312130251700845,3.1444252883155625e-05,-0.00016285841507037083
330.0,-7.235397596138592e-06,-0.0002924699753357952,0.0006543604081629627,-0.0003075103415375188,0.00015618737215757108,3.135179070425936e-05,-0.00011821834507700964
335.0,-5.9068906000115375e-05,-0.000321457158765263,0.0005967856951100301,-0.00030521945170681997,0.00014836199466521137,2.847822690217315e-05,-7.208654344821725e-05
340.0,-0.00010974995903895361,-0.00035290761687983596,0.0005395948917299237,-0.0003009829943358335,0.00013917654746649095,2.3734466028782144e-05,-2.5645771937044735e-05
344.99999999999994,-0.0001562914213601413,-0.0003847160940346008,0.0004884982264103942,-0.0002967033301126729,0.00012805710138004818,1.8307110448501815e-05,1.750309632811597e-05
350.00000000000006,-0.00020023928796141554,-0.0004176927288567769,0.0004425368537701568,-0.00029204078427272383,0.00011324958526782414,1.423477624727725e-05,5.846505434934521e-05
355.0,-0.00024083601090228393,-0.00045096120667950223,0.00039972444833151895,-0.0002874140342671982,9.936360362059024e-05,9.566118214434784e-06,9.735758975008909e-05
360.0,-0.00027851512860593527,-0.00048500272491793157,0.00036268526666296066,-0.0002820652174248318,8.570496951523275e-05,5.714051289555995e-06,0.00013361086228696873
365.0,-0.0003145272666338249,-0.0005202843389103857,0.00032890698677717127,-0.00027708351840635855,7.26282507331044e-05,3.692401858414061e-06,0.00016863487292234647
370.0,-0.00034446996331880274,-0.0005590540951425387,0.00029641773421590025,-0.0002759072197860075,6.140422030665547e-05,2.862079364562327e-06,0.00020236877474848037
375.0,-0.0003669366844253626,-0.0005968219485782062,0.00026948603563791123,-0.00027606745505425904,5.2321908511926195e-05,2.397286725666927e-06,0.00023142419912188582
380.0,-0.00038225140704535116,-0.0006304861902461609,0.000249757394807201,-0.0002781935110605308,4.475225761976472e-05,3.0342181807381236e-06,0.000254326734161437
385.0,-0.0003939849744285667,-0.000659008080175416,0.00023525632894563943,-0.00027980540594035153,3.865213447343905e-05,2.3477487842478176e-06,0.00027257890855278107
390.0,-0.0004036581009250168,-0.0006838633217788586,0.0002248392089183134,-0.00028059275747123507,3.436750266229988e-05,-6.149714885658441e-07,0.0002875607379285207
394.99999999999994,-0.0004132021890929642,-0.0007016512482517709,0.0002202067402550423,-0.00027651594049179844,3.0270949809867536e-05,-4.502688044681385e-06,0.0002982155656965643
400.00000000000006,-0.00042345537441659765,-0.0007120255778588402,0.0002185767970149265,-0.0002674017462298267,2.5975310608496336e-05,-9.536023492846143e-06,0.00030563471842017046
405.0,-0.0004351284675027735,-0.0007152807717020086,0.0002179076866652571,-0.00025269405356335354,1.9588994275711012e-05,-1.3797746549102965e-05,0.0003108338508465083
410.0,-0.00044813399671901995,-0.0007117722370164764,0.00022099465713610892,-0.00023264727036895384,1.3920005676643213e-05,-1.776915965107937e-05,0.0003129705255331291
415.0,-0.00046045685240155904,-0.0007037115662648815,0.00022494547726581007,-0.00020780216137041048,5.6977502643808e-06,-1.9990168622378766e-05,0.0003130743138002102
420.0,-0.000471921622113022,-0.0006907672783038947,0.00023094654101659583,-0.0001795052173442113,-6.577883277509306e-06,-1.935339397963663e-05,0.0003105807864667736
425.0,-0.00048357671396644683,-0.0006748262403280821,0.00023810090023473435,-0.00014775000846491322,-2.2522479881734067e-05,-1.601278071536122e-05,0.0003067673513532649
430.0,-0.0004968036609591187,-0.0006564054466691396,0.0002432006912523433,-0.00011234706957287375,-4.0970307953687686e-05,-1.004223176624509e-05,0.0003033361387919717
435.0,-0.0005103537058770523,-0.0006344968668851041,0.00024757126901042844,-7.69873837564883e-05,-5.9016213628568e-05,-3.192496500369505e-06,0.000299093101250576
439.99999999999994,-0.0005220394971378692,-0.0006098144229233062,0.00025272583152245677,-4.362934898018767e-05,-7.504445614156294e-05,4.564101900117738e-06,0.0002930426961795729
445.00000000000006,-0.0005314443804485165,-0.0005809006393154354,0.00025916543235690907,-1.1525198137395226e-05,-8.994430590317767e-05,1.236639263493785e-05,0.00028439319580234767
450.0,-0.0005399809279347204,-0.0005506307971581918,0.00026527485678634415,2.0032826379805898e-05,-0.00010263809942683477,2.0560777870888714e-05,0.0002751122894355227
455.0,-0.0005481368189726273,-0.0005214412818885335,0.0002695645606679894,4.947692489112006e-05,-0.00011268077354766315,2.928521925678721e-05,0.0002666711800643905
460.0,-0.0005572815059237909,-0.0004969106818933247,0.00026828777483819553,7.595786707039944e-05,-0.00011949722735213736,3.824527315245125e-05,0.00026196813765964004
465.0,-0.0005681980297935594,-0.00047823607450771217,0.00025940410921428375,9.9805384729958e-05,-0.00012217749073335657,4.7672425021421785e-05,0.0002623433316956626
470.0,-0.0005832327854986475,-0.0004690812971876139,0.00023964061069338058,0.00011865141304768408,-0.00012078402590564615,5.509577049174572e-05,0.00027089115733096026
475.0,-0.0006032302060154086,-0.00046627507685341685,0.00021120324735492767,0.00013544808035913277,-0.00011820164149323035,6.204317527922552e-05,0.0002861006785046326
480.0,-0.0006275286737176563,-0.0004724403346904365,0.00017579670699324382,0.0001496467946034679,-0.00011358421232062696,6.808625752487839e-05,0.0003080574338049497
484.99999999999994,-0.000652945296931147,-0.00048505108464231065,0.00013690430314566756,0.00016120383544818192,-0.00010729910405646999,7.245169378868307e-05,0.0003336973594759301
490.00000000000006,-0.0006790252888097844,-0.0005012737497255829,9.811554039740569e-05,0.00017102153920927918,-0.00010003185490893517,7.378429015865903e-05,0.0003607278327126539
495.0,-0.0007063994974099274,-0.0005185644186848237,5.946863315149298e-05,0.00017786177360465337,-9.232590509789624e-05,7.169907847681053e-05,0.0003884984276477527
500.0,-0.0007355281345368664,-0.0005378491250846087,2.1291736995652975e-05,0.00018087434317106982,-8.254006081925827e-05,6.680728965905252e-05,0.00041736184087527397
505.0,-0.0007661807787740091,-0.0005561517376505401,-1.4134435347038696e-05,0.00018320179564209675,-7.167035123659986e-05,6.074413801621342e-05,0.00044548898392386265
510.0,-0.0007976784605944167,-0.0005743415577501755,-4.856585885389166e-05,0.0001856003428075535,-6.015260982179351e-05,5.275128038755892e-05,0.00047352862573282794
515.0,-0.0008299679308017096,-0.0005922373195377013,-8.144120203570047e-05,0.00018823150998381475,-4.8586171192516684e-05,4.451975112609981e-05,0.0005012154841250371
520.0,-0.0008631566846937328,-0.0006095456554876032,-0.00011114175739610033,0.00019123058054885657,-3.858212828309044e-05,3.701509432907351e-05,0.0005279480325258121
525.0,-0.0008951027185727379,-0.0006269245344910881,-0.00013585424136556767,0.00019472892121599452,-2.9994119267398418e-05,3.120579844084101e-05,0.0005526271648097978
530.0,-0.0009223594844764407,-0.0006444005441663689,-0.00015503762691492455,0.00019846413458674054,-2.2787729059805664e-05,2.7607800789550927e-05,0.000573932551852578
535.0,-0.0009418295781117906,-0.0006608277446365348,-0.00016695482324685632,0.00020165329497648976,-1.564336294401785e-05,2.668566414904221e-05,0.0005898707153317273
540.0,-0.0009534952941826756,-0.0006783919384543789,-0.00017381293616436927,0.000204240634027071,-6.372793325609096e-06,2.6142079365190687e-05,0.0006019000562671413
545.0,-0.0009602620016531246,-0.0006982847777006956,-0.00017610018536745936,0.00020609835303435516,3.5125875685988733e-06,2.702434078798625e-05,0.0006115489882404265
550.0,-0.0009619860617005799,-0.0007199425229284552,-0.0001724291618092667,0.00020662083807685823,1.2651390624067834e-05,2.9186916160083783e-05,0.0006181192488127672
555.0,-0.0009577662864028664,-0.0007439818114902772,-0.000163045717425211,0.00020480124478955436,1.8801308136930344e-05,3.193972484872606e-05,0.0006215979384394515
560.0,-0.000952651629680782,-0.000770211876560617,-0.00015428047177594095,0.00020104437244994607,2.404607293139203e-05,3.3598432765628325e-05,0.0006257146593391132
565.0,-0.0009476106056151948,-0.0007960771726434838,-0.00014669012208127686,0.00019589840567118,2.9163685226163017e-05,3.3470923816614816e-05,0.0006301259667799852
570.0,-0.0009410396844229749,-0.0008187308491401785,-0.0001380446283751503,0.00018944777353854605,3.2737793149893665e-05,3.355630686104126e-05,0.0006326050539794345
575.0,-0.000933706594657426,-0.0008374707919462846,-0.0001286632917316208,0.00018210381436263175,3.472892462483146e-05,3.43649747968325e-05,0.0006332802261117772
580.0,-0.0009254332018532497,-0.0008505942697898183,-0.00011626644862556111,0.00017450971699738957,3.849686034939455e-05,3.4251327288261984e-05,0.000630764640089543
585.0,-0.0009176865142560975,-0.0008579922165177044,-0.0001028140332407982,0.0001689715054533589,4.153726600424428e-05,3.4478103614432705e-05,0.0006261642546715333
590.0,-0.0009124042047271741,-0.000860470093074816,-9.075638495187037e-05,0.0001664251194765463,4.4702060036152556e-05,3.504947891916955e-05,0.0006212102275846202
595.0,-0.0009101624559740912,-0.0008581202732576962,-8.049822201321135e-05,0.0001674825488391007,4.877458314337983e-05,3.3933131345251876e-05,0.0006162603170816662
600.0,-0.0009115425371075335,-0.0008485359199429597,-7.139731908147462e-05,0.00017085910469857155,5.2381456643672466e-05,3.1660251061319986e-05,0.0006104919253773225
605.0,-0.0009143642892997315,-0.0008325775733798758,-6.213315245031791e-05,0.00017675967918524092,5.6133899876844325e-05,2.992846964169641e-05,0.0006030250050433084
610.0,-0.0009192909066219944,-0.0008123655851849343,-5.217614141668946e-05,0.0001854495677225768,5.809678594983465e-05,2.874359237402909e-05,0.0005946108777412061
615.0,-0.000927625681393718,-0.0007912590651472018,-4.364226260401399e-05,0.00019723031893683626,5.8383865475726615e-05,2.685568912146436e-05,0.0005875090030483112
620.0,-0.0009379057623992607,-0.0007688782878702567,-3.754109674064676e-05,0.00020797931394297156,5.669285030824933e-05,2.3201970562507503e-05,0.0005814417156700548
625.0,-0.0009496733650550125,-0.0007445248097918686,-3.563353759763785e-05,0.0002173802346737486,5.225632925862098e-05,1.989615237161056e-05,0.0005766105708148397
630.0,-0.0009600668247217733,-0.0007197094542126129,-3.779831029961848e-05,0.00022457246906707504,4.8311526293339596e-05,1.583871589477692e-05,0.0005725248630780015
635.0,-0.0009677706098704356,-0.0006979642627602915,-4.160652634145284e-05,0.00022691493910274415,4.342537719576948e-05,1.1277516346401419e-05,0.0005691137996573934
640.0,-0.0009754698076021523,-0.0006808104830144921,-4.644021490908235e-05,0.0002247876572625568,3.8758853816703e-05,6.049739996477896e-06,0.0005675735018419089
645.0,-0.0009808741323742195,-0.0006735372108260814,-5.454378234773156e-05,0.00021508180952695304,3.614791349923932e-05,6.492066142958035e-07,0.0005696517085160107
650.0,-0.000981714105463248,-0.0006721059926905788,-6.46034361659674e-05,0.00020218091314798316,3.513406121617193e-05,-3.7986546042877195e-06,0.0005728078447732647
655.0,-0.0009798666803976681,-0.0006764706877607999,-7.934408649080966e-05,0.00018688687690841452,3.305857125829267e-05,-7.3867192641112454e-06,0.0005785604848830925
660.0,-0.0009724356848464442,-0.0006862110283684809,-9.893869197425473e-05,0.00016946939292309966,3.133872249759836e-05,-1.0188439658194645e-05,0.0005858618017297267
665.0,-0.0009591714800585852,-0.0006992332791832916,-0.00012007470088488179,0.0001521478215509371,3.362236632043142e-05,-1.2597399199871666e-05,0.0005928264867089196
670.0,-0.0009418302953619674,-0.0007136836356080502,-0.00014246747989727496,0.00013596380013456251,3.965352853868854e-05,-1.4074989342421356e-05,0.0005993271369557642
675.0,-0.0009220001043648616,-0.0007299884631197339,-0.00017055489354676943,0.00012302329169745982,4.825542823087079e-05,-1.5885761610420056e-05,0.0006075144870104549
680.0,-0.0009030325977258883,-0.0007475986165110652,-0.00020388127357923925,0.00011118254254209318,6.04366734840923e-05,-1.8771170157782596e-05,0.0006181708292720642
685.0,-0.0008863814653735516,-0.000764397848272819,-0.00023908570724124437,0.00010053299212963884,7.694945222633151e-05,-2.3591065419667908e-05,0.0006299550069625383
689.9999999999999,-0.0008720748405247465,-0.0007800675742850369,-0.00027670782644799696,9.252754853654186e-05,9.599509710594041e-05,-3.0277646652103526e-05,0.0006429500804192601
694.9999999999999,-0.000862379934672674,-0.0007939297075603149,-0.0003162465082740653,8.721909769941219e-05,0.00011750179120287348,-3.83716175069947e-05,0.0006575187168356847
700.0000000000001,-0.0008562271347962445,-0.0008061158749848458,-0.00035603405662494277,8.276325993930694e-05,0.0001382815570002998,-4.602168046605068e-05,0.0006727923554686777
705.0000000000001,-0.0008583155969583008,-0.0008166146323193764,-0.00039952568123969315,8.112130224561971e-05,0.00015651717746102215,-5.2461773738839565e-05,0.0006914853035057902
710.0,-0.0008701854321614981,-0.0008290155232674667,-0.0004491477263234244,8.156799501948667e-05,0.0001731218341396641,-5.7518732930389815e-05,0.0007161162272507965
715.0,-0.0008912769713162979,-0.0008426588503590218,-0.0005031643549699717,8.388271900966796e-05,0.00018945480157446073,-6.135416921414157e-05,0.0007457000588817638
720.0,-0.0009200079088993733,-0.0008596604367276627,-0.0005597893341437615,8.70671609294212e-05,0.000204062737671909,-6.483122914457108e-05,0.0007798192265902658
725.0,-0.0009531525907159493,-0.0008775344114183698,-0.0006153758916158387,9.15200697933872e-05,0.00021524513333341677,-6.771305276539226e-05,0.0008153542979167193
730.0,-0.00099048484696785,-0.0008967492374615375,-0.0006695228206011726,9.693476937190816e-05,0.0002230096643948185,-6.97070106801168e-05,0.0008522523016768535
735.0,-0.0010282978972249984,-0.0009149226636406231,-0.0007192000843949397,0.00010124728635929026,0.00023073129204226003,-7.364064697579288e-05,0.0008874735484201871
740.0,-0.0010630939508118973,-0.0009323334483492826,-0.0007642258272340275,0.0001041389788920938,0.0002394259542045531,-7.968914918562916e-05,0.0009198844087984024
745.0,-0.0010936581346252887,-0.0009526528363498343,-0.0008070469483544544,0.00010472976573067118,0.00024815968220380735,-8.627867857036688e-05,0.0009511193064431926
750.0,-0.0011208559270543311,-0.0009756199808995845,-0.0008513541980998018,0.0001035521516090062,0.00025642341348573934,-9.284160845240187e-05,0.0009826100353512392
755.0,-0.00114436537454179,-0.0010002329124098601,-0.0008967969306828173,0.00010196233794650726,0.0002646458278116549,-0.00010101526820457097,0.0010137984058781557
760.0,-0.0011620966443957191,-0.001025481852818314,-0.0009411521547726768,9.966307615088104e-05,0.0002719591198347467,-0.0001092389205936815,0.0010429102173289031
765.0,-0.0011741575095232783,-0.0010513149867585907,-0.000984897304090983,9.653293851633334e-05,0.00027899056036008636,-0.00011711083853215949,0.0010701232667909507
770.0,-0.0011816336194601647,-0.0010763039894835565,-0.001026940840260707,9.286923729721257e-05,0.00028803466065747935,-0.00012503660075050338,0.0010949594830681427
775.0,-0.0011834951875066596,-0.0011001713341818006,-0.001067231868326087,9.003176262640691e-05,0.0002953037684671519,-0.0001305620419163607,0.001116966130004849
780.0,-0.0011799726225407686,-0.0011211504536119403,-0.001101590519329313,8.83153933073639e-05,0.00030136922460001427,-0.00013529942068196858,0.001134237865160674
784.9999999999999,-0.001175358509375577,-0.0011411602233131718,-0.001133623051701311,8.808372887722351e-05,0.0003043503117843955,-0.00013798128031475043,0.0011500472614633533
789.9999999999999,-0.0011692108179876775,-0.0011606897539515437,-0.001159589351232209,8.684376513993512e-05,0.0003056231705858654,-0.0001386095522139198,0.00116316330772381
795.0000000000001,-0.0011597544272202967,-0.0011802312406012996,-0.001179242978311835,8.397956099113032e-05,0.00030493369519667287,-0.00013852067191382636,0.0011730762153778105
800.0000000000001,-0.001148786565421054,-0.0011971396411036108,-0.0011931795253940127,8.004554016560349e-05,0.00030459231996417084,-0.00013701548476747994,0.0011797019106395592
805.0,-0.0011352362417836846,-0.0012088274731424555,-0.0011993009063755754,7.467739667514056e-05,0.0003043314359853198,-0.00013372873292220343,0.0011811215404339053
810.0,-0.0011228259890665806,-0.00121764810306302,-0.0012013952012054972,6.778860987204933e-05,0.00030456253992837076,-0.0001298974783374384,0.001180623097778366
815.0,-0.001113923090725574,-0.0012211986292731103,-0.0011969575783027865,6.345672654029632e-05,0.0003063075991652174,-0.00012670911195286513,0.0011773597661004903
820.0,-0.001105754730367826,-0.0012214579667729575,-0.001185439146448352,5.801615117825568e-05,0.00030759163388156585,-0.00012401914351875586,0.0011708839478630452
825.0,-0.0010976448929730966,-0.0012215085505955818,-0.0011716525376930648,4.94412515347696e-05,0.00030871371575454185,-0.00012195962719772545,0.0011636019937539144
830.0,-0.001089814336633878,-0.0012216109671303117,-0.0011576218412141226,3.8850277636815775e-05,0.00031243090368284,-0.00012058149333210647,0.0011563490483261043
835.0,-0.0010830630490983116,-0.0012226558884239108,-0.0011460628362982323,2.8907820520186856e-05,0.000320793020425004,-0.00012169671601788808,0.001150593924606818
840.0,-0.001077317366548624,-0.001223262285863075,-0.0011345304168733378,1.9989907947971555e-05,0.00033152306834010177,-0.00012399845433601548,0.0011450366897616789
845.0,-0.001070023823949723,-0.0012237460739758666,-0.0011202420634816189,1.0686549766734941e-05,0.0003407721847218326,-0.00012525681551208142,0.001138003987135736
850.0,-0.0010576451893225746,-0.0012222781192764009,-0.0010992960965604825,1.1525551213194296e-06,0.0003487848341084397,-0.00012607111621174968,0.001126406468386486
855.0,-0.0010425548284747523,-0.0012204876905388916,-0.0010748546712944307,-9.1671285324033e-06,0.0003555061553818143,-0.00012649360340729923,0.0011126323967693582
860.0,-0.0010262906578303263,-0.0012174414274109832,-0.001049503052641931,-1.887284500743286e-05,0.0003600492382663569,-0.00012642568310370047,0.0010977450459610802
