iteration,image_index,energy_eV,relative_energy_eV,energy_valid,source_sha256
4,3,-133596.8603495908,0.5794594169128686,True,b75964940993b32f02e409982b4c3ae5d0d313541a474443422564d20b65cc4f
4,4,-133597.25335889397,0.18645011374610476,True,b75964940993b32f02e409982b4c3ae5d0d313541a474443422564d20b65cc4f
4,5,-133596.88187555244,0.557933455274906,True,b75964940993b32f02e409982b4c3ae5d0d313541a474443422564d20b65cc4f
5,1,-133597.43980900772,0.0,True,7d20b889ec0af8853aa1d5c6395be57deffc4da907d5c010d9b3bd457bbb3afc
5,2,-133597.10074111304,0.33906789467437193,True,7d20b889ec0af8853aa1d5c6395be57deffc4da907d5c010d9b3bd457bbb3afc
5,3,-133596.8529544857,0.5868545220291708,True,7d20b889ec0af8853aa1d5c6395be57deffc4da907d5c010d9b3bd457bbb3afc
5,4,-133597.2427781056,0.19703090211260132,True,7d20b889ec0af8853aa1d5c6395be57deffc4da907d5c010d9b3bd457bbb3afc
5,5,-133596.88187555244,0.557933455274906,True,7d20b889ec0af8853aa1d5c6395be57deffc4da907d5c010d9b3bd457bbb3afc
6,1,-133597.43980900772,0.0,True,b2a3a724ed99a66b42acfc317eaff75f25ce55b53361e5256bc17ae228317be6
6,2,-133597.0991349501,0.3406740576028824,True,b2a3a724ed99a66b42acfc317eaff75f25ce55b53361e5256bc17ae228317be6
6,3,-133596.8541036579,0.5857053498039022,True,b2a3a724ed99a66b42acfc317eaff75f25ce55b53361e5256bc17ae228317be6
6,4,-133597.244441007,0.1953680007136427,True,b2a3a724ed99a66b42acfc317eaff75f25ce55b53361e5256bc17ae228317be6
6,5,-133596.88187555244,0.557933455274906,True,b2a3a724ed99a66b42acfc317eaff75f25ce55b53361e5256bc17ae228317be6
7,1,-133597.43980900772,0.0,True,594645e65ac9a1b71228f3fa99fa4f1c42b48f241ff66e1f15c8d00961ac6c06
7,2,-133597.10004760366,0.3397614040586632,True,594645e65ac9a1b71228f3fa99fa4f1c42b48f241ff66e1f15c8d00961ac6c06
7,3,-133596.85448970855,0.5853192991635296,True,594645e65ac9a1b71228f3fa99fa4f1c42b48f241ff66e1f15c8d00961ac6c06
7,4,-133597.2450094447,0.19479956300347112,True,594645e65ac9a1b71228f3fa99fa4f1c42b48f241ff66e1f15c8d00961ac6c06
7,5,-133596.88187555244,0.557933455274906,True,594645e65ac9a1b71228f3fa99fa4f1c42b48f241ff66e1f15c8d00961ac6c06
8,1,-133597.43980900772,0.0,True,da6610a1963bc524c7f11f30cfec9275781ac47d61f4d29f7718db4e6a3fb3d9
8,2,-133597.1259179502,0.313891057507135,True,da6610a1963bc524c7f11f30cfec9275781ac47d61f4d29f7718db4e6a3fb3d9
8,3,-133596.8653132361,0.5744957716087811,True,da6610a1963bc524c7f11f30cfec9275781ac47d61f4d29f7718db4e6a3fb3d9
8,4,-133597.26107626353,0.17873274418525398,True,da6610a1963bc524c7f11f30cfec9275781ac47d61f4d29f7718db4e6a3fb3d9
8,5,-133596.88187555244,0.557933455274906,True,da6610a1963bc524c7f11f30cfec9275781ac47d61f4d29f7718db4e6a3fb3d9
9,1,-133597.43980900772,0.0,True,8725e992acb892a85867e72a58c33b0013c4f4c0bed18f72de2532903ba1c5c4
9,2,-133597.36343651882,0.07637248889659531,True,8725e992acb892a85867e72a58c33b0013c4f4c0bed18f72de2532903ba1c5c4
9,3,-133596.97992293362,0.45988607409526594,True,8725e992acb892a85867e72a58c33b0013c4f4c0bed18f72de2532903ba1c5c4
9,4,-133597.40656829122,0.03324071649694815,True,8725e992acb892a85867e72a58c33b0013c4f4c0bed18f72de2532903ba1c5c4
9,5,-133596.88187555244,0.557933455274906,True,8725e992acb892a85867e72a58c33b0013c4f4c0bed18f72de2532903ba1c5c4
10,1,-133597.43980900772,0.0,True,158ade93e895fec9647eebe7851cc46ec7dc02819138ea079688e66194834606
10,2,-133597.3633418232,0.0764671845245175,True,158ade93e895fec9647eebe7851cc46ec7dc02819138ea079688e66194834606
10,3,-133596.98033986107,0.45946914664818905,True,158ade93e895fec9647eebe7851cc46ec7dc02819138ea079688e66194834606
10,4,-133597.40699437796,0.0328146297542844,True,158ade93e895fec9647eebe7851cc46ec7dc02819138ea079688e66194834606
10,5,-133596.88187555244,0.557933455274906,True,158ade93e895fec9647eebe7851cc46ec7dc02819138ea079688e66194834606
11,1,-133597.43980900772,0.0,True,8f754702d4fa726e22df4d53535ad945bb5972609f10b08a9244bfa36481c007
11,2,-133597.35795218637,0.08185682134353556,True,8f754702d4fa726e22df4d53535ad945bb5972609f10b08a9244bfa36481c007
11,3,-133596.9771154669,0.4626935408159625,True,8f754702d4fa726e22df4d53535ad945bb5972609f10b08a9244bfa36481c007
11,4,-133597.40414528054,0.035663727176142856,True,8f754702d4fa726e22df4d53535ad945bb5972609f10b08a9244bfa36481c007
11,5,-133596.88187555244,0.557933455274906,True,8f754702d4fa726e22df4d53535ad945bb5972609f10b08a9244bfa36481c007
12,1,-133597.43980900772,0.0,True,bd8f58dbc3faca3ec7a5f01ef9578552a30aab87381f869443412c5bd22d65e4
12,2,-133597.0937588183,0.34605018942966126,True,bd8f58dbc3faca3ec7a5f01ef9578552a30aab87381f869443412c5bd22d65e4
12,3,-133596.87634179596,0.5634672117594164,True,bd8f58dbc3faca3ec7a5f01ef9578552a30aab87381f869443412c5bd22d65e4
12,4,-133597.2678429706,0.1719660371018108,True,bd8f58dbc3faca3ec7a5f01ef9578552a30aab87381f869443412c5bd22d65e4
12,5,-133596.88187555244,0.557933455274906,True,bd8f58dbc3faca3ec7a5f01ef9578552a30aab87381f869443412c5bd22d65e4
13,1,-133597.43980900772,0.0,True,b0c4c458817dab36539c07ea545a0ab0981d42193380b886f13ce8625d705a61
13,2,-133597.1130917844,0.32671722330269404,True,b0c4c458817dab36539c07ea545a0ab0981d42193380b886f13ce8625d705a61
13,3,-133596.88279731912,0.557011688593775,True,b0c4c458817dab36539c07ea545a0ab0981d42193380b886f13ce8625d705a61
13,4,-133597.27806286525,0.16174614246119745,True,b0c4c458817dab36539c07ea545a0ab0981d42193380b886f13ce8625d705a61
13,5,-133596.88187555244,0.557933455274906,True,b0c4c458817dab36539c07ea545a0ab0981d42193380b886f13ce8625d705a61
14,1,-133597.43980900772,0.0,True,29cc0af5d06a0914e0782f309d96b14edbc9f418b5864ccce262a456619cc47f
14,2,-133597.1138941638,0.3259148439101409,True,29cc0af5d06a0914e0782f309d96b14edbc9f418b5864ccce262a456619cc47f
14,3,-133596.88321873912,0.5565902685921174,True,29cc0af5d06a0914e0782f309d96b14edbc9f418b5864ccce262a456619cc47f
14,4,-133597.27854865382,0.1612603538960684,True,29cc0af5d06a0914e0782f309d96b14edbc9f418b5864ccce262a456619cc47f
14,5,-133596.88187555244,0.557933455274906,True,29cc0af5d06a0914e0782f309d96b14edbc9f418b5864ccce262a456619cc47f
15,1,-133597.43980900772,0.0,True,3e905b866a7d7563787baa4d3f9ddea5d3fc2f0979c88cfd9d0e7475fd7b3f6a
15,2,-133597.2527778819,0.18703112582443282,True,3e905b866a7d7563787baa4d3f9ddea5d3fc2f0979c88cfd9d0e7475fd7b3f6a
15,3,-133596.96628706853,0.4735219391877763,True,3e905b866a7d7563787baa4d3f9ddea5d3fc2f0979c88cfd9d0e7475fd7b3f6a
15,4,-133597.35965346944,0.08015553827863187,True,3e905b866a7d7563787baa4d3f9ddea5d3fc2f0979c88cfd9d0e7475fd7b3f6a
15,5,-133596.88187555244,0.557933455274906,True,3e905b866a7d7563787baa4d3f9ddea5d3fc2f0979c88cfd9d0e7475fd7b3f6a
16,1,-133597.43980900772,0.0,True,72bf406e5a1f044426376e134a9401b3e380e8a082c3d598942a245cc1551084
16,2,-133597.2638151113,0.17599389640963636,True,72bf406e5a1f044426376e134a9401b3e380e8a082c3d598942a245cc1551084
16,3,-133596.97502339838,0.46478560933610424,True,72bf406e5a1f044426376e134a9401b3e380e8a082c3d598942a245cc1551084
16,4,-133597.36614665587,0.07366235184599645,True,72bf406e5a1f044426376e134a9401b3e380e8a082c3d598942a245cc1551084
16,5,-133596.88187555244,0.557933455274906,True,72bf406e5a1f044426376e134a9401b3e380e8a082c3d598942a245cc1551084
17,1,-133597.43980900772,0.0,True,60fcc07939309bec985abaabba8f5aea01cb7e3fe78a1fc668fc8b40dde1dda2
17,2,-133597.26630468376,0.17350432396051474,True,60fcc07939309bec985abaabba8f5aea01cb7e3fe78a1fc668fc8b40dde1dda2
17,3,-133596.97778337038,0.46202563733095303,True,60fcc07939309bec985abaabba8f5aea01cb7e3fe78a1fc668fc8b40dde1dda2
17,4,-133597.3680913856,0.07171762210782617,True,60fcc07939309bec985abaabba8f5aea01cb7e3fe78a1fc668fc8b40dde1dda2
17,5,-133596.88187555244,0.557933455274906,True,60fcc07939309bec985abaabba8f5aea01cb7e3fe78a1fc668fc8b40dde1dda2
18,1,-133597.43980900772,0.0,True,1b94e09a298daa9f60ea7310dab6b7f8c59b700d6076a60ee609d4a30d84b723
18,2,-133597.26685959467,0.17294941304135136,True,1b94e09a298daa9f60ea7310dab6b7f8c59b700d6076a60ee609d4a30d84b723
18,3,-133596.97935876815,0.46045023956685327,True,1b94e09a298daa9f60ea7310dab6b7f8c59b700d6076a60ee609d4a30d84b723
18,4,-133597.36917574576,0.07063326195930131,True,1b94e09a298daa9f60ea7310dab6b7f8c59b700d6076a60ee609d4a30d84b723
18,5,-133596.88187555244,0.557933455274906,True,1b94e09a298daa9f60ea7310dab6b7f8c59b700d6076a60ee609d4a30d84b723
19,1,-133597.43980900772,0.0,True,e401b219c38ec6af6aeb4e3744535a2f8f0e0f3bd2272e58e1a4e0475df40a0e
19,2,-133597.26610860394,0.1737004037713632,True,e401b219c38ec6af6aeb4e3744535a2f8f0e0f3bd2272e58e1a4e0475df40a0e
19,3,-133596.97980262668,0.4600063810357824,True,e401b219c38ec6af6aeb4e3744535a2f8f0e0f3bd2272e58e1a4e0475df40a0e
19,4,-133597.36944526364,0.07036374407471158,True,e401b219c38ec6af6aeb4e3744535a2f8f0e0f3bd2272e58e1a4e0475df40a0e
19,5,-133596.88187555244,0.557933455274906,True,e401b219c38ec6af6aeb4e3744535a2f8f0e0f3bd2272e58e1a4e0475df40a0e
20,1,-133597.43980900772,0.0,True,8617d9f95ff0cc6a22246e52dc71712833fb9ccbae6ff1917fcf1d3170ed9b85
20,2,-133597.2450359731,0.19477303462917916,True,8617d9f95ff0cc6a22246e52dc71712833fb9ccbae6ff1917fcf1d3170ed9b85
20,3,-133596.99098459617,0.44882441154913977,True,8617d9f95ff0cc6a22246e52dc71712833fb9ccbae6ff1917fcf1d3170ed9b85
20,4,-133597.37627305763,0.06353595008840784,True,8617d9f95ff0cc6a22246e52dc71712833fb9ccbae6ff1917fcf1d3170ed9b85
20,5,-133596.88187555244,0.557933455274906,True,8617d9f95ff0cc6a22246e52dc71712833fb9ccbae6ff1917fcf1d3170ed9b85
21,1,-133597.43980900772,0.0,True,a8f8ca45a0f0f9cbe3330581c0ed8464576dfc4b0e6b773db6289fba11309bba
21,2,-133597.08933754763,0.35047146008582786,True,a8f8ca45a0f0f9cbe3330581c0ed8464576dfc4b0e6b773db6289fba11309bba
21,3,-133597.05676826122,0.38304074649931863,True,a8f8ca45a0f0f9cbe3330581c0ed8464576dfc4b0e6b773db6289fba11309bba
21,4,-133597.3988688866,0.04094012110726908,True,a8f8ca45a0f0f9cbe3330581c0ed8464576dfc4b0e6b773db6289fba11309bba
21,5,-133596.88187555244,0.557933455274906,True,a8f8ca45a0f0f9cbe3330581c0ed8464576dfc4b0e6b773db6289fba11309bba
22,1,-133597.43980900772,0.0,True,13190e82b9d83068050cc69f5ebaa1a4922beb37042c3336539a4cfee5bc060b
22,2,-133597.14988901003,0.2899199976818636,True,13190e82b9d83068050cc69f5ebaa1a4922beb37042c3336539a4cfee5bc060b
22,3,-133597.03388081864,0.40592818908044137,True,13190e82b9d83068050cc69f5ebaa1a4922beb37042c3336539a4cfee5bc060b
22,4,-133597.3956381005,0.044170907203806564,True,13190e82b9d83068050cc69f5ebaa1a4922beb37042c3336539a4cfee5bc060b
22,5,-133596.88187555244,0.557933455274906,True,13190e82b9d83068050cc69f5ebaa1a4922beb37042c3336539a4cfee5bc060b
23,1,-133597.43980900772,0.0,True,4e8051229954bdc9fcc2cfecfa0ca9d830a2b75db40356c96505e57ff59824ec
23,2,-133597.18333246498,0.25647654273780063,True,4e8051229954bdc9fcc2cfecfa0ca9d830a2b75db40356c96505e57ff59824ec
23,3,-133597.02121276731,0.41859624040080234,True,4e8051229954bdc9fcc2cfecfa0ca9d830a2b75db40356c96505e57ff59824ec
23,4,-133597.391496269,0.048312738712411374,True,4e8051229954bdc9fcc2cfecfa0ca9d830a2b75db40356c96505e57ff59824ec
23,5,-133596.88187555244,0.557933455274906,True,4e8051229954bdc9fcc2cfecfa0ca9d830a2b75db40356c96505e57ff59824ec
24,1,-133597.43980900772,0.0,True,65010786ed5c2ab5a3381b990d624d286242c3545e745e71e1c320df748bf600
24,2,-133597.18349239172,0.2563166159961838,True,65010786ed5c2ab5a3381b990d624d286242c3545e745e71e1c320df748bf600
24,3,-133597.02164566508,0.41816334263421595,True,65010786ed5c2ab5a3381b990d624d286242c3545e745e71e1c320df748bf600
24,4,-133597.3917752211,0.04803378661745228,True,65010786ed5c2ab5a3381b990d624d286242c3545e745e71e1c320df748bf600
24,5,-133596.88187555244,0.557933455274906,True,65010786ed5c2ab5a3381b990d624d286242c3545e745e71e1c320df748bf600
25,1,-133597.43980900772,0.0,True,0911730b7c690a9a897947abe07a1ce0aa0fe091d06d360146c351de020f8fec
25,2,-133597.18451188807,0.2552971196419094,True,0911730b7c690a9a897947abe07a1ce0aa0fe091d06d360146c351de020f8fec
25,3,-133597.02232536196,0.4174836457532365,True,0911730b7c690a9a897947abe07a1ce0aa0fe091d06d360146c351de020f8fec
25,4,-133597.39225952933,0.04754947838955559,True,0911730b7c690a9a897947abe07a1ce0aa0fe091d06d360146c351de020f8fec
25,5,-133596.88187555244,0.557933455274906,True,0911730b7c690a9a897947abe07a1ce0aa0fe091d06d360146c351de020f8fec
26,1,-133597.43980900772,0.0,True,f5ce4d2c1be861568b19a9106fa0fd1c47fb9d039b6c0eb40f613591d800a3f2
26,2,-133597.18551520453,0.25429380318382755,True,f5ce4d2c1be861568b19a9106fa0fd1c47fb9d039b6c0eb40f613591d800a3f2
26,3,-133597.0230460991,0.4167629086296074,True,f5ce4d2c1be861568b19a9106fa0fd1c47fb9d039b6c0eb40f613591d800a3f2
26,4,-133597.392748869,0.04706013872055337,True,f5ce4d2c1be861568b19a9106fa0fd1c47fb9d039b6c0eb40f613591d800a3f2
26,5,-133596.88187555244,0.557933455274906,True,f5ce4d2c1be861568b19a9106fa0fd1c47fb9d039b6c0eb40f613591d800a3f2
27,1,-133597.43980900772,0.0,True,0f02ae67b471390422f745260ec9f0044867248fffe3f47c673e0b53dd793436
27,2,-133597.1875283029,0.2522807048226241,True,0f02ae67b471390422f745260ec9f0044867248fffe3f47c673e0b53dd793436
27,3,-133597.02445188558,0.41535712213953957,True,0f02ae67b471390422f745260ec9f0044867248fffe3f47c673e0b53dd793436
27,4,-133597.39373250617,0.046076501545030624,True,0f02ae67b471390422f745260ec9f0044867248fffe3f47c673e0b53dd793436
27,5,-133596.88187555244,0.557933455274906,True,0f02ae67b471390422f745260ec9f0044867248fffe3f47c673e0b53dd793436
28,1,-133597.43980900772,0.0,True,b2121928ebb5bcd56f187e82d7322fd453988a5c53d9041d1d67ac679477f2f0
28,2,-133597.19375290204,0.24605610567959957,True,b2121928ebb5bcd56f187e82d7322fd453988a5c53d9041d1d67ac679477f2f0
28,3,-133597.02886912075,0.41093988696229644,True,b2121928ebb5bcd56f187e82d7322fd453988a5c53d9041d1d67ac679477f2f0
28,4,-133597.3967225232,0.04308648451115005,True,b2121928ebb5bcd56f187e82d7322fd453988a5c53d9041d1d67ac679477f2f0
28,5,-133596.88187555244,0.557933455274906,True,b2121928ebb5bcd56f187e82d7322fd453988a5c53d9041d1d67ac679477f2f0
29,1,-133597.43980900772,0.0,True,21bba2f95698b29f6320e49d3340300c69470d594c93fe715467248c4d8954d1
29,2,-133597.20360458308,0.23620442464016378,True,21bba2f95698b29f6320e49d3340300c69470d594c93fe715467248c4d8954d1
29,3,-133597.03600441158,0.40380459613515995,True,21bba2f95698b29f6320e49d3340300c69470d594c93fe715467248c4d8954d1
29,4,-133597.40143202234,0.03837698537972756,True,21bba2f95698b29f6320e49d3340300c69470d594c93fe715467248c4d8954d1
29,5,-133596.88187555244,0.557933455274906,True,21bba2f95698b29f6320e49d3340300c69470d594c93fe715467248c4d8954d1
30,1,-133597.43980900772,0.0,True,686ea3eb785c9e97983dd9559bdf58a3e67d1dda5db284dcedfa73414a549453
30,2,-133597.21495752447,0.22485148324631155,True,686ea3eb785c9e97983dd9559bdf58a3e67d1dda5db284dcedfa73414a549453
30,3,-133597.04446202607,0.39534698164789006,True,686ea3eb785c9e97983dd9559bdf58a3e67d1dda5db284dcedfa73414a549453
30,4,-133597.40676741325,0.03304159446270205,True,686ea3eb785c9e97983dd9559bdf58a3e67d1dda5db284dcedfa73414a549453
30,5,-133596.88187555244,0.557933455274906,True,686ea3eb785c9e97983dd9559bdf58a3e67d1dda5db284dcedfa73414a549453
31,1,-133597.43980900772,0.0,True,2d41d4c409c5690dec5c1853570145722569999464da8bbf1f3ea987cc1dc1c9
31,2,-133597.2340196148,0.20578939290135168,True,2d41d4c409c5690dec5c1853570145722569999464da8bbf1f3ea987cc1dc1c9
31,3,-133597.05940354516,0.38040546255069785,True,2d41d4c409c5690dec5c1853570145722569999464da8bbf1f3ea987cc1dc1c9
31,4,-133597.4155439724,0.02426503531751223,True,2d41d4c409c5690dec5c1853570145722569999464da8bbf1f3ea987cc1dc1c9
31,5,-133596.88187555244,0.557933455274906,True,2d41d4c409c5690dec5c1853570145722569999464da8bbf1f3ea987cc1dc1c9
32,1,-133597.43980900772,0.0,True,1cb89335a102261d1f720fa7f950ce74a8e708032a3f37a435c99c2febea5bbe
32,2,-133597.23825460722,0.20155440049711615,True,1cb89335a102261d1f720fa7f950ce74a8e708032a3f37a435c99c2febea5bbe
32,3,-133597.06302994405,0.37677906366297975,True,1cb89335a102261d1f720fa7f950ce74a8e708032a3f37a435c99c2febea5bbe
32,4,-133597.41749393762,0.022315070091281086,True,1cb89335a102261d1f720fa7f950ce74a8e708032a3f37a435c99c2febea5bbe
32,5,-133596.88187555244,0.557933455274906,True,1cb89335a102261d1f720fa7f950ce74a8e708032a3f37a435c99c2febea5bbe
33,1,-133597.43980900772,0.0,True,1ac26a07f41d33260821b2569ef60b03928277347044540ed219aea1c7153e60
33,2,-133597.24048323336,0.19932577435974963,True,1ac26a07f41d33260821b2569ef60b03928277347044540ed219aea1c7153e60
33,3,-133597.0651994997,0.37460950802778825,True,1ac26a07f41d33260821b2569ef60b03928277347044540ed219aea1c7153e60
33,4,-133597.418557979,0.02125102872378193,True,1ac26a07f41d33260821b2569ef60b03928277347044540ed219aea1c7153e60
33,5,-133596.88187555244,0.557933455274906,True,1ac26a07f41d33260821b2569ef60b03928277347044540ed219aea1c7153e60
34,1,-133597.43980900772,0.0,True,a8afa4504ece7a60a388eee376d6b0d621ea692f22ec12b5149461ce4ce2e3d6
34,2,-133597.242132159,0.1976768487074878,True,a8afa4504ece7a60a388eee376d6b0d621ea692f22ec12b5149461ce4ce2e3d6
34,3,-133597.06708857944,0.37272042827680707,True,a8afa4504ece7a60a388eee376d6b0d621ea692f22ec12b5149461ce4ce2e3d6
34,4,-133597.41939316448,0.020415843231603503,True,a8afa4504ece7a60a388eee376d6b0d621ea692f22ec12b5149461ce4ce2e3d6
34,5,-133596.88187555244,0.557933455274906,True,a8afa4504ece7a60a388eee376d6b0d621ea692f22ec12b5149461ce4ce2e3d6
35,1,-133597.43980900772,0.0,True,02141bb7f4efc47161255ab02cef1f2d6e0f86195631b103e61388e2a2d1c745
35,2,-133597.2429502394,0.19685876832227223,True,02141bb7f4efc47161255ab02cef1f2d6e0f86195631b103e61388e2a2d1c745
35,3,-133597.0683600478,0.371448959922418,True,02141bb7f4efc47161255ab02cef1f2d6e0f86195631b103e61388e2a2d1c745
35,4,-133597.41985008176,0.019958925957325846,True,02141bb7f4efc47161255ab02cef1f2d6e0f86195631b103e61388e2a2d1c745
35,5,-133596.88187555244,0.557933455274906,True,02141bb7f4efc47161255ab02cef1f2d6e0f86195631b103e61388e2a2d1c745
36,1,-133597.43980900772,0.0,True,f8d6beff37dd6cdfed072bd53fc00549cec35fd5316d96e51120d53fce88c8aa
36,2,-133597.2468534216,0.19295558612793684,True,f8d6beff37dd6cdfed072bd53fc00549cec35fd5316d96e51120d53fce88c8aa
36,3,-133597.07491625033,0.36489275738131255,True,f8d6beff37dd6cdfed072bd53fc00549cec35fd5316d96e51120d53fce88c8aa
36,4,-133597.4221005913,0.017708416417008266,True,f8d6beff37dd6cdfed072bd53fc00549cec35fd5316d96e51120d53fce88c8aa
36,5,-133596.88187555244,0.557933455274906,True,f8d6beff37dd6cdfed072bd53fc00549cec35fd5316d96e51120d53fce88c8aa
37,1,-133597.43980900772,0.0,True,34f0752b08399986c628578e5cc58fa114b3c2f80034d43b4c8d56ec7572bf5c
37,2,-133597.25445322163,0.18535578608862124,True,34f0752b08399986c628578e5cc58fa114b3c2f80034d43b4c8d56ec7572bf5c
37,3,-133597.0882835717,0.3515254360099789,True,34f0752b08399986c628578e5cc58fa114b3c2f80034d43b4c8d56ec7572bf5c
37,4,-133597.4264910614,0.013317946315510198,True,34f0752b08399986c628578e5cc58fa114b3c2f80034d43b4c8d56ec7572bf5c
37,5,-133596.88187555244,0.557933455274906,True,34f0752b08399986c628578e5cc58fa114b3c2f80034d43b4c8d56ec7572bf5c
38,1,-133597.43980900772,0.0,True,32c881d74999208319be039d090a831ea03f37cdc53c246a52cb3f7515acf02b
38,2,-133597.26419777144,0.17561123627820052,True,32c881d74999208319be039d090a831ea03f37cdc53c246a52cb3f7515acf02b
38,3,-133597.10625688828,0.33355211943853647,True,32c881d74999208319be039d090a831ea03f37cdc53c246a52cb3f7515acf02b
38,4,-133597.43206702,0.007741987705230713,True,32c881d74999208319be039d090a831ea03f37cdc53c246a52cb3f7515acf02b
38,5,-133596.88187555244,0.557933455274906,True,32c881d74999208319be039d090a831ea03f37cdc53c246a52cb3f7515acf02b
39,1,-133597.43980900772,0.0,True,0b249c0c283e2a426f6c24084269379bcf189fe4b75e88efbdd4ea13c1416ac6
39,2,-133597.27872262162,0.16108638609875925,True,0b249c0c283e2a426f6c24084269379bcf189fe4b75e88efbdd4ea13c1416ac6
39,3,-133597.13432825226,0.30548075545812026,True,0b249c0c283e2a426f6c24084269379bcf189fe4b75e88efbdd4ea13c1416ac6
39,4,-133597.44014981398,-0.00034080626210197806,True,0b249c0c283e2a426f6c24084269379bcf189fe4b75e88efbdd4ea13c1416ac6
39,5,-133596.88187555244,0.557933455274906,True,0b249c0c283e2a426f6c24084269379bcf189fe4b75e88efbdd4ea13c1416ac6
40,1,-133597.43980900772,0.0,True,7c126405b57123a03a5fe5479f4039a968534dc86ae74344a56324198676c15e
40,2,-133597.28130904213,0.15849996558972634,True,7c126405b57123a03a5fe5479f4039a968534dc86ae74344a56324198676c15e
40,3,-133597.1396425054,0.3001665023039095,True,7c126405b57123a03a5fe5479f4039a968534dc86ae74344a56324198676c15e
40,4,-133597.44146635802,-0.0016573503089603037,True,7c126405b57123a03a5fe5479f4039a968534dc86ae74344a56324198676c15e
40,5,-133596.88187555244,0.557933455274906,True,7c126405b57123a03a5fe5479f4039a968534dc86ae74344a56324198676c15e
41,1,-133597.43980900772,0.0,True,e9a03c75a55a7e90bb55f7b8a442266283eb4bc0f3b4344d6560996e42809f6f
41,2,-133597.28247532214,0.15733368557994254,True,e9a03c75a55a7e90bb55f7b8a442266283eb4bc0f3b4344d6560996e42809f6f
41,3,-133597.142192381,0.29761662671808153,True,e9a03c75a55a7e90bb55f7b8a442266283eb4bc0f3b4344d6560996e42809f6f
41,4,-133597.441963091,-0.0021540832822211087,True,e9a03c75a55a7e90bb55f7b8a442266283eb4bc0f3b4344d6560996e42809f6f
41,5,-133596.88187555244,0.557933455274906,True,e9a03c75a55a7e90bb55f7b8a442266283eb4bc0f3b4344d6560996e42809f6f
42,1,-133597.43980900772,0.0,True,d036c6222f3464cf356907593fd38142a9a3228d3b6080ca08d4800238de9d30
42,2,-133597.28325827807,0.15655072964727879,True,d036c6222f3464cf356907593fd38142a9a3228d3b6080ca08d4800238de9d30
42,3,-133597.14406052974,0.29574847797630355,True,d036c6222f3464cf356907593fd38142a9a3228d3b6080ca08d4800238de9d30
42,4,-133597.4421882625,-0.0023792547872290015,True,d036c6222f3464cf356907593fd38142a9a3228d3b6080ca08d4800238de9d30
42,5,-133596.88187555244,0.557933455274906,True,d036c6222f3464cf356907593fd38142a9a3228d3b6080ca08d4800238de9d30
