neb_out,parent,n_images,act_fwd_eV,act_rev_eV,dat_peak_eV,job_done,reached_max_steps,tail,xyz_atoms
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/H2O/mad/lac/cis/neb.out,cis,7,,,,False,False,path_thr                      =    0.0500 eV / A,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/H2O/mad/lac/cis_1/neb.out,cis_1,7,0.581192,0.581184,,False,False,inter-image distance = 10.158 bohr,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/H2O/mad/lac/cis_2/neb.out,cis_2,7,0.740840,0.740835,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/H2O/mad/lac/trans_1/neb.out,trans_1,7,1.171167,1.171169,,False,False,tcpu = 259099.2    self-consistency for image   4,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/H2O/mad/lac/trans_2/neb.out,trans_2,7,0.000000,0.000000,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/H2O/mad/lac/weird failures/neb.out,weird failures,7,0.000000,0.000001,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/H2O/mad/lac/weird_failures_2/neb.out,weird_failures_2,7,0.000000,0.000000,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/H2O/mad/per/cis_1/neb.out,cis_1,7,0.684298,0.684294,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/H2O/mad/per/cis_2/neb.out,cis_2,7,0.342583,0.342577,,False,False,tcpu = 259123.2    self-consistency for image   4,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/H2O/mad/per/trans_1/neb.out,trans_1,7,0.000000,0.000008,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/H2O/mad/per/trans_2/neb.out,trans_2,7,0.525383,0.525391,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/H2O/mad/sbf/cis_1/neb.out,cis_1,7,0.654392,0.654396,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/H2O/mad/sbf/cis_1_save/neb.out,cis_1_save,,,,,False,False,stopping ...,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/H2O/mad/sbf/cis_2/neb.out,cis_2,7,0.380018,0.380018,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/H2O/mad/sbf/trans_1/neb.out,trans_1,7,0.950464,0.950459,,False,False,tcpu = 259171.4    self-consistency for image   3,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/H2O/mad/sbf/trans_2/neb.out,trans_2,7,0.000017,0.000000,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/MAD/ACE/cis_1/neb.out,cis_1,7,1.258927,1.258923,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/MAD/ACE/cis_2/neb.out,cis_2,7,1.040232,1.040233,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/MAD/ACE/hpc_test/neb.out,hpc_test,7,1.271360,1.271356,,False,False,tcpu = 171697.2    self-consistency for image   5,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/MAD/ACE/trans_1/neb.out,trans_1,7,10.153061,10.153058,,False,False,tcpu = 259201.8    self-consistency for image   2,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/MAD/ACE/trans_1/run1/neb.out,run1,7,3.232739,3.232735,,False,False,tcpu = 259187.4    self-consistency for image   6,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/MAD/ACE/trans_2/neb.out,trans_2,7,0.305662,0.305664,,True,True,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/MAD/LAC/cis/neb.out,cis,7,1.088567,1.088564,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/MAD/LAC/cis_2/neb.out,cis_2,7,0.000000,-0.000007,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/MAD/LAC/trans_1/neb.out,trans_1,7,1.121869,1.121869,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/MAD/LAC/trans_2/neb.out,trans_2,7,1.116623,1.116618,,True,True,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/MAD/Perc/cis_1/neb.out,cis_1,7,0.501585,0.501581,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/MAD/Perc/cis_2/neb.out,cis_2,7,0.847257,0.847249,,True,True,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/MAD/Perc/trans_1/neb.out,trans_1,7,0.776716,0.776711,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/MAD/Perc/trans_2/neb.out,trans_2,7,0.489083,0.489085,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/MAD/SbF/cis_1/neb.out,cis_1,7,0.000000,-0.000000,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/MAD/SbF/cis_2/neb.out,cis_2,7,0.461752,0.461742,,True,True,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/MAD/SbF/trans_1/neb.out,trans_1,7,0.469574,0.469574,,False,False,tcpu = 259221.3    self-consistency for image   3,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/MAD/SbF/trans_2/neb.out,trans_2,7,0.562157,0.562149,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/PDAD/ace/neb.out,ace,9,4.213196,4.213196,,False,False,tcpu = 259179.6    self-consistency for image   2,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/PDAD/lac/first run/neb.out,first run,9,2.424618,2.424618,,True,True,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/PDAD/lac/neb.out,lac,9,1.834548,1.834548,,False,False,tcpu = 259205.0    self-consistency for image   7,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/PDAD/perc/neb.out,perc,9,0.950466,0.950466,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/PDAD/sbf/neb.out,sbf,9,0.000000,0.000000,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/PVP_2eh/ace/cis_1/neb.out,cis_1,,,,,False,False,stopping ...,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/PVP_2eh/ace/cis_2/neb.out,cis_2,7,,,,False,False,tcpu =    165.7    self-consistency for image   1,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/PVP_2eh/ace/test/neb.out,test,7,6.337952,6.337953,,False,False,tcpu = 171041.6    self-consistency for image   6,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/PVP_2eh/ace/trans_1/neb.out,trans_1,,,,,False,False,stopping ...,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/PVP_2eh/ace/trans_2/neb.out,trans_2,,,,,False,False,stopping ...,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/PVP_hex/ace/cis/neb.out,cis,7,1.678300,1.653322,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/PVP_hex/ace/cis_2/neb.out,cis_2,11,7.578668,7.578653,,True,True,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/PVP_hex/ace/cis_3/neb.out,cis_3,11,0.024979,0.000000,,True,False,=------------------------------------------------------------------------------=,
/data/pclancy3/yi/flare-data/1-Cr-Sb2Te3/3.neb/hpc_collaboration_20260306/collaborative_dataset/pmastra2/No_H2O/PVP_hex/ace/cis_4/neb.out,cis_4,11,1.601927,1.601921,,False,False,tcpu = 259207.3    self-consistency for image   3,
