path_id,image_index_qe,variant,job_id,ionic_step,energy_eV,energy_above_current_final_eV,max_atom_force_eV_A,total_force_eV_A,cumulative_scf_iterations
1-7,2,transformed,30851801,8,-133598.8212987358,2.0521975790325087,0.011044311958184214,0.8795487531488162,163
1-7,2,transformed,30851801,9,-133598.90313575542,1.970360559411347,0.016492317010559747,0.9535451082472491,181
1-7,2,transformed,30851801,10,-133598.99348680963,1.8800095051992685,0.00920744041724911,1.2680938949999345,201
1-7,2,transformed,30851801,11,-133599.04287016945,1.830626145383576,0.014224364576745717,1.577911851544798,219
1-7,2,transformed,30851801,12,-133599.0991057645,1.7743905503302813,0.010634204008620427,1.5260526964949233,237
1-7,2,transformed,30851801,13,-133599.17632283497,1.697173479857156,0.012810573729151854,1.3580568020497665,254
1-7,2,transformed,30851801,14,-133599.2838675396,1.5896287752257194,0.011579321814896468,1.0391628505953316,271
1-7,2,transformed,30851801,15,-133599.36271742932,1.5107788855093531,0.012172438603992234,0.9616955059422467,289
1-7,2,transformed,30851801,16,-133599.37980209818,1.493694216653239,0.005464766464717293,0.863916444636013,304
1-7,2,transformed,30851801,17,-133599.4021125777,1.4713837371382397,0.01101732480872847,0.7397321516806861,316
1-7,2,transformed,30851801,18,-133599.43037364318,1.4431226716551464,0.008104591194672108,0.6193016696511309,333
1-7,2,transformed,30851801,19,-133599.45842368432,1.4150726305088028,0.008127414668748684,0.6356281760748643,351
1-7,2,transformed,30851801,20,-133599.48230997525,1.3911863395769615,0.007994212648780157,0.8203876645173032,370
1-7,2,transformed,30851801,21,-133599.4991659324,1.3743303824448958,0.0040731100652702315,0.8458415879180844,387
1-7,2,transformed,30851801,22,-133599.52211315837,1.351383156463271,0.004879444893907201,0.8184336259532028,404
1-7,2,transformed,30851801,23,-133599.55688686096,1.3166094538755715,0.007188516821989495,0.812005867518662,421
1-7,2,transformed,30851801,24,-133599.6001658905,1.2733304243301973,0.012559992480544891,0.9506397614348366,438
1-7,2,transformed,30851801,25,-133599.63819570758,1.2353006072517019,0.009557282819062164,1.1865127849487436,456
1-7,2,transformed,30851801,26,-133599.68540923146,1.188087083370192,0.014407825772448325,1.3942065154856238,473
1-7,2,transformed,30851801,27,-133599.7453820383,1.1281142765365075,0.003981026166534365,1.5005216399929275,492
1-7,2,transformed,30851801,28,-133599.84097101222,1.0325253026094288,0.015822453714534147,1.438455204549002,510
1-7,2,transformed,30851801,29,-133599.92468901892,0.9488072959065903,0.016866226432290334,1.4304847840901715,527
1-7,2,transformed,30851801,30,-133599.99035104635,0.8831452684826218,0.025617090157253233,1.3994001443007327,542
1-7,2,transformed,30851801,31,-133600.05473019293,0.8187661218980793,0.020707466216266162,1.3638417846408533,560
1-7,2,transformed,30851801,32,-133600.11742087302,0.756075441808207,0.00885163204702213,1.223845205936556,577
1-7,2,transformed,30851801,33,-133600.1705406283,0.7029556865163613,0.013683920965512276,1.0425567070487691,595
1-7,2,transformed,30851801,34,-133600.21865457695,0.6548417378799058,0.013910901172153172,0.9214577381420218,613
1-7,2,transformed,30851801,35,-133600.2444894752,0.629006839619251,0.013996203028636179,0.868184476236548,625
1-7,2,transformed,30851801,36,-133600.2753292277,0.5981670871260576,0.014321946277800904,0.7549016615862022,641
1-7,2,transformed,30851801,37,-133600.3025022459,0.5709940689266659,0.009606700599881644,0.6761744762799472,659
1-7,2,transformed,30851801,38,-133600.31889125565,0.5546050591801759,0.0032627043790632365,0.6744775480532285,676
1-7,2,transformed,30851801,39,-133600.33485549566,0.5386408191698138,0.014440235934760078,0.653574477624102,690
1-7,2,transformed,30851801,40,-133600.3521661551,0.5213301597395912,0.008985851898898353,0.6019210108441326,702
1-7,2,transformed,30851801,41,-133600.36588368702,0.5076126278145239,0.00630458170664403,0.5406516174460904,719
1-7,2,transformed,30851801,42,-133600.3770485188,0.4964477960311342,0.013837027294951666,0.5181544629251978,733
1-7,2,transformed,30851801,43,-133600.38647631175,0.4870200030854903,0.011913714914410223,0.4819533274218644,749
1-7,2,transformed,30851801,44,-133600.39547892677,0.4780173880571965,0.012530177783379096,0.4284486662127473,761
1-7,2,transformed,30851801,45,-133600.40240748992,0.4710888249101117,0.008307214569614961,0.3710616389091676,773
1-7,2,transformed,30851801,46,-133600.4073991466,0.46609716821694747,0.008972923081740275,0.3367631199024582,789
1-7,2,transformed,30851801,47,-133600.41151758994,0.46197872489574365,0.00636806903117009,0.3261958850360733,801
1-7,2,transformed,30851801,48,-133600.41599481535,0.4575014994770754,0.004240807007679882,0.31827688664471904,818
1-7,2,transformed,30851801,49,-133600.4203570727,0.453139242134057,0.006874443468057385,0.318585419049577,833
1-7,2,transformed,30851801,50,-133600.424238913,0.4492574018368032,0.04427821302406452,0.3363517433626476,858
1-7,2,transformed,30851801,51,-133600.42639215,0.4471041648357641,0.04489086312029779,0.2897633502290964,866
1-7,2,transformed,30851801,52,-133600.42837232255,0.4451239922782406,0.005506095787973162,0.24703161215626956,877
1-7,2,transformed,30851801,53,-133600.43079155087,0.4427047639619559,0.005512007341247796,0.20566255887156537,889
1-7,2,transformed,30851801,54,-133600.43355228205,0.43994403278338723,0.004228345666895443,0.1827540278108622,901
1-7,2,transformed,30851801,55,-133600.43628389706,0.4372124177752994,0.004890334924283634,0.21481568688235136,915
1-7,2,transformed,30851801,56,-133600.43827168882,0.43522462600958534,0.0010959364246917959,0.2655178454140087,932
1-7,2,transformed,30851801,57,-133600.44038982314,0.4331064916914329,0.002570711032072984,0.28246141664745805,944
1-7,2,transformed,30851801,58,-133600.44315776534,0.4303385494858958,0.0036350489093565502,0.2685517473951119,956
1-7,2,transformed,30851801,59,-133600.44715593432,0.4263403805089183,0.004605558280202482,0.241735139206208,973
1-7,2,transformed,30851801,60,-133600.45008469583,0.42341161900549196,0.006750993776665648,0.25654469463938984,988
1-7,2,transformed,30851801,61,-133600.4524161674,0.4210801474400796,0.004824599964061684,0.2768307002588004,1000
1-7,2,transformed,30851801,62,-133600.4551632929,0.41833302192389965,0.004440115508476218,0.2855724517297758,1012
1-7,2,transformed,30851801,63,-133600.45885955155,0.41463676327839494,0.005234907789470494,0.2892748405880713,1028
1-7,2,transformed,30851801,64,-133600.46314330405,0.4103530107822735,0.00414776198418994,0.31089781996186633,1046
1-7,2,transformed,30851801,65,-133600.46701589247,0.40648042235989124,0.006088694184922272,0.34895014989434747,1063
1-7,2,transformed,30851801,66,-133600.47168958408,0.4018067307479214,0.004028041081645597,0.40029508426945887,1080
1-7,2,transformed,30851801,67,-133600.4786626379,0.39483367692446336,0.005212078035109519,0.48143910674710105,1098
1-7,2,transformed,30851801,68,-133600.4883668985,0.3851294163323473,0.008933225786482177,0.5996584398751743,1116
1-7,2,transformed,30851801,69,-133600.50099529471,0.37250102011603303,0.008852502321696916,0.7571128104876842,1135
1-7,2,transformed,30851801,70,-133600.51863493977,0.3548613750608638,0.01380971179843938,0.8903988093863209,1154
1-7,2,transformed,30851801,71,-133600.54535461625,0.328141698584659,0.006110230132242837,0.9215862933107125,1171
1-7,2,transformed,30851801,72,-133600.57277852343,0.3007177913968917,0.008637707121280475,0.9127159866710464,1189
1-7,2,transformed,30851801,73,-133600.60746406115,0.26603225368307903,0.009015989644026452,0.8759234973917351,1206
1-7,2,transformed,30851801,74,-133600.63064775406,0.24284856076701544,0.010806768541356612,0.9466545512054213,1225
1-7,2,transformed,30851801,75,-133600.66020965984,0.2132866549945902,0.006607217042797476,0.807249326277102,1242
1-7,2,transformed,30851801,76,-133600.68967496522,0.18382134960847907,0.006857953444921258,0.6771257845282592,1256
1-7,2,transformed,30851801,77,-133600.70951070523,0.16398560960078612,0.015470999587763271,0.6374022374027976,1272
1-7,2,transformed,30851801,78,-133600.7251844637,0.1483118511387147,0.011813164966676228,0.6132338656889244,1288
1-7,2,transformed,30851801,79,-133600.74139319803,0.13210311680450104,0.004574340370768507,0.5852088389143267,1306
1-7,2,transformed,30851801,80,-133600.7572906341,0.11620568073703907,0.0027155017177153233,0.5407801726147812,1324
1-7,2,transformed,30851801,81,-133600.77143375212,0.10206256271339953,0.007529890229256667,0.4963257952814975,1341
1-7,2,transformed,30851801,82,-133600.78100372452,0.09249259030912071,0.009597643424040132,0.4791251137106664,1355
1-7,2,transformed,30851801,83,-133600.7881094338,0.08538688102271408,0.0021207489293017046,0.436290531502887,1372
1-7,2,transformed,30851801,84,-133600.7961101256,0.07738618922303431,0.010089037282765112,0.3903449142127898,1389
1-7,2,transformed,30851801,85,-133600.80322535886,0.07027095597004518,0.004523668053919198,0.3414939501102802,1405
1-7,2,transformed,30851801,86,-133600.80740040189,0.0660959129454568,0.00721184471274171,0.3035444643127517,1421
1-7,2,transformed,30851801,87,-133600.8104639958,0.0630323190416675,0.002925977374603753,0.25104253341942295,1437
1-7,2,transformed,30851801,88,-133600.8133222798,0.06017403502482921,0.0039463985286310775,0.20663957815361558,1454
1-7,2,transformed,30851801,89,-133600.81545864572,0.05803766910685226,0.0055744435143451135,0.1928841751036984,1471
1-7,2,transformed,30851801,90,-133600.81688112096,0.05661519386922009,0.004449819817794734,0.18591648496065624,1483
1-7,2,transformed,30851801,91,-133600.81814141633,0.05535489850444719,0.004694038545139186,0.17180112743840478,1495
1-7,2,transformed,30851801,92,-133600.81957967413,0.05391664069611579,0.0011747185894689202,0.16030829535744595,1512
1-7,2,transformed,30851801,93,-133600.82094310064,0.05255321419099346,0.00466902049930676,0.16200522358416472,1528
