frame,energy_eV_raw
94,-179675.6553010634
95,-179673.89160157176
96,-179665.26139882064
97,-179677.1990031476
98,-179677.02360012743
99,-179677.12302376432
100,-179675.1258697219
101,-179673.7380415854
102,-179665.26139882064
103,-179677.19918680438
104,-179677.02530093046
105,-179677.13511476037
106,-179675.6108301634
107,-179674.32765388937
108,-179665.26139882064
109,-179677.21274298773
110,-179677.07999843033
111,-179677.1647970297
112,-179675.4248384571
113,-179674.14218305674
114,-179665.26139882064
115,-179677.20054144578
116,-179676.92287664567
117,-179677.14180170977
118,-179675.3704024276
119,-179674.33024572345
120,-179665.26139882064
121,-179677.21769851347
122,-179677.0090856004
123,-179677.1322251626
124,-179674.8064509593
125,-179673.90472502704
126,-179665.26139882064
127,-179677.21291340157
128,-179677.04283062066
129,-179677.16938497647
130,-179675.36622845416
131,-179674.26080263354
132,-179665.26139882064
133,-179677.219234632
134,-179676.98350388074
135,-179677.16385709698
136,-179675.3360225189
137,-179674.16836908617
138,-179665.26139882064
139,-179677.21903965482
140,-179676.96700168384
141,-179677.163321678
142,-179675.0451598842
143,-179673.80934768647
144,-179665.26139882064
145,-179677.2179829798
146,-179676.86818625985
147,-179677.15519790832
148,-179674.65719901386
149,-179673.40508206957
150,-179665.26139882064
151,-179677.22010017207
152,-179676.701694633
153,-179677.117562027
154,-179673.60054523847
155,-179671.04485313274
156,-179665.26139882064
157,-179677.21211230123
158,-179676.29472140505
159,-179677.0015708012
160,-179672.98921543095
161,-179668.07139487698
162,-179665.26139882064
163,-179677.21611170226
164,-179676.35974933862
165,-179677.10234096838
166,-179673.44166484344
167,-179670.22281575418
168,-179665.26139882064
169,-179677.21823162338
170,-179676.40112150452
171,-179677.11839248624
172,-179673.8977514976
173,-179671.33362487788
174,-179665.26139882064
175,-179677.21811742766
176,-179676.34258203022
177,-179677.0923527023
178,-179674.50149461688
179,-179671.97566389403
180,-179665.26139882064
181,-179677.21651964358
182,-179676.14802125673
183,-179677.0593644411
184,-179674.28360838076
185,-179671.26778338215
186,-179665.26139882064
187,-179677.20795483407
188,-179675.90168472196
189,-179676.98549588557
190,-179673.88020160783
191,-179669.04423122542
192,-179665.26139882064
193,-179677.205149556
194,-179676.0629886568
195,-179677.06125017928
196,-179674.90675757843
197,-179671.223685831
198,-179665.26139882064
199,-179677.2134027058
200,-179676.02268561433
201,-179677.04541681567
202,-179675.02716915944
203,-179671.75177106794
204,-179665.26139882064
205,-179677.2160221275
206,-179676.05054131514
207,-179677.03375105187
208,-179675.30151321396
209,-179672.3577613381
210,-179665.26139882064
211,-179677.2144611403
212,-179676.0423210537
213,-179677.01620730283
214,-179675.520953558
215,-179672.7186036077
216,-179665.26139882064
217,-179677.21121575483
218,-179676.04745318127
219,-179677.01290854515
220,-179662.59408701328
221,-179656.7713266082
222,-179665.26139882064
223,-179677.18286723553
224,-179676.11156793617
225,-179676.86786171343
226,-179670.59047310232
227,-179670.71553608516
228,-179665.26139882064
229,-179677.1263833826
230,-179676.05405378767
231,-179676.74581299335
232,-179670.82086382122
233,-179670.2429955455
234,-179665.26139882064
235,-179677.18418008497
236,-179675.27087281106
237,-179676.80474164142
238,-179665.77207564207
239,-179666.73964336366
240,-179665.26139882064
241,-179677.1283723996
242,-179673.1744817727
243,-179676.56491562066
244,-179668.008082573
245,-179665.45322160603
246,-179665.26139882064
247,-179677.17587331528
248,-179676.04125925346
249,-179676.91414931012
250,-179671.5982066505
251,-179670.10660658876
252,-179665.26139882064
253,-179677.18130543912
254,-179675.8960504965
255,-179677.0194657984
256,-179673.18387860444
257,-179671.20383409684
258,-179665.26139882064
259,-179677.18343822806
260,-179676.36895060068
261,-179676.99627212936
262,-179673.47401210756
263,-179671.4005920441
264,-179665.26139882064
265,-179677.1984128093
266,-179676.57749672706
267,-179676.78464905848
268,-179672.8329477428
269,-179671.42270664216
270,-179665.26139882064
271,-179677.19444211616
272,-179676.7030080836
273,-179676.81859937374
274,-179673.28285984765
275,-179672.72006417415
276,-179665.26139882064
277,-179677.20236840926
278,-179676.85788593756
279,-179677.03758227977
280,-179673.7828228231
281,-179673.20592066724
282,-179665.26139882064
283,-179677.20160133822
284,-179676.80439679188
285,-179676.86582519644
286,-179672.75019837066
287,-179671.851212836
288,-179665.26139882064
289,-179677.13753577863
290,-179676.1762946141
291,-179676.53209039237
292,-179672.88934059662
293,-179670.53658483466
294,-179665.26139882064
295,-179677.15787267638
296,-179676.83271761745
297,-179676.90612653864
298,-179672.6978112545
299,-179672.42241461802
300,-179665.26139882064
301,-179677.15087207546
302,-179676.62659608212
303,-179676.33249234426
304,-179671.0016305768
305,-179669.44219505854
306,-179665.26139882064
307,-179677.13743325425
308,-179676.5846719908
309,-179676.601114255
310,-179672.69176952075
311,-179672.54206417358
312,-179665.26139882064
313,-179677.17135026498
314,-179676.9023724017
315,-179676.86216499345
316,-179672.98001063085
317,-179673.07666903822
318,-179665.26139882064
319,-179677.18619995925
320,-179676.7900070288
321,-179676.81067264185
322,-179672.51030429447
323,-179673.11331414653
324,-179665.26139882064
325,-179677.14607637533
326,-179676.40972848498
327,-179676.7726960329
328,-179668.97937194924
329,-179671.75071311163
330,-179665.26139882064
331,-179677.15172185397
332,-179675.9661088266
333,-179676.51395807843
334,-179666.26629021994
335,-179667.34867022772
336,-179665.26139882064
337,-179677.1479757955
338,-179676.3595613528
339,-179676.43429692308
340,-179664.86932399054
341,-179664.3881140495
342,-179665.26139882064
343,-179677.16253933366
344,-179676.0707684244
345,-179673.45628809376
346,-179666.36744278198
347,-179666.0800967189
348,-179665.26139882064
349,-179677.11972511202
350,-179675.03585995125
351,-179675.62824878926
352,-179665.17856278826
353,-179662.94286163253
354,-179665.26139882064
355,-179677.01969792318
356,-179674.16251979512
357,-179676.4144139487
358,-179663.47925338682
359,-179663.3357673795
360,-179665.26139882064
361,-179677.1486605038
362,-179675.09711975828
363,-179676.14772190579
364,-179666.8353491132
365,-179668.08724282822
366,-179665.26139882064
367,-179677.04832721237
368,-179675.65669130813
369,-179675.4109404244
370,-179665.53200458913
371,-179666.75221353452
372,-179665.26139882064
373,-179676.80704446055
374,-179675.53259284858
375,-179674.87301989112
376,-179665.28270060086
377,-179663.5818138736
378,-179665.26139882064
379,-179676.93774873228
380,-179675.69231192878
381,-179675.66743135848
382,-179670.00846962968
383,-179661.67803421483
384,-179665.26139882064
385,-179677.06316334903
386,-179675.68033853435
387,-179676.08545486914
388,-179670.0101977693
389,-179661.15848308723
390,-179665.26139882064
391,-179677.1232092823
392,-179675.69449969282
393,-179676.4605017697
394,-179669.979697328
395,-179660.3176194742
396,-179665.26139882064
397,-179676.9805915282
398,-179675.28203959094
399,-179675.55201966863
400,-179669.59742841695
401,-179659.03368425745
402,-179665.26139882064
403,-179676.67430050383
404,-179674.5793911735
405,-179675.47917407381
406,-179668.82228452852
407,-179658.63042338882
408,-179665.26139882064
409,-179676.13162958596
410,-179673.51878007408
411,-179674.90564273455
412,-179667.00631474864
413,-179633.98534653927
414,-179665.26139882064
415,-179675.15724185485
416,-179672.1907911026
417,-179672.4288586185
418,-179663.7675046915
419,-179595.66760638412
420,-179665.26139882064
421,-179674.03848045084
422,-179670.48475409686
423,-179663.66223671677
424,-179657.1011200297
425,-179608.81929121938
426,-179665.26139882064
427,-179673.19029393248
428,-179669.25751921438
429,-179653.04574746685
430,-179649.6644792656
431,-179622.23103283258
432,-179665.26139882064
433,-179673.08485542465
434,-179668.98350276408
435,-179662.3632131564
436,-179649.78710423745
437,-179635.38821711927
438,-179665.26139882064
439,-179673.62194664148
440,-179669.6317600435
441,-179664.79470486063
442,-179653.34500596055
443,-179638.11645512644
444,-179665.26139882064
445,-179673.4782456649
446,-179669.58532639433
447,-179664.94244171245
448,-179641.24454790715
449,-179621.34437636184
450,-179665.26139882064
451,-179673.95456677472
452,-179670.8567523868
453,-179664.20215064764
454,-179630.18446060384
455,-179643.0671169595
456,-179665.26139882064
457,-179674.29167063898
458,-179671.44061875073
459,-179662.0566721679
460,-179633.430429899
461,-179643.25645728302
462,-179665.26139882064
463,-179674.25229974528
464,-179671.39232431306
465,-179656.7879532086
466,-179637.927573897
467,-179615.99972961997
468,-179665.26139882064
469,-179674.18367373783
470,-179671.57776238228
471,-179644.89760519317
472,-179636.13452708174
473,-179627.55106476336
474,-179665.26139882064
475,-179674.43525231027
476,-179671.59444231342
477,-179663.09371657402
478,-179626.51479724562
479,-179614.9245718961
480,-179665.26139882064
481,-179674.55785374015
482,-179671.79015479897
483,-179662.85721998173
484,-179643.0746917479
485,-179581.01088899618
486,-179665.26139882064
487,-179675.01622588365
488,-179672.62455009102
489,-179655.19927738447
490,-179625.19741762703
491,-179521.83343943808
492,-179665.26139882064
493,-179675.42955775894
494,-179672.98658847375
495,-179661.65071240356
496,-179611.46737758513
497,-179562.53209416795
498,-179665.26139882064
499,-179675.54257851007
500,-179673.11223059465
501,-179659.29155025026
502,-179627.88401285972
503,-179581.5221064479
504,-179665.26139882064
505,-179675.7032930567
506,-179673.17083537756
507,-179654.1363140211
508,-179624.39700670057
509,-179595.60177584377
510,-179665.26139882064
511,-179675.86931279214
512,-179673.20892486427
513,-179654.58665991187
514,-179611.43948073834
515,-179622.62135733248
516,-179665.26139882064
517,-179676.12368411073
518,-179673.2331142136
519,-179655.0373078887
520,-179624.7659813436
521,-179610.86498031495
522,-179665.26139882064
523,-179676.24342575332
524,-179673.07475908863
525,-179654.96095824713
526,-179606.2910990167
527,-179611.28088893995
528,-179665.26139882064
529,-179676.2686970185
530,-179672.85650893158
531,-179656.88921128848
532,-179623.9838097228
533,-179591.24716858784
534,-179665.26139882064
535,-179676.24474492838
536,-179672.43365760273
537,-179651.5497564634
538,-179624.41024828295
539,-179562.51297968125
540,-179665.26139882064
541,-179676.22632802365
542,-179672.5302716105
543,-179655.82973619353
544,-179600.24999131082
545,-179551.66778680135
546,-179665.26139882064
547,-179676.18006186077
548,-179672.51390717988
549,-179655.9137509935
550,-179586.22117139836
551,-179543.86907884385
552,-179665.26139882064
553,-179676.12666334587
554,-179672.0024441536
555,-179654.01832614854
556,-179596.84774749886
557,-179533.53166438462
558,-179665.26139882064
559,-179675.90642264026
560,-179670.97522655962
561,-179657.6369822039
562,-179627.82317490556
563,-179543.19506367666
564,-179665.26139882064
565,-179675.75839060495
566,-179670.3470480773
567,-179651.54670124358
568,-179618.33329099024
569,-179563.97958600064
570,-179665.26139882064
571,-179675.67516750423
572,-179669.90619431692
573,-179658.6558909838
574,-179581.55296766394
575,-179431.7231575168
576,-179665.26139882064
577,-179675.37358035744
578,-179668.99632958008
579,-179659.082010872
580,-179553.56935708664
581,-179479.32502590053
582,-179665.26139882064
583,-179675.0157605841
584,-179668.1031527173
585,-179656.84127177848
586,-179584.41219413606
587,-179392.86170188413
588,-179665.26139882064
589,-179674.48131652572
590,-179666.1076286784
591,-179654.6031834969
592,-179561.70524437437
593,-179446.50463157502
594,-179665.26139882064
595,-179674.19218831704
596,-179665.23740447694
597,-179654.67418824483
598,-179574.70417907054
599,-179418.38548030812
600,-179665.26139882064
601,-179674.1521538836
602,-179664.99161219073
603,-179654.12632195506
604,-179572.69212852127
605,-179343.8556193603
606,-179665.26139882064
607,-179674.32406616356
608,-179665.2266383826
609,-179651.14932345407
610,-179591.6548174965
611,-179344.02040461646
612,-179665.26139882064
613,-179674.31720947754
614,-179664.75557174662
615,-179634.98048523776
616,-179589.38560152738
617,-179314.02392748234
618,-179665.26139882064
619,-179674.28631346545
620,-179663.1109861327
621,-179635.16165662647
622,-179505.98231415224
623,-179269.09758291882
624,-179665.26139882064
625,-179673.9534383674
626,-179660.20748908375
627,-179651.77893568831
628,-179586.90072979053
629,-179266.3520829672
630,-179665.26139882064
631,-179673.77721893348
632,-179659.90419930243
633,-179651.22359985468
634,-179578.9840303657
635,-179436.98234605283
636,-179665.26139882064
637,-179673.76071921224
638,-179660.60119170896
639,-179651.48085207905
640,-179577.31321154663
641,-179362.48201893774
642,-179665.26139882064
643,-179673.90008189398
644,-179661.4490920428
645,-179650.91457487887
646,-179564.29518529726
647,-179398.0899066555
648,-179665.26139882064
649,-179673.9237346019
650,-179662.17860498794
651,-179647.17797118117
652,-179496.3309836945
653,-179325.65468042766
654,-179665.26139882064
655,-179674.0053336311
656,-179662.9660439317
657,-179646.89464123445
658,-179585.24787432438
659,-179282.81606505078
660,-179665.26139882064
661,-179674.08885156858
662,-179663.50604315114
663,-179648.719749604
664,-179585.13414463922
665,-179321.1839186308
666,-179665.26139882064
667,-179674.14198194462
668,-179663.77716073114
669,-179648.97120593404
670,-179568.4914937381
671,-179318.93294187868
672,-179665.26139882064
673,-179674.22543826466
674,-179664.1455586172
675,-179649.37953389113
676,-179548.8080536316
677,-179259.11596254024
678,-179665.26139882064
679,-179674.2836478086
680,-179664.65259612357
681,-179649.88500667413
682,-179547.04994062067
683,-179232.96691197375
684,-179665.26139882064
685,-179674.41278792504
686,-179665.2661547291
687,-179648.7956005674
688,-179569.36058189662
689,-179491.45645710008
690,-179665.26139882064
691,-179674.42872617475
692,-179665.59760814966
693,-179651.26816635244
694,-179568.76967185948
695,-179409.4382685103
696,-179665.26139882064
697,-179673.98128137965
698,-179664.39261789178
699,-179651.94646951742
700,-179564.87536571512
701,-179339.27909284155
702,-179665.26139882064
703,-179673.63130198515
704,-179663.67361451694
705,-179653.66285266323
706,-179564.93077163832
707,-179328.6042106645
708,-179665.26139882064
709,-179673.21835032603
710,-179662.8086685663
711,-179652.6983641217
712,-179573.03539243975
713,-179503.1463587594
714,-179665.26139882064
715,-179673.29058038152
716,-179663.43041721496
717,-179650.77432580027
718,-179577.2009738984
719,-179498.46010194553
720,-179665.26139882064
721,-179673.48019720532
722,-179663.95578520081
723,-179649.53298219707
724,-179571.39156350755
725,-179473.2008101894
726,-179665.26139882064
727,-179673.661389931
728,-179664.36948697834
729,-179650.35709666202
730,-179585.1124961134
731,-179451.2043149979
732,-179665.26139882064
733,-179673.96268363038
734,-179664.99403057483
735,-179651.9620581912
736,-179574.28571623977
737,-179434.26894297902
738,-179665.26139882064
739,-179674.1540701107
740,-179665.51647762515
741,-179653.60052305926
742,-179553.35147929125
743,-179466.61846721964
744,-179665.26139882064
745,-179674.265871826
746,-179665.79983158936
747,-179655.62945445857
748,-179547.19240455396
749,-179360.7017398306
750,-179665.26139882064
751,-179674.35993897475
752,-179666.23987061757
753,-179657.51076230942
754,-179530.73926089602
755,-179301.9850802138
756,-179665.26139882064
757,-179674.375807952
758,-179666.00156230532
759,-179657.22843834697
760,-179524.57209749645
761,-179357.36883306305
762,-179665.26139882064
763,-179674.23352831355
764,-179664.68839381076
765,-179653.99497720858
766,-179025.65924110502
767,-179377.38887633727
768,-179665.26139882064
769,-179673.9596721212
770,-179663.01503495924
771,-179604.50214750832
772,-179492.03177566585
773,-179318.63301431827
774,-179665.26139882064
775,-179673.68070011085
776,-179661.93294897804
777,-179657.6254809017
778,-179428.32119681383
779,-179358.86660145735
780,-179665.26139882064
781,-179673.3200763951
782,-179660.65051358513
783,-179646.23549843824
784,-179364.904456318
785,-179387.50475266346
786,-179665.26139882064
787,-179673.02175525168
788,-179658.91523964514
789,-179649.61595648917
790,-179450.26662203541
791,-179334.21875734162
792,-179665.26139882064
793,-179672.80487514645
794,-179657.64429074564
795,-179641.52769084874
796,-179496.97511806362
797,-179398.82143592514
798,-179665.26139882064
799,-179672.7307873098
800,-179657.77925664067
801,-179640.12722310663
802,-179498.4062590729
803,-179410.7704761539
804,-179665.26139882064
805,-179672.9706853008
806,-179658.73306651588
807,-179641.84507179775
808,-179472.6465462947
809,-179445.68825524132
810,-179665.26139882064
811,-179673.3120337313
812,-179659.98365489166
813,-179648.62540591523
814,-179453.8573543409
815,-179473.40832613516
816,-179665.26139882064
817,-179673.67585150563
818,-179661.2144399702
819,-179652.50975781988
820,-179515.70288279862
821,-179448.18643404002
822,-179665.26139882064
823,-179673.4711872058
824,-179660.58116610465
825,-179652.17827784788
826,-179508.20539206715
827,-179469.60716409923
828,-179665.26139882064
829,-179673.3256888087
830,-179659.76155359717
831,-179646.56045409795
832,-179495.7145947324
833,-179400.88825191674
834,-179665.26139882064
835,-179673.08469366885
836,-179658.43204745481
837,-179639.18956166322
838,-179457.5789371657
839,-179155.38426515294
840,-179665.26139882064
841,-179672.8198188406
842,-179657.91483381792
843,-179637.56406926375
844,-179407.29615477406
845,-179266.97587721306
846,-179665.26139882064
847,-179672.6993611052
848,-179657.47197698732
849,-179638.48948401184
850,-179444.07926530874
851,-179322.62675730966
852,-179665.26139882064
853,-179672.7384483689
854,-179656.97898442592
855,-179629.0102142474
856,-179455.53408940617
857,-179173.96352002313
858,-179665.26139882064
859,-179672.77519014323
860,-179656.7428287756
861,-179634.51832975433
862,-179498.3335815696
863,-178710.7599912752
864,-179665.26139882064
865,-179672.75584418993
866,-179656.43957371317
867,-179631.79170013347
868,-179502.1460020056
869,-178823.43371260713
870,-179665.26139882064
871,-179672.71936879764
872,-179656.5537551017
873,-179627.7218091279
874,-179460.1298837425
875,-179047.58085307485
876,-179665.26139882064
877,-179672.66642442698
878,-179656.4568790341
879,-179618.58336101094
880,-179422.28031634705
881,-179027.7094757562
882,-179665.26139882064
883,-179672.53922556888
884,-179655.94349937976
885,-179613.47735091957
886,-179437.33296392875
887,-179120.02323697848
888,-179665.26139882064
889,-179672.401558143
890,-179656.16608341344
891,-179618.1955813872
892,-179432.77551163116
893,-178864.7762340515
894,-179665.26139882064
895,-179672.45755937172
896,-179657.1267821026
897,-179622.9674204964
898,-179468.78899114198
899,-178823.10458115317
900,-179665.26139882064
901,-179672.40556812004
902,-179657.53954921383
903,-179623.3627583708
904,-179483.83828369237
905,-179253.73828765866
906,-179665.26139882064
907,-179672.365931654
908,-179657.81146453044
909,-179630.11896721748
910,-179495.97741780058
911,-179221.91321794494
912,-179665.26139882064
913,-179672.31314334556
914,-179658.11012592266
915,-179632.70807565819
916,-179404.8137999285
917,-179352.39092336962
918,-179665.26139882064
919,-179672.22336918022
920,-179658.25638036392
921,-179631.89907600114
922,-179469.32299373078
923,-179406.1436696751
924,-179665.26139882064
925,-179672.17269673612
926,-179658.58765507193
927,-179631.55326289104
928,-179370.90137974624
929,-179314.14005043404
930,-179665.26139882064
931,-179672.20214515695
932,-179659.8015867961
933,-179632.6863414571
934,-179366.38004817654
935,-179352.91092449566
936,-179665.26139882064
937,-179672.76200415107
938,-179661.93706595097
939,-179606.82669488122
940,-179313.34964550188
941,-179289.88008182298
942,-179665.26139882064
943,-179672.7209389207
944,-179661.8233943543
945,-179628.12563014703
946,-179409.55766099363
947,-179251.23495039935
948,-179665.26139882064
949,-179672.8117294172
950,-179662.31743923953
951,-179634.8291086992
952,-179410.3316023365
953,-179093.5635557666
954,-179665.26139882064
955,-179672.64763680034
956,-179661.90065840588
957,-179644.54633874778
958,-179441.85200049955
959,-179064.011722517
960,-179665.26139882064
961,-179672.54092710686
962,-179660.90831605918
963,-179646.37092722981
964,-179446.65374538448
965,-179092.08907695083
966,-179665.26139882064
967,-179672.73489504895
968,-179660.3470326558
969,-179646.5207211312
970,-179468.13271232767
971,-179216.0643280427
972,-179665.26139882064
973,-179672.57371204888
974,-179660.31481492193
975,-179647.6871876157
976,-179339.1929245595
977,-178911.24480603085
978,-179665.26139882064
979,-179672.70734329984
980,-179659.98519709636
981,-179648.01155504206
982,-179331.4738291217
983,-179185.45335549404
984,-179665.26139882064
985,-179672.63225265744
986,-179659.55439593238
987,-179643.022576652
988,-179212.99860564078
989,-179057.07123200432
990,-179665.26139882064
991,-179672.5762674215
992,-179659.5589284771
993,-179616.79906590996
994,-179289.1771848456
995,-179291.93162963216
996,-179665.26139882064
997,-179672.5575702344
998,-179659.3057769434
999,-179623.35894144294
1000,-179169.5888757571
1001,-179327.02381379314
1002,-179665.26139882064
1003,-179672.58089039972
1004,-179660.40218812277
1005,-179624.75302924216
1006,-179401.2622213955
1007,-179287.64287653862
1008,-179665.26139882064
1009,-179672.54745416692
1010,-179660.46359712176
1011,-179635.22003869026
1012,-179278.5025652089
1013,-179294.73553929772
1014,-179665.26139882064
1015,-179672.6235803256
1016,-179660.96208647176
1017,-179637.60513025758
1018,-179427.95235036506
1019,-179261.04638992823
1020,-179665.26139882064
1021,-179672.78291033988
1022,-179661.43677649123
1023,-179642.010355328
1024,-179272.32660896328
1025,-179189.4331785762
1026,-179665.26139882064
1027,-179672.9231189237
1028,-179661.70401325033
1029,-179642.57664431882
1030,-179378.46157351328
1031,-179378.13626994906
1032,-179665.26139882064
1033,-179673.163665501
1034,-179661.844204567
1035,-179639.9041059667
1036,-179432.10826236542
1037,-179414.00182493572
1038,-179665.26139882064
1039,-179673.22746873612
1040,-179661.7560863547
1041,-179639.43649791877
1042,-179415.76979297277
1043,-179413.09994221575
1044,-179665.26139882064
1045,-179673.28198304892
1046,-179661.23510599535
1047,-179637.7283447888
1048,-179127.88451784366
1049,-179396.39192194247
1050,-179665.26139882064
1051,-179673.2311038518
1052,-179661.03236965562
1053,-179638.01992059435
1054,-179270.43205889233
1055,-179382.75983648162
1056,-179665.26139882064
1057,-179673.13386245776
1058,-179660.964893632
1059,-179636.33837709646
1060,-179345.7791488116
1061,-179385.76244404
1062,-179665.26139882064
1063,-179673.08331276334
1064,-179661.16657722168
1065,-179637.37102215373
1066,-179142.62694009603
1067,-179291.5180181696
1068,-179665.26139882064
1069,-179672.95631869533
1070,-179660.52942688455
1071,-179635.0663409559
1072,-179221.9574309841
1073,-179168.47379435672
1074,-179665.26139882064
1075,-179672.85588449816
1076,-179659.4157327512
1077,-179640.27001145994
1078,-179202.0823805403
1079,-179203.0251996438
1080,-179665.26139882064
1081,-179672.6576005721
1082,-179660.52446621642
1083,-179644.6438468596
1084,-179375.38846645068
1085,-179374.0080956058
1086,-179665.26139882064
1087,-179672.665757887
1088,-179660.68935488528
1089,-179644.57857631418
1090,-179455.4248677004
1091,-179368.01569679406
1092,-179665.26139882064
1093,-179672.5667260157
1094,-179659.74725175166
1095,-179639.56446544256
1096,-179134.70190970422
1097,-179426.17180025054
1098,-179665.26139882064
1099,-179672.40879943865
1100,-179658.86905638617
1101,-179635.7555008172
1102,-179285.1847658394
1103,-179394.71793531938
1104,-179665.26139882064
1105,-179672.44035487983
1106,-179658.81381065372
1107,-179635.4347498497
1108,-179248.0354597838
1109,-179196.76683911803
1110,-179665.26139882064
1111,-179672.39293387253
1112,-179657.23981656227
1113,-179631.8124742129
1114,-179070.9607936036
1115,-179314.93684953847
1116,-179665.26139882064
1117,-179672.2938846188
1118,-179655.98505442584
1119,-179612.80791317715
1120,-179302.1682164218
1121,-179308.23664978018
1122,-179665.26139882064
1123,-179672.23932002037
1124,-179655.43389265874
1125,-179610.62912605386
1126,-178852.2756239394
1127,-179253.65737434395
1128,-179665.26139882064
1129,-179672.04671011216
1130,-179655.61223691457
1131,-179609.71774601645
1132,-178741.004270521
1133,-179373.91485433586
1134,-179665.26139882064
1135,-179671.745460443
1136,-179656.1418710074
1137,-179606.36284507194
1138,-179064.93483528955
1139,-179348.2921483124
1140,-179665.26139882064
1141,-179671.51616124815
1142,-179655.7157840262
1143,-179614.58226735625
1144,-179143.77950344604
1145,-179370.59388611227
1146,-179665.26139882064
1147,-179671.01583850826
1148,-179654.5697120489
1149,-179617.38708430345
1150,-179131.30877544853
1151,-179360.66713824956
1152,-179665.26139882064
1153,-179671.00590207198
1154,-179655.2639870024
1155,-179616.78881522178
1156,-179131.43787024662
1157,-179296.14809738786
1158,-179665.26139882064
1159,-179671.15018859465
1160,-179657.43886718072
1161,-179618.36021543175
1162,-178952.9150408809
1163,-179272.85961483206
1164,-179665.26139882064
1165,-179671.4859953307
1166,-179660.22386845408
1167,-179621.56133023617
1168,-179035.91095433463
1169,-179343.0159099221
1170,-179665.26139882064
1171,-179671.51984663028
1172,-179660.91868458115
1173,-179616.3308307991
1174,-179237.66623186026
1175,-179334.964741343
1176,-179665.26139882064
1177,-179671.49969894363
1178,-179661.04562537905
1179,-179622.8865381556
1180,-179280.05972831018
1181,-179415.07686436202
1182,-179665.26139882064
1183,-179671.45157349497
1184,-179660.84193748297
1185,-179588.28380049078
1186,-179241.09635806835
1187,-179390.30120874298
1188,-179665.26139882064
1189,-179671.1964486496
1190,-179660.41510824973
1191,-179624.66982451035
1192,-179293.0527560259
1193,-179364.78789930002
1194,-179665.26139882064
1195,-179671.13776224293
1196,-179659.75098700818
1197,-179575.62398924006
1198,-179333.890080105
1199,-179252.40815391517
1200,-179665.26139882064
1201,-179671.51705054476
1202,-179659.42124071348
1203,-179612.1867022473
1204,-179319.42513558498
1205,-179388.77603396028
1206,-179665.26139882064
1207,-179671.8960178144
1208,-179659.29124074278
1209,-179566.86823176435
1210,-179273.06911301453
1211,-179330.51127791463
1212,-179665.26139882064
1213,-179672.46624233262
1214,-179659.50183519878
1215,-179556.43519887223
1216,-179228.51753546318
1217,-179383.2454437185
1218,-179665.26139882064
1219,-179672.92387534294
1220,-179660.14943118545
1221,-179521.9054937593
1222,-179220.56740487998
1223,-179317.7751026368
1224,-179665.26139882064
1225,-179673.2303927565
1226,-179660.17011112353
1227,-179557.24338361865
1228,-179219.01935941627
1229,-179284.90543574552
1230,-179665.26139882064
1231,-179673.4232666588
1232,-179660.72209548837
1233,-179572.51630578612
1234,-178497.93231498313
1235,-179222.64945667764
1236,-179665.26139882064
1237,-179673.46889295467
1238,-179660.24410948684
1239,-179580.51752871354
1240,-176604.63207972725
1241,-179256.7076537562
1242,-179665.26139882064
1243,-179673.61610403008
1244,-179658.93013865838
1245,-179573.51529727533
1246,-171263.8548297245
1247,-179207.44334986692
1248,-179665.26139882064
1249,-179673.84822949272
1250,-179657.88963344254
