path_id,image_index_qe,variant,job_id,ionic_step,energy_eV,energy_above_current_final_eV,max_atom_force_eV_A,total_force_eV_A
1-3,2,transformed,30850844,24,-133599.18822890488,0.6632435255451128,0.06631080007020297,1.1443466896181562
1-3,2,transformed,30850844,25,-133599.20680584616,0.6446665842668153,0.06650839148874484,1.0953928813806941
1-3,2,transformed,30850844,26,-133599.25931266494,0.5921597654814832,0.0668784861965609,0.8377940343580396
1-3,2,transformed,30850844,27,-133599.28777128507,0.5637011453509331,0.06617656779721694,0.7427917646955274
1-3,2,transformed,30850844,28,-133599.31191445148,0.5395579789474141,0.06475038864273129,0.8243214526792421
1-3,2,transformed,30850844,29,-133599.3286245556,0.5228478748176713,0.06321255806298592,0.8138056398803335
1-3,2,transformed,30850844,30,-133599.35645187157,0.49502055885386653,0.060904605551238944,0.6977974556537423
1-3,2,transformed,30850844,31,-133599.3867554237,0.4647170067182742,0.05967993729290289,0.5662598070493006
1-3,2,transformed,30850844,32,-133599.3972712639,0.45420116651803255,0.0595151295666428,0.5909938215054134
1-3,2,transformed,30850844,33,-133599.4123965769,0.4390758535300847,0.05917111593522941,0.5781383046363319
1-3,2,transformed,30850844,34,-133599.43061609662,0.4208563338033855,0.058585675697017024,0.5122152141316821
1-3,2,transformed,30850844,35,-133599.43895203268,0.4125203977455385,0.05781074514015636,0.4160559479509527
1-3,2,transformed,30850844,36,-133599.4462238675,0.4052485629217699,0.05690186009752143,0.3451706279348375
1-3,2,transformed,30850844,37,-133599.45079361164,0.40067881878349,0.05599786015129699,0.36314264051781336
1-3,2,transformed,30850844,38,-133599.45666133892,0.39481109150801785,0.05503189661376458,0.40183774629374863
1-3,2,transformed,30850844,39,-133599.46260498595,0.3888674444751814,0.05403430850473494,0.4411242058456616
1-3,2,transformed,30850844,40,-133599.4721850266,0.3792874038335867,0.05285391494582955,0.505093257786211
1-3,2,transformed,30850844,41,-133599.48508852988,0.3663839005457703,0.05396771692735386,0.6350625333326246
1-3,2,transformed,30850844,42,-133599.5044374582,0.34703497221926227,0.055034981937813116,0.83442588893834
1-3,2,transformed,30850844,43,-133599.52933601267,0.3221364177588839,0.058355106213519435,1.0835915168948773
1-3,2,transformed,30850844,44,-133599.5595382024,0.29193422803655267,0.06116441115818979,1.3188731866328063
1-3,2,transformed,30850844,45,-133599.6049221687,0.24655026171240024,0.06269593599390873,1.487203324516559
1-3,2,transformed,30850844,46,-133599.67987742875,0.17159500168054365,0.06152248608654213,1.5876820443653
1-3,2,transformed,30850844,47,-133599.76078871702,0.09068371340981685,0.057433985332845085,1.38824155565837
1-3,2,transformed,30850844,48,-133599.81368479467,0.037787635752465576,0.05596859713426534,1.0885023243388663
1-3,2,transformed,30850844,49,-133599.85147243043,0.0,0.0551653081521309,1.0088752528517757
1-3,3,direct,30850843,0,-133592.55445512166,6.429005516663892,0.062498380811784195,5.663703644943748
1-3,3,direct,30850843,1,-133593.17880935848,5.804651279846439,0.0642991816147755,5.170797417149426
1-3,3,direct,30850843,2,-133593.68212639686,5.301334241463337,0.0640842373727279,12.070250476650498
1-3,3,direct,30850843,3,-133594.40177871787,4.581681920448318,0.06752128836279303,6.109095882389944
1-3,3,direct,30850843,4,-133594.87950630471,4.1039543336082716,0.0709930492484093,2.9442476064582532
1-3,3,direct,30850843,5,-133595.07257326704,3.9108873712830245,0.07143013682195236,3.1783208576104887
1-3,3,direct,30850843,6,-133595.28559787635,3.697862761968281,0.07139362715404464,2.8388066570980466
1-3,3,direct,30850843,7,-133595.54337024983,3.4400903884961735,0.07094522672565694,2.333070623468382
1-3,3,direct,30850843,8,-133595.78840470125,3.1950559370743576,0.0693424008824414,1.9006881690936956
1-3,3,direct,30850843,9,-133595.90215781974,3.0813028185802978,0.06779948174783593,1.8820990917010039
1-3,3,direct,30850843,10,-133596.0207232719,2.962737366411602,0.06598582542797271,1.7964042162517067
1-3,3,direct,30850843,11,-133596.15035437033,2.8331062679935712,0.06413617366087816,1.5617910333909697
1-3,3,direct,30850843,12,-133596.2292486146,2.7542120237194467,0.06318975050899182,1.3448413307083509
1-3,3,direct,30850843,13,-133596.27640308975,2.7070575485704467,0.06291284267563642,1.2124295069568118
1-3,3,direct,30850843,14,-133596.32160038597,2.6618602523521986,0.061612121478844935,1.3654101576988813
1-3,3,direct,30850843,15,-133596.3842218131,2.5992388252343517,0.058584904366004886,1.5792745363329206
1-3,3,direct,30850843,16,-133596.474335584,2.5091250543191563,0.057424321967007134,1.837156204726695
1-3,3,direct,30850843,17,-133596.61002148796,2.3734391503676306,0.05599025765316914,2.28285697457775
1-3,3,direct,30850843,18,-133596.78059334154,2.2028672967862803,0.052777038954953344,2.8659060866580703
1-3,3,direct,30850843,19,-133596.93196620152,2.051494436804205,0.07307949963578235,3.5255483682443787
1-3,3,direct,30850843,20,-133597.12891445993,1.85454617839423,0.07493712182335341,2.6488792508742374
1-3,3,direct,30850843,21,-133597.29938535922,1.6840752791031264,0.0764990671229378,2.3832328502915376
1-3,3,direct,30850843,22,-133597.60451329997,1.3789473383512814,0.07479596824768982,2.6207513799646867
1-3,3,direct,30850843,23,-133597.7134112269,1.2700494114251342,0.09272041541825012,2.2607969076304055
1-3,3,direct,30850843,24,-133597.88697293148,1.096487706847256,0.10163057416021049,1.6818872719819289
1-3,3,direct,30850843,25,-133598.00356569418,0.9798949441465084,0.10481539990935673,1.4268595283330905
1-3,3,direct,30850843,26,-133598.07378998262,0.9096706557029393,0.10099422607519094,1.3874188025787488
1-3,3,direct,30850843,27,-133598.09853928263,0.8849213556968607,0.10139120443610819,0.9499712745576444
1-3,3,direct,30850843,28,-133598.1335712213,0.8498894170334097,0.1007905946879847,0.8402880046306413
1-3,3,direct,30850843,29,-133598.1630607448,0.8203998935350683,0.09792612841921595,0.7931596797885887
1-3,3,direct,30850843,30,-133598.18933673966,0.794123898667749,0.09847248788615193,0.8453016562095832
1-3,3,direct,30850843,31,-133598.2099182077,0.7735424306301866,0.09618240611109376,0.8313662759234989
1-3,3,direct,30850843,32,-133598.2329208088,0.7505398295179475,0.09655135944523639,0.8348372654781507
1-3,3,direct,30850843,33,-133598.2591031965,0.7243574418243952,0.09579031284658678,0.8593398806306201
1-3,3,direct,30850843,34,-133598.27301420135,0.7104464369767811,0.09032928928060095,1.1934033419905712
1-3,3,direct,30850843,35,-133598.2853397348,0.6981209035147913,0.08701899368719232,4.257592920837354
1-3,3,direct,30850843,36,-133598.33124330256,0.6522173357661813,0.08361459570993764,0.8628622922527484
1-3,3,direct,30850843,37,-133598.34885410356,0.6346065347606782,0.08251981989337188,1.1400015249164068
1-3,3,direct,30850843,38,-133598.38259445378,0.6008661845407914,0.08211050023626233,1.7498929562193697
1-3,3,direct,30850843,39,-133598.41251296477,0.5709476735501084,0.0820220542802035,0.9520281572566974
1-3,3,direct,30850843,40,-133598.45037883325,0.5330818050715607,0.08222157190201065,1.365538712867572
1-3,3,direct,30850843,41,-133598.48889546204,0.4945651762827765,0.08293402464689169,1.1878497587031278
1-3,3,direct,30850843,42,-133598.52443734204,0.45902329628006555,0.0836570189156054,1.3586481558257444
1-3,3,direct,30850843,43,-133598.59363072712,0.3898299112042878,0.08455844775846118,2.028369162637413
1-3,3,direct,30850843,44,-133598.69290072136,0.290559916960774,0.08505287093724379,2.588869698129365
1-3,3,direct,30850843,45,-133598.7926062338,0.19085440452909097,0.08439415425287507,2.825616896790369
1-3,3,direct,30850843,46,-133598.8982866864,0.08517395192757249,0.08224085517731418,3.4647931955210995
1-3,3,direct,30850843,47,-133598.98346063832,0.0,0.08136693714055834,2.6929479627014485
1-3,3,transformed,30850845,0,-133590.01295668117,11.277374532743124,0.062332287533838494,22.469540870657788
1-3,3,transformed,30850845,1,-133595.21322279997,6.07710841394146,0.04638058666649329,7.309672602793463
1-3,3,transformed,30850845,2,-133596.41175783114,4.8785733827680815,0.04681567867532672,4.610811102332237
1-3,3,transformed,30850845,3,-133597.17768270633,4.112648507580161,0.046292716249132365,2.849990956774148
1-3,3,transformed,30850845,4,-133597.58737067087,3.702960543043446,0.04205836610315373,2.22672978792734
1-3,3,transformed,30850845,5,-133597.71223501468,3.57809619922773,0.03840842775405753,2.1654346834955596
1-3,3,transformed,30850845,6,-133597.89472055738,3.395610656531062,0.036338673852709114,1.985508869395895
1-3,3,transformed,30850845,7,-133598.0597445535,3.2305866604147013,0.035451603655012084,1.7564749808563396
1-3,3,transformed,30850845,8,-133598.20736482725,3.0829663866607007,0.038692312538604015,1.707932549158688
1-3,3,transformed,30850845,9,-133598.2891110969,3.0012201170029584,0.03923076741598386,1.7201967122517918
1-3,3,transformed,30850845,10,-133598.4054761003,2.8848551136034075,0.039117763049529373,1.4784615730455837
1-3,3,transformed,30850845,11,-133598.47463928073,2.8156919331813697,0.04133588605118194,0.9547021047654664
1-3,3,transformed,30850845,12,-133598.50272524092,2.787605972989695,0.045417512657115314,0.7175692405983896
1-3,3,transformed,30850845,13,-133598.52029277582,2.770038438087795,0.048651703591038827,0.7178520619695093
1-3,3,transformed,30850845,14,-133598.54110295558,2.749228258326184,0.05222296617726965,0.7924397708439201
1-3,3,transformed,30850845,15,-133598.57145752903,2.7188736848765984,0.057016788417750146,0.9057740075617424
1-3,3,transformed,30850845,16,-133598.6052393766,2.685091837309301,0.06186846048414149,0.9955312263416691
1-3,3,transformed,30850845,17,-133598.651761051,2.638570162904216,0.06763415979992453,1.1129278063901211
1-3,3,transformed,30850845,18,-133598.71021233316,2.580118880752707,0.07610363142361279,1.4235428049808676
1-3,3,transformed,30850845,19,-133598.8096370241,2.480694189813221,0.08763477294484148,1.9206142202407719
1-3,3,transformed,30850845,20,-133598.88743220046,2.4028990134538617,0.09463588743174325,2.742390280579936
1-3,3,transformed,30850845,21,-133599.00710556423,2.2832256496767513,0.0957242354898797,2.0612792858222613
1-3,3,transformed,30850845,22,-133599.2038071514,2.0865240624989383,0.0978191705188652,1.664198080770073
1-3,3,transformed,30850845,23,-133599.33811112514,1.9522200887731742,0.09418054502424038,1.7487359597011527
1-3,3,transformed,30850845,24,-133599.46897489936,1.8213563145545777,0.08446563092627551,2.066112960165036
1-3,3,transformed,30850845,25,-133599.64708471505,1.6432464988611173,0.07477179987597594,2.1866462863295437
1-3,3,transformed,30850845,26,-133599.78841834224,1.5019128716667183,0.06109430125882641,2.698038747381605
1-3,3,transformed,30850845,27,-133599.96332306482,1.3270081490918528,0.6189385573246592,2.5028405792414716
1-3,3,transformed,30850845,28,-133599.99710953835,1.2932216755580157,0.07417530389325057,2.094549363479444
1-3,3,transformed,30850845,29,-133600.16297436628,1.127356847631745,0.06787147264132777,1.7480674728239602
1-3,3,transformed,30850845,30,-133600.29950736073,0.9908238531788811,0.058449150107868705,1.7654224205972204
1-3,3,transformed,30850845,31,-133600.42932580956,0.861005404352909,0.05653830608046754,1.7149773724029445
1-3,3,transformed,30850845,32,-133600.50543551266,0.7848957012465689,3.304340918377011,4.566253880864001
1-3,3,transformed,30850845,33,-133600.4869314979,0.803399716009153,0.05457148499310589,2.5111452431388983
1-3,3,transformed,30850845,34,-133600.5847837789,0.7055474350054283,0.2861470933344013,1.6269170818497365
1-3,3,transformed,30850845,35,-133600.64230728883,0.6480239250813611,0.2499570135756589,1.2341553304655595
1-3,3,transformed,30850845,36,-133600.69758803633,0.592743177578086,0.2586915659571653,1.2023507817314518
1-3,3,transformed,30850845,37,-133600.76559908665,0.5247321272618137,0.35021333298275287,1.2554954884682346
1-3,3,transformed,30850845,38,-133600.83284862633,0.457482587575214,0.5260253816850324,1.256369663615332
1-3,3,transformed,30850845,39,-133600.92607157025,0.3642596436548047,0.25416027628849275,1.4487396180442673
1-3,3,transformed,30850845,40,-133601.01314610144,0.27718511247076094,0.8928975790509822,1.592130053202002
1-3,3,transformed,30850845,41,-133601.01664602995,0.27368518395815045,0.07229274200294228,1.8360249192422158
1-3,3,transformed,30850845,42,-133601.08668024684,0.20365096707246266,0.20616346329193366,1.2291159678528796
1-3,3,transformed,30850845,43,-133601.10459268605,0.18573852785630152,1.6929100934378154,3.270623468730493
1-3,3,transformed,30850845,44,-133601.16476331968,0.12556789422524162,0.959112838673783,1.471082506362731
1-3,3,transformed,30850845,45,-133601.18432300017,0.10600821374100633,0.4751960855827889,0.719060480555203
1-3,3,transformed,30850845,46,-133601.20811990165,0.08221131225582212,0.3093081417484644,0.7459799328790596
1-3,3,transformed,30850845,47,-133601.2355506117,0.054780602222308517,0.17504753827099032,0.8707298685766263
1-3,3,transformed,30850845,48,-133601.26326826576,0.027062948152888566,0.10993164239994219,0.9081137116319151
1-3,3,transformed,30850845,49,-133601.2903312139,0.0,0.09074363944825416,0.9135644507844057
